#ID           G   (iP1-zP1)   e_G   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      20.6075 0.1842  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
11      20.7278 0.2137  0.0152  0.0312  0.7815   0.7814   -0.5538  3.6946   4.6151   6.1547  
12      20.6134 0.1969  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
13      20.6151 0.2006  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
14      20.6135 0.1972  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
15      20.5310 0.1692  0.0127  0.0282  0.8037   0.8036   -0.4919  3.7041   4.6034   5.9999  
16      20.5357 0.1797  0.0127  0.0282  0.8037   0.8036   -0.4919  3.7041   4.6034   5.9999  
17      20.6370 0.2478  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
18      20.6428 0.2603  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
19      20.7380 0.2344  0.0152  0.0312  0.7815   0.7814   -0.5538  3.6946   4.6151   6.1547  
110     20.4970 0.1962  0.0121  0.0275  0.8097   0.8096   -0.4753  3.7066   4.5998   5.9583  
111     20.4801 0.1580  0.0121  0.0275  0.8097   0.8096   -0.4753  3.7066   4.5998   5.9583  
112     20.7295 0.2171  0.0152  0.0312  0.7815   0.7814   -0.5538  3.6946   4.6151   6.1547  
113     20.5058 0.2164  0.0121  0.0275  0.8097   0.8096   -0.4753  3.7066   4.5998   5.9583  
114     20.5007 0.2046  0.0121  0.0275  0.8097   0.8096   -0.4753  3.7066   4.5998   5.9583  
115     20.6357 0.2450  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
116     20.6357 0.2451  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
117     20.6071 0.1834  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
118     20.7092 0.1755  0.0152  0.0312  0.7815   0.7814   -0.5538  3.6946   4.6151   6.1547  
119     20.6116 0.1931  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
120     20.7259 0.2098  0.0152  0.0312  0.7815   0.7814   -0.5538  3.6946   4.6151   6.1547  
121     20.6041 0.1768  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
122     20.6158 0.2020  0.0136  0.0293  0.7948   0.7947   -0.5166  3.7003   4.6082   6.0617  
