metal log(age) E_BV dm
0.01100 9.75250 0.24908 13.00210
0.01100 9.75250 0.24910 13.00366
0.01100 9.62500 0.30499 13.01308
0.01100 9.75250 0.23915 13.00995
0.01100 9.75250 0.25137 13.01135
0.01100 9.75250 0.24869 13.01291
0.01100 9.75250 0.24869 13.00783
0.01100 9.75250 0.25236 13.00957
0.01100 9.75250 0.25236 13.00238
0.01100 9.75250 0.25236 13.00238
0.01100 9.75250 0.24434 13.00695
0.01100 9.75250 0.24187 13.00695
0.01100 9.75250 0.24299 13.00695
0.01100 9.75250 0.23915 13.00238
0.01100 9.75250 0.24534 13.00756
0.01100 9.75250 0.24655 13.00752
0.01100 9.75250 0.24655 13.00207
0.01100 9.75250 0.25449 13.01412
0.01100 9.75250 0.25570 13.01229
0.01100 9.75250 0.25182 13.01176
0.01100 9.75250 0.25774 13.00553
0.01100 9.75250 0.25322 13.00526
0.01100 9.75250 0.24328 13.00081
0.01100 9.75250 0.25214 13.02036
0.01100 9.75250 0.24874 13.01993
0.01100 9.75250 0.25130 13.00405
0.01100 9.75250 0.25130 13.00224
0.01100 9.75250 0.25121 13.02724
0.01100 9.75250 0.24954 13.01292
0.01100 9.75250 0.24943 13.01299
0.01100 9.75250 0.24937 13.01299
0.01100 9.75250 0.24575 13.01299
0.01100 9.75250 0.25189 13.00711
0.01100 9.75250 0.25051 13.00711
0.01100 9.75250 0.25051 13.00202
0.01100 9.75250 0.25047 13.00207
0.01100 9.75250 0.25531 13.00222
0.01100 9.75250 0.24974 13.00053
0.01500 9.75250 0.25794 13.00053
0.01100 9.75250 0.24908 13.00053
0.01100 9.75250 0.24953 13.01603
0.01100 9.75250 0.25076 13.00778
0.01100 9.75250 0.25076 13.00926
0.01100 9.75250 0.24932 13.00926
0.01100 9.75250 0.24932 13.01913
0.01100 9.75250 0.25538 13.00292
0.01100 9.75250 0.25538 13.00291
0.01100 9.75250 0.24818 13.00728
0.01100 9.75250 0.25307 13.01200
0.01100 9.75250 0.25173 13.01960
0.01100 9.75250 0.25242 13.00621
0.01100 9.75250 0.25192 13.00543
0.01100 9.75250 0.24702 13.00943
0.01100 9.75250 0.24821 13.00943
0.01100 9.75250 0.24910 13.01061
0.01100 9.75250 0.24910 13.00059
0.01100 9.75250 0.24910 13.00742
0.01100 9.75250 0.25182 13.00742
0.01100 9.75250 0.25517 13.00796
0.01100 9.75250 0.25253 13.00462
0.01100 9.75250 0.25253 13.00462
0.01100 9.75250 0.24966 13.00067
0.01100 9.75250 0.25018 13.00148
0.01100 9.75250 0.25078 13.00330
0.01100 9.75250 0.25078 13.00331
0.01100 9.75250 0.24919 13.02621
0.01100 9.75250 0.25411 13.01453
0.01100 9.75250 0.25411 13.03710
0.01100 9.75250 0.24564 13.00186
0.01100 9.75250 0.25051 13.00210
0.01100 9.75250 0.24590 13.01122
0.01100 9.75250 0.24867 13.00337
0.01100 9.75250 0.25164 13.00293
0.01100 9.75250 0.25231 13.00494
0.01100 9.75250 0.25231 13.00311
0.01100 9.75250 0.25038 13.00776
0.01100 9.75250 0.25035 13.00392
0.01100 9.75250 0.25035 13.00060
0.01100 9.75250 0.25629 13.01116
0.01100 9.75250 0.25213 13.00422
0.01100 9.75250 0.25213 13.00422
0.01100 9.75250 0.25213 13.00422
0.01100 9.75250 0.25188 13.00265
0.01100 9.75250 0.25065 13.00265
0.01100 9.75250 0.25025 13.00265
0.01100 9.75250 0.25047 13.00265
0.01100 9.75250 0.25289 13.00223
0.01100 9.75250 0.25218 13.00114
0.01100 9.75250 0.25383 13.01014
0.01100 9.75250 0.24923 13.01014
0.01100 9.75250 0.24923 13.00446
0.01100 9.75250 0.24923 13.03712
0.01100 9.75250 0.24923 13.01278
0.01100 9.75250 0.25007 13.01411
0.01100 9.75250 0.25148 13.00145
0.01100 9.75250 0.25198 13.00297
0.01100 9.75250 0.25067 13.00361
0.01100 9.75250 0.25045 13.01079
0.01100 9.75250 0.24728 13.00837
0.01100 9.75250 0.24710 13.00837
0.01100 9.75250 0.24710 13.00837
0.01100 9.75250 0.24949 13.00036
0.01100 9.75250 0.25139 13.02236
0.01100 9.75250 0.24842 13.00516
0.01100 9.75250 0.24836 13.02105
0.01100 9.75250 0.25061 13.00243
0.01100 9.75250 0.24729 13.00790
0.01100 9.75250 0.24736 13.00790
0.01100 9.75250 0.24523 13.00558
0.01100 9.75250 0.25400 13.00603
0.01100 9.75250 0.25059 13.01357
0.01100 9.75250 0.24940 13.00399
0.01100 9.75250 0.24978 13.01167
0.01100 9.75250 0.25206 13.01167
0.01100 9.75250 0.25198 13.00420
0.01100 9.75250 0.25198 13.00392
0.01100 9.75250 0.25095 13.00014
0.01100 9.75250 0.25473 13.00038
0.01100 9.69250 0.24704 13.00038
0.01100 9.62500 0.31059 13.00440
0.01100 9.75250 0.24366 13.00440
0.01100 9.75250 0.25147 13.01310
0.01100 9.75250 0.25147 13.00206
0.01100 9.75250 0.25147 13.00277
0.01100 9.75250 0.25147 13.00121
0.01100 9.75250 0.25223 13.00121
0.01100 9.75250 0.25223 13.01188
0.01100 9.75250 0.25224 13.00474
0.01100 9.75250 0.25224 13.00036
0.01100 9.75250 0.25471 13.00687
0.01100 9.75250 0.25469 13.00079
0.01100 9.75250 0.25469 13.00079
0.01100 9.75250 0.25010 13.00064
0.01100 9.75250 0.25162 13.00064
0.01100 9.75250 0.25193 13.00064
0.01100 9.75250 0.25193 13.00082
0.01100 9.75250 0.25193 13.00223
0.01100 9.75250 0.25193 13.00223
0.01100 9.75250 0.24996 13.00253
0.01100 9.75250 0.25136 13.01305
0.01100 9.75250 0.24634 13.01349
0.01100 9.75250 0.24866 13.02518
0.01100 9.75250 0.24866 13.04102
0.01100 9.75250 0.25527 13.00219
0.01100 9.75250 0.24640 13.00219
0.01100 9.75250 0.25244 13.00439
0.01100 9.75250 0.25213 13.00366
0.01100 9.75250 0.24996 13.01200
0.01100 9.75250 0.24996 13.00016
0.01100 9.75250 0.24996 13.00688
0.01100 9.75250 0.24910 13.00105
0.01100 9.75250 0.25082 13.01208
0.01100 9.75250 0.25082 13.00692
0.01100 9.75250 0.25082 13.01371
0.01100 9.75250 0.25082 13.02851
0.01100 9.75250 0.25082 13.00044
0.01100 9.75250 0.25082 13.00044
0.01100 9.75250 0.24921 13.00212
0.00900 9.75250 0.24968 13.00016
0.01100 9.75250 0.24785 13.00016
0.01100 9.75250 0.24785 13.00211
0.01100 9.75250 0.25284 13.00488
0.01100 9.75250 0.25284 13.00384
0.01100 9.75250 0.24680 13.00796
0.01100 9.75250 0.24721 13.01042
0.01100 9.75250 0.24721 13.01042
0.01100 9.75250 0.24804 13.01042
0.01100 9.75250 0.25227 13.02435
0.01100 9.75250 0.25227 13.01464
0.01100 9.75250 0.24983 13.01404
0.01100 9.75250 0.24983 13.00323
0.01100 9.75250 0.25026 13.00407
0.01100 9.75250 0.25144 13.00407
0.01100 9.75250 0.25144 13.00407
0.01100 9.75250 0.25144 13.00247
0.01100 9.75250 0.25007 13.00311
0.01100 9.75250 0.24899 13.00311
0.01100 9.75250 0.24899 13.01465
0.01100 9.75250 0.24899 13.01008
0.01100 9.75250 0.24907 13.00995
0.01100 9.75250 0.25036 13.00995
0.01100 9.75250 0.24994 13.00995
0.01100 9.75250 0.24994 13.01842
0.01100 9.75250 0.24994 13.01030
0.01100 9.75250 0.25456 13.01139
0.01100 9.62500 0.29828 13.00495
0.01100 9.62500 0.30673 13.00343
0.01100 9.75250 0.24671 13.00367
0.01100 9.75250 0.24921 13.00375
0.01100 9.75250 0.25033 13.00375
0.01100 9.75250 0.25045 13.00872
0.01100 9.75250 0.25567 13.00904
0.01100 9.75250 0.24492 13.00396
0.01100 9.75250 0.25143 13.00857
0.01100 9.75250 0.24395 13.00857
0.01100 9.75250 0.24395 13.01032
0.01100 9.75250 0.25751 13.02115
0.01100 9.75250 0.25112 13.01463
0.01100 9.75250 0.25254 13.00897
0.01100 9.75250 0.24986 13.00258
0.01100 9.75250 0.24842 13.00258
0.01100 9.75250 0.24779 13.00048
0.01100 9.75250 0.25015 13.00044
0.01100 9.75250 0.25098 13.00154
0.01100 9.75250 0.25113 13.00031
0.01100 9.75250 0.25374 13.00430
0.01100 9.75250 0.25374 13.00522
0.01100 9.75250 0.25153 13.00044
0.01100 9.75250 0.25153 13.01236
0.01100 9.75250 0.24830 13.00002
0.01100 9.75250 0.25174 13.00094
0.01100 9.75250 0.25174 13.01404
0.01100 9.75250 0.24910 13.00098
0.01100 9.75250 0.24899 13.02840
0.01100 9.75250 0.25088 13.00219
0.01100 9.75250 0.25302 13.00658
0.01100 9.75250 0.24165 13.00604
0.01100 9.75250 0.24663 13.00149
0.01100 9.75250 0.25109 13.00969
0.01100 9.75250 0.24966 13.00604
0.01100 9.75250 0.25089 13.00210
0.01100 9.75250 0.25099 13.00017
0.01100 9.75250 0.25099 13.00305
0.01100 9.75250 0.25099 13.00305
0.01100 9.75250 0.25097 13.00318
0.01100 9.75250 0.25262 13.00654
0.01100 9.75250 0.25262 13.00020
0.01100 9.75250 0.24777 13.00464
0.01100 9.75250 0.24809 13.00341
0.01100 9.75250 0.24570 13.00511
0.01100 9.75250 0.25550 13.00552
0.01100 9.75250 0.25178 13.00986
0.01100 9.75250 0.25224 13.00827
0.01100 9.75250 0.25052 13.00581
0.01100 9.75250 0.24902 13.00794
0.01100 9.75250 0.24612 13.01033
0.01100 9.75250 0.24971 13.00520
0.01100 9.75250 0.25180 13.00520
0.00900 9.75250 0.25135 13.03677
0.01100 9.75250 0.25250 13.00943
0.01100 9.75250 0.25176 13.00339
0.01100 9.75250 0.24783 13.00259
0.01100 9.75250 0.25218 13.00288
0.01100 9.75250 0.25046 13.00186
0.01100 9.75250 0.25046 13.00184
0.01100 9.75250 0.25046 13.00052
0.01100 9.75250 0.25195 13.03150
0.01100 9.75250 0.25195 13.04873
0.01100 9.75250 0.25149 13.01050
0.01100 9.75250 0.25183 13.00984
0.01100 9.75250 0.25087 13.02358
0.01100 9.75250 0.24769 13.01867
0.01100 9.75250 0.25191 13.01050
0.01100 9.75250 0.25191 13.00233
0.01100 9.75250 0.25201 13.00233
0.01100 9.75250 0.25215 13.00976
0.01100 9.75250 0.25115 13.03182
0.01100 9.75250 0.25053 13.02287
0.01100 9.75250 0.24806 13.02287
0.01100 9.75250 0.25141 13.00389
0.01100 9.75250 0.25026 13.00389
0.01100 9.75250 0.25026 13.00114
0.01100 9.75250 0.24745 13.00741
0.01100 9.75250 0.25454 13.00049
0.01100 9.75250 0.25077 13.00049
0.01100 9.75250 0.25077 13.00344
0.01100 9.75250 0.25204 13.01807
0.01100 9.75250 0.25204 13.03500
0.01100 9.75250 0.25023 13.00207
0.01100 9.75250 0.25023 13.01407
0.01100 9.75250 0.24833 13.00997
0.01100 9.75250 0.24668 13.00997
0.01100 9.75250 0.25723 13.00997
0.01100 9.62500 0.30370 13.00997
0.01100 9.75250 0.25203 13.02538
0.01100 9.75250 0.25062 13.00259
0.01100 9.75250 0.25043 13.00838
0.01100 9.75250 0.25043 13.00022
0.01100 9.75250 0.25161 13.00835
0.01100 9.75250 0.24790 13.00343
0.01100 9.75250 0.24923 13.00376
0.01100 9.75250 0.25182 13.00376
0.01100 9.75250 0.25230 13.00458
0.01100 9.75250 0.25155 13.00710
0.01100 9.75250 0.25011 13.01431
0.01100 9.75250 0.25007 13.00727
0.01100 9.75250 0.25007 13.02364
0.01100 9.75250 0.25007 13.02291
0.01100 9.75250 0.25042 13.01251
0.01100 9.75250 0.25042 13.01251
0.01100 9.75250 0.25133 13.02356
0.01100 9.75250 0.24885 13.02909
0.00900 9.75250 0.24885 13.02469
0.01100 9.75250 0.25047 13.00086
0.01100 9.75250 0.25005 13.00086
0.01100 9.75250 0.25099 13.00125
0.01100 9.75250 0.25099 13.00125
0.01100 9.75250 0.25070 13.00600
0.01100 9.75250 0.25070 13.00842
0.01100 9.75250 0.25048 13.01311
0.01100 9.75250 0.24577 13.00727
0.01100 9.75250 0.24557 13.00140
0.01100 9.75250 0.24805 13.00140
0.01100 9.75250 0.25427 13.00387
0.01100 9.75250 0.24998 13.00387
0.01100 9.75250 0.24050 13.00901
0.01100 9.75250 0.25412 13.00782
0.01100 9.75250 0.25087 13.00642
0.01100 9.75250 0.25221 13.00535
0.01100 9.75250 0.24834 13.02850
0.01100 9.75250 0.24834 13.00786
0.01100 9.75250 0.24978 13.00586
0.01100 9.62500 0.30735 13.00049
0.01100 9.75250 0.25214 13.00336
0.01100 9.75250 0.25214 13.00922
0.01100 9.75250 0.25214 13.00189
0.01100 9.75250 0.24966 13.00258
0.01100 9.75250 0.24966 13.00075
0.01100 9.75250 0.25167 13.00075
0.01100 9.75250 0.25167 13.00075
0.01100 9.75250 0.25167 13.00075
0.01100 9.75250 0.25167 13.00814
0.01100 9.75250 0.25167 13.01129
0.01100 9.75250 0.25167 13.00172
0.01100 9.75250 0.24670 13.01120
0.01100 9.75250 0.25211 13.00702
0.01100 9.75250 0.25058 13.00702
0.01100 9.75250 0.25058 13.00312
0.01100 9.62500 0.31160 13.00671
0.01100 9.75250 0.25636 13.00671
0.01100 9.75250 0.24751 13.00800
0.01100 9.75250 0.24858 13.00448
0.01100 9.75250 0.24862 13.00312
0.01100 9.75250 0.24862 13.00312
0.01100 9.75250 0.24724 13.00816
0.01100 9.75250 0.25056 13.00584
0.01100 9.75250 0.24980 13.00139
0.01100 9.75250 0.24919 13.00265
0.01100 9.75250 0.24813 13.00265
0.01100 9.75250 0.24714 13.00265
0.01100 9.75250 0.24931 13.00237
0.01100 9.75250 0.25142 13.00237
0.01100 9.75250 0.25142 13.00237
0.01100 9.75250 0.25142 13.00237
0.01500 9.75250 0.25142 13.00169
0.01100 9.75250 0.24959 13.00939
0.01100 9.75250 0.24959 13.00311
0.01100 9.75250 0.24959 13.00311
0.01100 9.75250 0.24919 13.00685
0.01100 9.75250 0.24377 13.00685
0.01100 9.75250 0.24919 13.00584
0.01100 9.75250 0.24875 13.01385
0.01100 9.75250 0.24788 13.02638
0.01100 9.75250 0.24781 13.00735
0.01100 9.75250 0.25059 13.00238
0.01100 9.75250 0.25074 13.00179
0.01100 9.75250 0.25035 13.00179
0.01100 9.75250 0.25035 13.00781
0.01100 9.75250 0.25079 13.00781
0.01100 9.75250 0.25118 13.00781
0.01100 9.75250 0.25006 13.00301
0.01100 9.75250 0.25006 13.00265
0.01100 9.75250 0.24936 13.00583
0.01100 9.75250 0.24652 13.01835
0.01100 9.75250 0.25586 13.00347
0.01100 9.75250 0.25030 13.00347
0.01100 9.75250 0.25030 13.00877
0.01100 9.75250 0.25043 13.00443
0.01100 9.75250 0.25329 13.05225
0.01100 9.75250 0.25291 13.02139
0.01100 9.75250 0.25291 13.00583
0.01100 9.75250 0.25291 13.02612
0.01100 9.75250 0.25291 13.01275
0.01100 9.75250 0.25173 13.01275
0.01100 9.75250 0.25291 13.00932
0.01100 9.75250 0.25291 13.00878
0.01100 9.75250 0.25291 13.00284
0.01100 9.75250 0.25291 13.00284
0.01100 9.75250 0.25055 13.00652
0.01100 9.75250 0.25099 13.01402
0.01100 9.75250 0.25099 13.02322
0.01100 9.62500 0.31023 13.00721
0.01100 9.75250 0.24864 13.01969
0.01100 9.75250 0.25025 13.02566
0.01100 9.75250 0.24859 13.00666
0.01100 9.75250 0.25084 13.00047
0.01100 9.75250 0.25096 13.00382
0.01100 9.75250 0.25096 13.00425
0.01100 9.75250 0.24789 13.00423
0.01100 9.75250 0.24570 13.01729
0.01100 9.75250 0.24687 13.00700
0.01100 9.75250 0.24327 13.00700
0.01100 9.75250 0.25404 13.00336
0.01100 9.75250 0.25755 13.01419
0.01100 9.75250 0.25544 13.00523
0.01100 9.75250 0.24299 13.00596
0.01100 9.75250 0.24777 13.00896
0.01100 9.75250 0.24313 13.01025
0.01100 9.75250 0.25869 13.01025
0.01100 9.75250 0.24543 13.00584
0.01100 9.75250 0.25146 13.02139
0.00900 9.75250 0.25450 13.00345
0.01100 9.75250 0.25511 13.00345
0.00900 9.75250 0.24567 13.00345
0.01100 9.75250 0.24882 13.00345
0.01100 9.75250 0.25495 13.00345
0.01100 9.75250 0.25443 13.00331
0.01100 9.75250 0.25102 13.00028
0.01100 9.75250 0.25218 13.00212
0.01100 9.75250 0.25089 13.00212
0.01100 9.75250 0.25089 13.00510
0.01100 9.75250 0.25089 13.01003
0.01100 9.75250 0.25089 13.01003
0.01100 9.75250 0.24946 13.01003
0.01100 9.75250 0.25511 13.00666
0.01100 9.75250 0.24776 13.01005
0.01100 9.75250 0.25008 13.00761
0.01100 9.75250 0.24874 13.00237
0.01100 9.75250 0.24754 13.02628
0.01100 9.75250 0.24732 13.00074
0.01100 9.75250 0.25116 13.00367
0.01100 9.75250 0.24791 13.00452
0.01100 9.75250 0.25033 13.00077
0.01100 9.75250 0.25048 13.00077
0.01100 9.75250 0.25019 13.00417
0.01100 9.75250 0.25059 13.00199
0.01100 9.75250 0.25285 13.01026
0.01100 9.75250 0.25285 13.01075
0.01100 9.75250 0.25285 13.01483
0.01100 9.75250 0.24450 13.01115
0.01100 9.75250 0.24450 13.00943
0.01100 9.75250 0.25183 13.00701
0.01100 9.75250 0.25247 13.00308
0.01100 9.75250 0.25247 13.00070
0.01100 9.75250 0.25251 13.00951
0.01100 9.75250 0.25252 13.01623
0.01100 9.75250 0.25069 13.01078
0.01100 9.75250 0.25069 13.01078
0.01100 9.75250 0.25097 13.00206
0.00900 9.75250 0.25097 13.00206
0.01100 9.75250 0.24692 13.00523
0.01100 9.75250 0.25072 13.01278
0.01100 9.75250 0.24872 13.01024
0.01100 9.75250 0.24540 13.00348
0.01100 9.75250 0.24250 13.00348
0.01100 9.75250 0.25054 13.00348
0.01100 9.75250 0.25054 13.00348
0.01100 9.75250 0.25720 13.00348
0.01100 9.75250 0.25491 13.00348
0.01100 9.75250 0.25517 13.00370
0.01100 9.75250 0.25590 13.00320
0.01100 9.75250 0.25092 13.00329
0.01100 9.75250 0.24905 13.00719
0.01100 9.75250 0.24967 13.00018
0.01100 9.75250 0.24967 13.00018
0.01100 9.75250 0.24967 13.02329
0.01100 9.75250 0.25613 13.01848
0.01100 9.75250 0.24855 13.01848
0.01100 9.75250 0.25159 13.00984
0.01100 9.75250 0.25159 13.00371
0.01100 9.75250 0.25055 13.00511
0.01100 9.75250 0.24900 13.00005
0.01100 9.75250 0.24900 13.01311
0.01100 9.75250 0.25232 13.01567
0.01100 9.75250 0.25211 13.00814
0.01100 9.75250 0.25350 13.02130
0.01100 9.75250 0.25049 13.00667
0.01100 9.75250 0.25049 13.00019
0.01100 9.75250 0.25179 13.01451
0.01100 9.75250 0.25149 13.01451
0.01100 9.75250 0.25089 13.01664
0.01100 9.75250 0.25300 13.01333
0.01100 9.75250 0.25466 13.00019
0.01100 9.75250 0.25466 13.01277
0.01100 9.69250 0.24541 13.00338
0.01100 9.75250 0.24931 13.00338
0.01100 9.75250 0.25353 13.00338
0.01100 9.75250 0.24957 13.00338
0.01100 9.75250 0.24814 13.00393
0.01100 9.75250 0.24903 13.00393
0.01100 9.75250 0.24552 13.00393
0.01100 9.75250 0.24552 13.00400
0.01100 9.75250 0.25030 13.01084
0.01100 9.75250 0.24974 13.00107
0.01100 9.75250 0.24974 13.00107
0.01100 9.75250 0.24933 13.00122
0.01100 9.75250 0.25204 13.00122
0.01100 9.75250 0.25204 13.01614
0.01100 9.75250 0.25023 13.00094
0.01100 9.75250 0.25405 13.02107
0.01100 9.75250 0.24859 13.01614
0.01100 9.75250 0.24914 13.01614
0.01100 9.75250 0.24519 13.00971
0.01100 9.75250 0.25109 13.00415
0.01100 9.75250 0.25121 13.02665
0.01100 9.75250 0.25147 13.01054
0.01100 9.75250 0.25147 13.00991
0.01100 9.75250 0.25010 13.00170
0.01100 9.75250 0.25010 13.00320
0.01100 9.75250 0.25217 13.00206
0.01100 9.75250 0.25217 13.01244
0.01100 9.75250 0.25178 13.00635
0.01100 9.75250 0.24960 13.00831
0.01100 9.75250 0.25000 13.00167
0.01100 9.75250 0.25000 13.00167
0.01100 9.62500 0.29925 13.00069
0.01100 9.75250 0.25162 13.00924
0.01100 9.75250 0.25155 13.00766
0.01100 9.75250 0.25468 13.01308
0.01100 9.75250 0.25509 13.00974
0.01100 9.75250 0.25154 13.00533
0.01100 9.75250 0.25134 13.00249
0.01100 9.75250 0.25134 13.00249
0.01100 9.75250 0.24381 13.00214
0.00900 9.75250 0.25425 13.00842
0.01100 9.75250 0.24832 13.00842
0.01100 9.75250 0.25117 13.01131
0.01100 9.75250 0.25117 13.00432
0.01100 9.75250 0.24912 13.00432
0.01100 9.75250 0.25040 13.00159
0.01100 9.75250 0.25129 13.01948
0.01100 9.75250 0.25129 13.00041
0.01100 9.75250 0.24880 13.00041
0.01100 9.75250 0.25102 13.00917
0.00900 9.75250 0.25102 13.02259
0.01100 9.75250 0.25034 13.01694
0.01100 9.75250 0.24734 13.00286
0.01100 9.75250 0.24607 13.03836
0.01100 9.75250 0.24423 13.00476
0.01100 9.75250 0.24980 13.00030
0.01100 9.75250 0.24900 13.00352
0.01100 9.75250 0.24900 13.00236
0.00900 9.75250 0.25046 13.00236
0.01100 9.75250 0.24772 13.00443
0.01100 9.75250 0.24772 13.00160
0.01100 9.75250 0.24866 13.00458
0.01100 9.75250 0.24866 13.00124
0.01100 9.75250 0.24866 13.00591
0.01100 9.75250 0.24833 13.03166
0.01100 9.75250 0.24979 13.02097
0.01100 9.75250 0.24979 13.01788
0.01100 9.69250 0.25517 13.00662
0.01100 9.75250 0.25249 13.00160
0.01100 9.75250 0.24833 13.00188
0.01100 9.75250 0.24869 13.00089
0.01100 9.75250 0.24559 13.00712
0.01100 9.75250 0.25834 13.00320
0.01100 9.75250 0.24151 13.00296
0.01100 9.75250 0.24736 13.00296
0.01100 9.75250 0.24654 13.00296
0.01100 9.75250 0.25109 13.01832
0.01500 9.75250 0.25109 13.00759
0.01500 9.75250 0.25886 13.01165
0.01100 9.69250 0.24707 13.00448
0.01100 9.62500 0.29944 13.00470
0.01100 9.75250 0.24718 13.00902
0.00900 9.75250 0.25008 13.00902
0.01500 9.75250 0.24874 13.01064
0.01100 9.75250 0.24874 13.01264
0.01100 9.75250 0.25141 13.01264
0.01100 9.75250 0.24653 13.01269
0.01100 9.75250 0.24648 13.00328
0.01100 9.75250 0.25085 13.00852
0.01100 9.75250 0.24848 13.00029
0.01100 9.75250 0.25457 13.01277
0.01100 9.75250 0.24780 13.01178
