metal log(age) E_BV dm mass
0.01100 7.15000 0.98013 13.57086 350.00000
0.05900 7.10500 0.98013 13.72903 550.00000
0.05100 7.13500 0.98005 13.72903 350.00000
0.05100 7.13500 0.98866 13.67653 350.00000
0.05700 7.13500 0.98985 13.64354 350.00000
0.05700 7.13500 0.98985 13.79784 350.00000
0.01100 7.13500 0.98985 13.51265 350.00000
0.01100 7.18750 0.99327 13.53612 450.00000
0.01100 7.10500 0.99327 13.66330 600.00000
0.03300 7.10500 0.99333 13.83002 550.00000
0.01500 7.10500 0.99333 13.71017 550.00000
0.04500 7.12000 0.99563 13.71017 400.00000
0.04500 7.13500 0.99563 13.73127 350.00000
0.03900 7.14250 0.99563 13.54850 350.00000
0.05700 7.14250 0.98510 13.64387 350.00000
0.05700 7.02250 0.97259 13.74661 600.00000
0.05700 7.14250 0.97259 13.74661 350.00000
0.04300 7.13500 0.96135 13.90609 350.00000
0.04300 7.08250 0.94345 13.90609 600.00000
0.04700 7.13500 0.94345 13.71072 350.00000
0.04300 7.13500 0.99062 13.61242 350.00000
0.04300 7.13500 0.99062 13.50925 350.00000
0.05900 7.16500 0.96021 13.50925 500.00000
0.05900 7.15750 0.98811 13.50925 450.00000
0.05900 7.06000 0.95647 13.50873 300.00000
0.01900 7.11250 0.93716 13.50873 350.00000
0.01900 7.11250 0.98175 13.50873 350.00000
0.01900 7.13500 0.95508 13.56139 350.00000
0.03700 7.15000 0.98486 13.70585 550.00000
0.05100 7.03750 0.98486 13.80134 300.00000
0.01700 7.03750 0.98486 13.80134 300.00000
0.06000 7.02250 0.98489 13.80134 500.00000
0.01500 7.15000 0.99535 13.68447 350.00000
0.01500 7.12000 0.97537 13.65636 350.00000
0.01500 7.12000 0.99488 13.65636 350.00000
0.01500 7.12000 0.99488 13.65636 450.00000
0.01500 7.16500 0.99488 13.65636 450.00000
0.00700 7.09750 0.99488 13.65636 600.00000
0.05100 7.14250 0.99488 13.65636 350.00000
0.05900 7.16500 0.99488 13.65636 500.00000
0.01100 7.16500 0.99488 13.73077 500.00000
0.01100 7.08250 0.99488 13.63481 300.00000
0.03900 7.08250 0.99713 13.68859 300.00000
0.03900 7.08250 0.98954 13.68859 300.00000
0.04500 7.12750 0.99348 13.52821 350.00000
0.04500 7.12750 0.97709 13.72527 350.00000
0.04500 7.10500 0.98421 13.72527 550.00000
0.05500 7.10500 0.98421 13.72527 550.00000
0.00900 7.10500 0.99281 13.72527 550.00000
0.05900 7.12750 0.94998 13.80951 450.00000
0.05100 7.12750 0.99212 13.70665 450.00000
0.02500 7.14250 0.98659 13.77024 350.00000
0.04500 7.13500 0.96416 13.56157 350.00000
0.04500 7.12750 0.95534 13.74368 350.00000
0.05500 7.12750 0.97449 13.67916 350.00000
0.05500 7.03000 0.97635 13.67916 300.00000
