#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      19.0378 1.8577  0.4408  0.0034  0.0568  0.0088  1.2132   1.2126   0.4561   3.7651   4.0777   3.6297  
11      19.0915 1.9243  0.4502  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
12      19.0385 1.8695  0.4426  0.0034  0.0568  0.0088  1.2132   1.2126   0.4561   3.7651   4.0777   3.6297  
13      19.1281 1.9246  0.4498  0.0035  0.0589  0.0092  1.2018   1.2013   0.4209   3.7670   4.1167   3.7175  
14      19.0894 1.8892  0.4447  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
15      19.0892 1.8858  0.4442  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
16      19.1322 1.9928  0.4605  0.0035  0.0589  0.0092  1.2018   1.2013   0.4209   3.7670   4.1167   3.7175  
17      19.0929 1.9470  0.4537  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
18      19.2027 1.9308  0.4504  0.0036  0.0608  0.0097  1.1970   1.1965   0.3914   3.7663   4.1416   3.7914  
19      19.2440 1.9274  0.4504  0.0037  0.0619  0.0100  1.1944   1.1939   0.3753   3.7650   4.1515   3.8317  
110     19.1314 1.9792  0.4583  0.0035  0.0589  0.0092  1.2018   1.2013   0.4209   3.7670   4.1167   3.7175  
111     19.0952 1.9859  0.4598  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
112     19.1276 1.9162  0.4485  0.0035  0.0589  0.0092  1.2018   1.2013   0.4209   3.7670   4.1167   3.7175  
113     19.1255 1.8802  0.4428  0.0035  0.0589  0.0092  1.2018   1.2013   0.4209   3.7670   4.1167   3.7175  
114     19.0859 1.8297  0.4355  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
115     19.0908 1.9124  0.4483  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
116     19.0844 1.8049  0.4316  0.0034  0.0580  0.0090  1.2061   1.2056   0.4357   3.7664   4.1010   3.6806  
117     19.0561 2.1665  0.5233  0.0034  0.0573  0.0089  1.2721   1.2715   0.5058   3.6930   3.7608   3.5055  
118     18.8681 2.0560  0.4833  0.0032  0.0527  0.0079  1.2592   1.2585   0.5418   3.7377   3.8986   3.4156  
119     19.0437 1.9577  0.4562  0.0034  0.0568  0.0088  1.2132   1.2126   0.4561   3.7651   4.0777   3.6297  
120     15.4475 2.8950  0.7260  0.0018  0.0031  0.0047  1.3016   1.2986   2.1368   3.6033   1.7798   -0.5719 
121     18.8579 2.3835  0.5618  0.0031  0.0524  0.0078  1.2769   1.2762   0.5993   3.6851   3.6370   3.2715  
122     16.3836 2.5922  0.6360  0.0019  0.0121  0.0048  1.2993   1.2977   1.6720   3.6357   2.3741   0.5899  
123     16.2343 2.4705  0.6007  0.0019  0.0105  0.0048  1.3094   1.2715   1.6991   3.6515   2.4009   0.5221  
124     19.0904 2.3160  0.5420  0.0034  0.0579  0.0090  1.2694   1.2688   0.4867   3.7019   3.8142   3.5532  
125     18.8431 1.9844  0.4647  0.0031  0.0521  0.0078  1.2464   1.2458   0.5415   3.7546   3.9623   3.4159  
126     18.8318 2.0364  0.4748  0.0031  0.0519  0.0077  1.2534   1.2527   0.5502   3.7480   3.9296   3.3941  
127     16.2396 2.4841  0.6070  0.0019  0.0106  0.0048  1.3093   1.2714   1.6979   3.6515   2.4023   0.5252  
128     18.6157 2.4298  0.5723  0.0029  0.0470  0.0070  1.2809   1.2802   0.7024   3.6813   3.5197   3.0144  
129     18.8671 2.0388  0.4807  0.0032  0.0527  0.0079  1.2592   1.2585   0.5418   3.7377   3.8986   3.4156  
130     18.0388 2.3101  0.5600  0.0025  0.0359  0.0057  1.2881   1.2872   0.9410   3.6729   3.2504   2.4178  
131     16.2413 2.5372  0.6257  0.0019  0.0105  0.0048  1.3037   1.2666   1.7073   3.6470   2.3733   0.5016  
132     18.9334 1.9093  0.4508  0.0032  0.0543  0.0082  1.2296   1.2290   0.5006   3.7614   4.0245   3.5186  
133     16.2439 2.4855  0.6038  0.0019  0.0107  0.0048  1.3048   1.2675   1.7005   3.6484   2.3862   0.5190  
134     17.4981 2.4531  0.5908  0.0022  0.0267  0.0052  1.2926   1.2916   1.1757   3.6628   2.9766   1.8311  
135     16.8741 2.5030  0.6097  0.0020  0.0180  0.0049  1.2973   1.2960   1.4486   3.6491   2.6506   1.1487  
136     18.8430 1.9836  0.4646  0.0031  0.0521  0.0078  1.2464   1.2458   0.5415   3.7546   3.9623   3.4159  
137     16.2567 2.4789  0.6034  0.0019  0.0108  0.0048  1.3063   1.2688   1.6925   3.6502   2.4016   0.5385  
138     16.2593 2.4865  0.6074  0.0019  0.0108  0.0048  1.3076   1.2699   1.6905   3.6512   2.4080   0.5440  
139     18.8491 2.0852  0.4798  0.0031  0.0521  0.0078  1.2464   1.2458   0.5415   3.7546   3.9623   3.4159  
140     18.8377 1.9708  0.4673  0.0031  0.0521  0.0078  1.2565   1.2558   0.5486   3.7434   3.9136   3.3981  
141     17.8858 2.3411  0.5657  0.0024  0.0331  0.0055  1.2895   1.2886   1.0065   3.6703   3.1749   2.2542  
142     18.9002 2.1512  0.5005  0.0032  0.0534  0.0080  1.2616   1.2609   0.5344   3.7322   3.8851   3.4343  
143     18.8421 2.0436  0.4782  0.0031  0.0521  0.0078  1.2565   1.2558   0.5486   3.7434   3.9136   3.3981  
144     19.0556 2.1586  0.5220  0.0034  0.0573  0.0089  1.2721   1.2715   0.5058   3.6930   3.7608   3.5055  
145     16.2546 2.4743  0.6035  0.0019  0.0107  0.0048  1.3082   1.2704   1.6912   3.6514   2.4086   0.5422  
146     19.0794 2.2845  0.5352  0.0034  0.0576  0.0089  1.2686   1.2679   0.4871   3.7053   3.8271   3.5524  
147     18.9400 2.0200  0.4675  0.0032  0.0543  0.0082  1.2296   1.2290   0.5006   3.7614   4.0245   3.5186  
148     18.9285 1.8282  0.4385  0.0032  0.0543  0.0082  1.2296   1.2290   0.5006   3.7614   4.0245   3.5186  
149     19.0420 1.9281  0.4516  0.0034  0.0568  0.0088  1.2132   1.2126   0.4561   3.7651   4.0777   3.6297  
150     19.0761 2.2293  0.5266  0.0034  0.0576  0.0089  1.2686   1.2679   0.4871   3.7053   3.8271   3.5524  
151     18.8527 1.9416  0.4579  0.0031  0.0524  0.0078  1.2440   1.2433   0.5359   3.7559   3.9725   3.4299  
152     18.8531 2.3030  0.5498  0.0031  0.0524  0.0078  1.2769   1.2762   0.5993   3.6851   3.6370   3.2715  
153     18.7100 2.4206  0.5695  0.0030  0.0490  0.0073  1.2794   1.2787   0.6626   3.6826   3.5646   3.1134  
154     14.9216 3.3052  0.8708  0.0018  -0.0011 0.0047  1.3023   1.2973   2.4635   3.5764   1.3452   -1.3893 
155     18.9023 1.9934  0.4644  0.0032  0.0535  0.0080  1.2357   1.2351   0.5158   3.7593   4.0032   3.4804  
156     18.9022 1.9903  0.4639  0.0032  0.0535  0.0080  1.2357   1.2351   0.5158   3.7593   4.0032   3.4804  
157     18.8529 2.2991  0.5492  0.0031  0.0524  0.0078  1.2769   1.2762   0.5993   3.6851   3.6370   3.2715  
158     18.8685 2.0620  0.4842  0.0032  0.0527  0.0079  1.2592   1.2585   0.5418   3.7377   3.8986   3.4156  
159     18.2001 2.3414  0.5634  0.0026  0.0388  0.0060  1.2863   1.2856   0.8741   3.6754   3.3267   2.5852  
160     18.8438 2.0730  0.4825  0.0031  0.0521  0.0078  1.2565   1.2558   0.5486   3.7434   3.9136   3.3981  
161     18.3091 2.3627  0.5655  0.0026  0.0408  0.0062  1.2851   1.2843   0.8288   3.6770   3.3781   2.6984  
162     18.8330 2.0562  0.4777  0.0031  0.0519  0.0077  1.2534   1.2527   0.5502   3.7480   3.9296   3.3941  
163     18.9376 1.9794  0.4614  0.0032  0.0543  0.0082  1.2296   1.2290   0.5006   3.7614   4.0245   3.5186  
164     16.9505 2.4760  0.6019  0.0020  0.0190  0.0049  1.2963   1.2950   1.4139   3.6508   2.6916   1.2352  
165     16.2524 2.4817  0.6036  0.0019  0.0107  0.0048  1.3058   1.2684   1.6948   3.6496   2.3969   0.5330  
166     19.0346 2.0862  0.5006  0.0034  0.0568  0.0087  1.2671   1.2664   0.4947   3.7117   3.8448   3.5338  
