metal log(age) E_BV dm mass
0.03700 9.63200 0.87140 13.20216 9100.00000
0.03700 9.80500 0.87140 13.20216 7300.00000
0.01500 9.70000 0.87140 12.89129 1100.00000
0.04900 9.69200 0.87140 13.67097 7700.00000
0.04100 9.69200 0.87140 13.13959 7700.00000
0.03500 9.69200 0.87140 13.55384 7700.00000
0.03900 9.64700 0.87140 13.83084 9900.00000
0.03900 9.72200 0.87140 13.83084 5200.00000
0.02100 9.68500 0.87140 13.83084 8600.00000
0.02100 9.68500 0.88127 13.15905 5500.00000
0.02100 9.68500 0.87803 13.17921 6800.00000
0.02100 9.74500 0.87472 13.12677 1100.00000
0.03900 9.70700 0.87472 13.12677 7700.00000
0.01500 9.70700 0.86934 13.21960 7700.00000
0.04100 9.70700 0.86934 13.27012 7700.00000
0.04100 9.69200 0.87433 13.17352 9300.00000
0.04300 9.69200 0.88011 13.50960 9300.00000
0.04900 9.72200 0.88011 13.21960 7000.00000
0.04300 9.72200 0.86813 13.21960 6700.00000
0.04300 9.72200 0.87564 12.98314 9300.00000
0.04300 9.64700 0.87889 12.98314 4700.00000
0.04300 9.64700 0.87864 12.98314 5500.00000
0.04100 9.66200 0.87240 13.60547 6500.00000
0.04100 9.80500 0.87240 13.60547 7300.00000
0.05300 9.80500 0.87240 13.60547 9100.00000
0.04500 9.73700 0.87240 13.17999 9100.00000
0.03700 9.67000 0.87240 13.38930 8400.00000
0.04500 9.75200 0.87240 13.57640 8400.00000
0.04500 9.62500 0.87786 13.57640 8400.00000
0.02900 9.70700 0.87786 13.57640 9100.00000
0.02900 9.70700 0.87786 13.21698 9100.00000
0.04300 9.85700 0.86383 13.29409 9100.00000
0.01700 9.72200 0.88011 13.29832 9100.00000
0.01700 9.69200 0.86882 13.29832 1100.00000
0.01700 9.69200 0.86913 12.88745 1100.00000
0.02900 9.73000 1.02356 13.54531 4300.00000
0.03700 9.85700 0.87497 13.18946 8700.00000
0.04100 9.74500 0.86954 13.17136 8700.00000
0.04100 9.74500 0.88336 12.89129 4300.00000
0.04100 9.74500 0.85795 13.21071 4300.00000
0.04100 9.69200 0.86903 13.13480 5300.00000
0.04100 9.69200 0.87456 13.13480 9200.00000
0.04100 9.69200 0.82617 13.13962 9200.00000
0.04300 9.67700 0.82617 13.13962 9200.00000
0.04500 9.69200 0.87245 12.89753 4500.00000
0.04700 9.69200 0.85168 13.36084 8500.00000
0.04700 9.69200 0.85168 13.36084 1100.00000
0.03900 9.69200 0.96165 13.59731 1100.00000
0.03900 9.69200 0.97339 13.59731 1100.00000
0.03900 9.69200 0.97339 13.27432 1100.00000
0.03900 9.69200 0.86549 12.99206 7700.00000
0.04500 9.69200 0.86549 12.99206 5600.00000
0.04300 9.69200 0.86549 13.22300 5600.00000
0.04300 9.70700 0.87545 13.31646 5600.00000
0.04300 9.70700 0.87545 13.18149 5600.00000
0.04300 9.70700 0.88299 13.09069 8800.00000
0.03900 9.70000 0.88299 13.05485 6500.00000
0.04900 9.73700 0.88299 13.05485 6500.00000
0.03100 9.75200 0.88299 13.35262 7200.00000
0.05700 9.75200 0.88299 13.17226 6600.00000
0.03900 9.75200 0.85245 13.49098 7000.00000
0.04100 9.72200 0.85245 13.18407 7000.00000
0.04100 9.69200 0.85245 13.05075 7000.00000
0.04100 9.55700 0.87087 13.05075 8700.00000
0.04100 9.67000 0.84518 12.09917 6400.00000
0.04100 9.67000 0.86308 13.17366 6400.00000
0.04300 9.67000 0.86308 13.10946 4300.00000
0.04100 9.67000 0.86308 13.10946 4300.00000
0.01700 9.80500 0.87438 13.10946 7600.00000
0.01700 9.75200 0.86290 12.89129 7600.00000
0.04500 9.75200 0.88296 13.09158 7600.00000
0.04700 9.75200 0.97104 13.13962 7600.00000
0.04700 9.75200 0.99549 13.01794 9500.00000
0.04300 9.70700 1.00730 13.15934 7200.00000
0.04100 9.70700 1.00730 13.15934 5700.00000
0.03900 9.70700 0.87632 13.15934 7200.00000
0.04700 9.66200 0.87632 13.08717 8300.00000
0.04500 9.66200 0.84505 13.08717 1100.00000
0.04500 9.66200 0.86827 13.26422 5900.00000
0.04300 9.72200 0.96019 13.26422 9000.00000
0.04300 9.72200 0.87166 13.13962 9900.00000
0.04300 9.72200 0.87166 13.13962 8700.00000
0.03300 9.72200 0.87527 13.13962 6700.00000
0.04500 9.72200 0.87587 13.82408 8600.00000
0.04500 9.72200 0.87156 13.20456 9700.00000
0.04500 9.77500 0.85685 13.20456 9600.00000
0.01900 9.77500 0.85685 13.18734 8300.00000
0.01300 9.69200 0.85685 13.18734 8300.00000
0.04300 9.69200 0.85758 13.48153 9000.00000
0.04300 9.69200 0.86934 13.11867 9100.00000
0.04300 9.69200 0.98279 13.11867 1500.00000
0.04300 9.69200 0.88456 13.26923 1500.00000
0.04100 9.68500 0.84071 13.15845 4500.00000
0.03900 9.82000 0.87943 13.17575 4500.00000
0.04500 9.71500 0.87436 13.16221 10000.00000
0.04100 9.62500 0.87436 13.16221 10000.00000
0.04100 9.52000 0.87436 13.10786 9200.00000
0.04100 9.76700 0.87785 13.18122 8300.00000
0.04500 9.80500 0.87785 13.60547 7600.00000
0.04500 9.70700 0.87785 13.22157 8700.00000
0.05700 9.70000 0.87785 13.22157 8400.00000
0.03900 9.68500 0.88319 13.82408 4800.00000
0.04500 9.68500 0.87688 13.82408 9700.00000
0.04500 9.70000 0.88792 13.26548 9700.00000
0.04500 9.76700 0.88792 13.79234 9700.00000
0.04500 9.69200 0.85728 13.10946 5400.00000
0.04500 9.69200 1.02647 13.03737 8700.00000
0.04100 9.76000 0.87379 13.03737 8700.00000
0.04300 9.68500 0.85859 13.03737 8700.00000
0.04100 9.56500 0.87047 13.03737 6900.00000
0.03900 9.56500 0.97320 13.03737 7200.00000
0.04700 9.72200 0.85161 13.24461 7200.00000
0.04700 9.71500 0.85161 13.24461 9100.00000
0.04100 9.71500 0.87176 13.74144 9100.00000
0.04100 9.69200 0.86946 13.74144 9100.00000
0.04500 9.72200 0.84477 13.38930 7700.00000
0.04500 9.72200 0.85685 13.11645 7700.00000
0.04500 9.72200 0.86740 13.52546 7700.00000
0.04500 9.72200 0.85862 13.80420 9000.00000
0.04100 9.72200 0.85862 13.15533 8700.00000
0.04300 9.72200 0.85728 13.80830 4400.00000
0.04300 9.68500 0.88229 13.18336 5300.00000
0.04100 9.71500 0.86529 13.10813 9000.00000
0.03700 9.71500 0.88592 13.14522 8500.00000
0.03700 9.74500 0.87267 13.09768 8500.00000
0.03700 9.70000 0.87436 13.18359 5500.00000
0.04100 9.77500 0.87436 13.18398 6500.00000
0.03700 9.72200 0.82638 13.18398 6400.00000
0.04500 9.72200 0.85812 13.18398 6400.00000
0.05100 9.72200 0.87707 13.18398 6400.00000
0.04300 9.72200 0.86794 13.18398 6400.00000
0.04300 9.70700 0.88049 13.18398 7100.00000
0.04500 9.69200 0.87156 13.18398 9000.00000
0.04300 9.69200 0.86762 13.74144 8700.00000
0.05300 9.72200 0.88324 13.12756 5500.00000
0.05300 9.72200 0.95184 13.12754 5500.00000
0.05300 9.72200 0.86970 13.85685 8700.00000
0.03900 9.65500 0.86378 13.17274 7300.00000
0.03900 9.70700 0.86378 13.17433 8100.00000
0.03900 9.82700 0.86378 13.17531 8300.00000
0.03900 9.71500 0.86378 12.88443 9200.00000
0.04100 9.71500 0.87249 13.15266 6200.00000
0.04100 9.79700 0.87249 13.15266 7700.00000
0.03900 9.79700 0.87777 13.29287 8400.00000
0.04500 9.70700 0.88030 13.29287 9900.00000
0.04500 9.73700 0.88030 13.29287 8800.00000
0.04500 9.73000 0.87084 13.29287 5000.00000
0.04100 9.78200 0.86051 13.11635 5500.00000
0.04900 9.72200 0.86809 13.15266 4600.00000
0.04900 9.75200 0.86809 13.15266 4600.00000
0.04900 9.67700 0.84922 13.15266 4600.00000
0.04100 9.70700 0.85608 13.15266 9300.00000
0.03900 9.72200 0.85608 13.15266 9300.00000
0.06000 9.69200 0.87071 12.98062 9300.00000
0.05900 9.69200 0.88367 12.98062 9300.00000
0.05900 9.62500 0.88367 12.98062 9300.00000
0.05900 9.74500 0.87958 12.98062 9700.00000
0.04100 9.74500 0.87724 12.98062 8900.00000
0.04500 9.77500 0.88101 12.98062 7300.00000
0.04100 9.73000 0.88101 12.98062 7300.00000
0.04700 9.73700 0.88101 13.38165 7300.00000
0.04300 9.73700 0.87176 13.29035 7200.00000
0.04300 9.72200 0.87969 13.61062 9400.00000
0.04300 9.72200 0.88135 13.14793 9400.00000
0.01700 9.72200 0.88044 13.14793 9400.00000
0.01700 9.75200 0.88044 13.12754 4000.00000
0.01700 9.75200 0.85728 12.89027 4000.00000
0.04100 9.75200 0.88380 12.88511 7200.00000
0.04300 9.75200 0.86966 13.39002 7200.00000
0.03900 9.70700 0.86966 13.39002 3500.00000
0.04500 9.70700 0.86966 13.39002 4300.00000
0.04100 9.69200 0.84082 13.29610 9800.00000
0.04100 9.67700 0.96264 12.08812 6400.00000
0.04100 9.69200 0.88229 12.08812 4300.00000
0.04100 9.70700 0.88452 13.35462 7500.00000
0.04100 9.70700 0.87651 13.29610 7500.00000
0.04100 9.70700 0.84903 13.32426 7500.00000
0.04100 9.67000 0.88282 13.30134 7600.00000
0.04100 9.67000 0.88282 12.89027 7600.00000
0.04300 9.67000 0.88282 12.89027 7600.00000
0.04100 9.67000 0.98836 13.80378 7600.00000
0.03700 9.69200 0.98836 12.13142 6500.00000
0.03700 9.69200 0.82690 12.94424 6500.00000
0.04100 9.69200 0.83570 13.25705 6500.00000
0.01100 9.69200 0.86851 13.11720 9100.00000
0.05300 9.78200 0.86879 13.11720 9100.00000
0.04900 9.78200 0.87100 13.28486 9100.00000
0.04100 9.63200 0.88044 13.19487 8600.00000
0.04100 9.63200 0.87176 13.18839 8600.00000
0.04100 9.63200 0.87176 13.18839 8600.00000
0.03900 9.69200 0.87682 13.28845 9600.00000
0.03900 9.69200 0.87644 13.69123 8700.00000
0.05500 9.69200 0.87641 13.69123 9100.00000
0.04500 9.69200 0.88719 13.15938 9000.00000
0.04500 9.64700 0.88719 13.15938 6500.00000
0.04500 9.85700 0.87308 13.21667 7200.00000
0.04500 9.70700 0.86117 13.21667 7200.00000
0.04500 9.76000 0.88347 13.15804 7200.00000
0.04900 9.58000 0.88347 13.15804 7800.00000
0.04100 9.75200 0.88347 13.15804 7400.00000
0.03900 9.70000 0.88347 13.27702 9900.00000
0.04900 9.58000 0.88347 13.27702 8600.00000
0.04500 9.71500 0.88347 13.47667 8600.00000
0.03900 9.69200 0.87753 13.21644 9100.00000
0.03900 9.71500 0.88397 13.93311 9100.00000
0.04300 9.87200 0.88397 13.12268 6900.00000
0.04300 9.69200 0.88397 12.99239 6900.00000
0.04100 9.75200 0.88397 13.90222 9000.00000
0.04100 9.73000 0.88397 13.90222 6200.00000
0.04100 9.73000 0.88397 13.18613 6200.00000
0.04300 9.73000 0.88397 13.23876 8400.00000
0.03900 9.73000 0.88397 13.15322 9600.00000
0.04100 9.68500 0.88397 13.15322 6400.00000
0.04100 9.69200 0.84971 13.15322 6400.00000
0.04100 9.68500 0.86958 13.27600 6400.00000
0.04100 9.68500 0.84421 13.27600 4500.00000
0.04100 9.68500 0.98032 13.11720 7700.00000
0.05100 9.68500 0.98032 13.11720 7700.00000
0.05100 9.70700 0.84893 13.18754 7700.00000
0.04700 9.70700 0.84893 13.18754 7100.00000
0.04700 9.70700 0.87661 13.18754 5200.00000
0.04700 9.62500 0.86191 13.38969 4100.00000
0.04100 9.69200 0.88335 13.23064 7000.00000
0.04100 9.69200 0.86932 13.27696 8200.00000
0.04100 9.70000 1.02637 13.29680 8200.00000
0.04100 9.81200 1.02637 13.13914 5800.00000
0.04700 9.70000 0.87959 13.13914 7700.00000
0.04700 9.69200 1.01005 13.12506 7700.00000
0.04500 9.74500 0.84510 13.12506 8900.00000
0.04100 9.85700 0.85802 13.25669 9000.00000
0.04100 9.67700 0.97339 13.62386 9000.00000
0.04100 9.67700 0.97339 13.13914 9900.00000
0.03900 9.73700 0.86908 13.04649 8700.00000
0.04300 9.69200 0.86934 13.28845 8700.00000
0.03100 9.69200 0.87702 13.28845 8700.00000
0.03500 9.69200 0.86713 13.28845 5900.00000
0.03100 9.65500 0.96726 13.18524 4400.00000
0.04100 9.70700 0.96726 13.46368 9100.00000
0.04100 9.70700 0.86080 13.22105 6100.00000
0.04100 9.70700 0.87163 13.28845 6100.00000
0.04100 9.72200 0.96787 13.28845 6100.00000
0.04300 9.74500 0.87313 13.79265 8600.00000
0.04300 9.74500 0.84677 13.79265 8600.00000
0.04100 9.87200 0.85196 13.16168 8000.00000
0.04100 9.73000 0.84189 13.22472 6500.00000
0.04300 9.73000 0.87549 13.18648 6500.00000
0.03900 9.73000 0.87549 13.14679 6500.00000
0.03900 9.73000 0.85666 13.07278 8300.00000
0.03900 9.73000 0.85666 13.13269 8300.00000
0.04100 9.73000 0.86028 13.13269 6100.00000
0.04100 9.87200 0.84940 13.04649 8200.00000
0.04100 9.87200 0.84940 13.29286 4300.00000
0.02900 9.75200 0.87630 13.29286 8900.00000
0.04300 9.75200 0.87630 13.29286 9400.00000
0.04300 9.70000 0.87486 13.29286 9500.00000
0.04300 9.91000 0.87486 13.17418 9500.00000
0.04300 9.73700 0.87486 13.64905 9000.00000
0.03900 9.72200 0.84421 13.05234 6400.00000
0.03900 9.72200 0.84421 13.05234 4500.00000
0.03900 9.72200 0.86979 13.08148 9000.00000
0.03900 9.72200 0.88001 13.66517 9000.00000
0.03900 9.70700 0.87126 13.07769 8600.00000
0.03900 9.73000 0.86856 13.09003 6100.00000
0.04100 9.58000 0.97015 13.09003 6100.00000
0.04500 9.70700 0.87173 13.09003 6200.00000
0.01900 9.68500 0.87173 13.29286 7900.00000
0.04100 9.68500 0.87173 13.29286 4300.00000
0.04100 9.68500 0.84190 13.19955 4300.00000
0.04900 9.69200 0.87585 13.15839 4300.00000
0.04900 9.68500 0.86523 13.43160 4300.00000
0.01700 9.68500 0.83159 13.66288 4000.00000
0.04300 9.68500 0.83159 13.23412 7200.00000
0.04300 9.70700 0.85481 13.32437 7200.00000
0.03500 9.68500 0.87035 13.13532 9400.00000
0.01300 9.68500 0.87035 13.98926 9400.00000
0.05100 9.68500 0.84940 13.60010 7500.00000
0.04300 9.74500 0.96721 13.21458 8900.00000
0.02100 9.79700 0.87102 13.21458 7800.00000
0.04100 9.76700 0.87831 13.12369 9900.00000
0.03700 9.64700 0.85340 13.12369 4200.00000
0.03700 9.65500 0.87630 13.12272 9500.00000
0.03700 9.60200 0.86548 13.12272 9600.00000
0.03900 9.63200 0.86548 13.18406 4000.00000
0.03300 9.69200 0.86548 13.18681 8800.00000
0.04300 9.69200 0.86548 13.18681 8800.00000
0.04300 9.69200 0.86953 13.29793 9000.00000
0.04300 9.70700 0.86953 13.64905 6700.00000
0.04700 9.70700 0.86953 12.91640 6400.00000
0.04300 9.71500 0.98868 13.10898 6400.00000
0.04300 9.85700 0.86908 13.10898 6400.00000
0.05900 9.67700 0.85059 13.22083 6400.00000
0.05900 9.68500 0.85650 12.88112 8400.00000
0.05900 9.68500 0.88407 12.88112 8400.00000
0.05900 9.73700 0.88407 13.07376 8400.00000
0.05900 9.73700 0.87028 13.07376 6500.00000
0.05900 9.70700 0.87016 13.29286 6500.00000
0.05900 9.71500 0.87016 13.29286 8200.00000
0.05900 9.66200 0.87294 13.29286 8200.00000
0.04100 9.76700 0.87294 13.29286 8200.00000
0.04100 9.75200 0.98868 13.11439 8200.00000
0.04100 9.75200 0.98868 13.17395 8200.00000
0.04100 9.75200 0.98868 12.99948 9200.00000
0.04500 9.75200 0.98868 13.11599 4300.00000
0.04100 9.75200 0.87646 12.12123 4300.00000
0.03100 9.75200 0.87646 12.12123 4300.00000
