metal log(age) E_BV dm
0.00700 8.86000 0.33206 13.26029
0.03900 8.86000 0.08779 13.33632
0.02100 8.89000 0.20365 13.49702
0.04100 8.86000 0.14919 13.53013
0.00700 8.86000 0.33954 13.23866
0.00700 8.86000 0.33954 13.23866
0.00700 8.86000 0.33954 13.23866
0.00700 8.86000 0.33954 13.23866
0.00700 8.83750 0.33954 13.23866
0.04100 8.83750 0.13831 13.56264
0.02100 8.83750 0.15912 13.30765
0.02100 8.83750 0.15912 13.30765
0.04100 8.83750 0.13443 13.55315
0.04100 8.86000 0.15320 13.50695
0.00700 8.83750 0.33210 13.25927
0.00700 8.83750 0.33210 13.25927
0.00700 8.83750 0.33210 13.25927
0.04100 8.83750 0.15345 13.52212
0.02100 8.99500 0.21283 13.46403
0.04100 8.86000 0.13633 13.56813
0.04100 8.86000 0.14591 13.52161
0.04100 8.89000 0.14775 13.54057
0.04100 8.86000 0.13633 13.56813
0.04100 8.83750 0.15112 13.51560
0.00700 8.83750 0.34023 13.23741
0.00700 8.83750 0.33472 13.25478
0.04100 8.83750 0.15086 13.51474
0.00700 8.83750 0.33472 13.25478
0.04100 8.83750 0.14973 13.52316
0.00700 8.83750 0.33269 13.25542
0.00700 8.83750 0.33269 13.25542
0.00700 8.89750 0.33463 13.25042
0.00700 8.80750 0.33309 13.25644
0.00700 8.83750 0.33309 13.25644
0.00700 8.83750 0.33309 13.25644
0.00700 8.83750 0.32645 13.27100
0.00700 8.86000 0.32642 13.27105
0.04100 8.83750 0.14944 13.53626
0.04100 8.95750 0.13635 13.54471
0.04100 8.83750 0.14569 13.54586
0.01900 8.86000 0.15493 13.20476
0.01900 8.86000 0.15493 13.20476
0.04100 8.86000 0.16261 13.50030
0.04100 9.00250 0.16261 13.50030
0.01900 8.83750 0.32604 13.79056
0.00700 9.00250 0.32718 13.27160
0.02100 8.83750 0.22490 13.44121
0.02100 8.83750 0.16554 13.26081
0.00700 8.86000 0.34210 13.23399
0.00700 8.83750 0.34210 13.23399
0.00700 8.83750 0.33468 13.25150
0.04100 8.86000 0.15049 13.52685
0.04100 8.83750 0.15785 13.51422
0.04100 8.95750 0.14354 13.54253
0.04100 8.83750 0.14354 13.54253
0.04100 8.86000 0.14354 13.54253
0.04100 8.86000 0.14911 13.51002
0.00700 8.83750 0.34713 13.22241
0.00700 8.83750 0.34713 13.22241
0.00700 8.83750 0.34713 13.22241
0.00700 8.83750 0.34713 13.22241
0.00700 8.83750 0.34713 13.22241
0.04100 8.89000 0.14207 13.54627
0.00700 8.86000 0.33465 13.25163
0.00700 8.86000 0.33465 13.25163
0.00700 8.89000 0.33465 13.25163
0.00700 8.86000 0.33465 13.25163
0.00700 8.86000 0.33465 13.25163
0.00700 8.86000 0.33465 13.25163
0.04100 8.86000 0.15072 13.50539
0.04100 8.86000 0.15072 13.50539
0.04100 8.86000 0.14709 13.51693
0.00700 8.83750 0.33427 13.25471
0.00700 8.83750 0.33427 13.25471
0.04100 8.83750 0.15449 13.52207
0.00700 8.83750 0.33427 13.25471
0.00700 8.83750 0.33427 13.25471
0.00700 8.83750 0.33707 13.24635
0.00700 8.83750 0.33707 13.24635
0.02100 8.83750 0.20465 13.49532
0.04100 8.86000 0.13183 13.57453
0.04100 8.86000 0.13183 13.57453
0.02900 8.83750 0.19462 13.47552
0.02100 8.83750 0.21211 13.46811
0.00700 8.86000 0.34582 13.22070
0.00700 8.83750 0.34582 13.22070
0.02100 8.83750 0.20251 13.50217
0.04100 8.83750 0.13937 13.56023
0.04100 8.83750 0.13937 13.56023
0.04100 8.86000 0.14898 13.53634
0.04100 8.86000 0.14898 13.53634
0.00700 8.86000 0.32893 13.26889
0.00700 8.86000 0.32893 13.26889
0.00700 8.86000 0.32893 13.26889
0.04100 8.86000 0.13467 13.56652
0.03900 8.86000 0.07990 13.36197
0.03900 8.86000 0.08848 13.33793
0.02100 8.89000 0.22005 13.44413
0.05300 8.99500 0.08160 13.31750
0.00700 8.86000 0.32706 13.26877
0.04100 8.86000 0.14172 13.55431
0.00700 8.86000 0.32706 13.26877
0.00700 8.86000 0.32795 13.26645
0.04100 8.73250 0.15681 13.50700
0.04100 8.86000 0.15805 13.50446
0.04100 8.83750 0.14472 13.54039
0.04100 8.83750 0.15162 13.52825
0.00700 8.83750 0.33357 13.25712
0.04100 8.86000 0.15162 13.52817
0.04100 8.86000 0.15162 13.52817
0.04100 8.86000 0.13634 13.56589
0.04100 8.86000 0.13634 13.56589
0.04100 8.71750 0.13857 13.55402
0.04100 8.99500 0.14133 13.53045
0.02100 8.89000 0.15625 13.33663
0.04100 8.86000 0.14554 13.52531
0.03900 8.86000 0.09850 13.30104
0.00700 8.86000 0.32566 13.27382
0.00700 8.86000 0.32566 13.27382
0.04100 8.86000 0.14331 13.55047
0.00700 8.86000 0.32545 13.27448
0.04100 8.89000 0.14311 13.54556
0.00700 8.83750 0.33673 13.24425
0.00700 8.86000 0.33699 13.24387
0.00700 8.86000 0.33699 13.24387
0.02100 8.86000 0.20691 13.49160
0.04100 8.83750 0.13064 13.57415
0.02100 8.83750 0.15580 13.33392
0.01900 8.83750 0.15904 13.17599
0.04100 8.83750 0.14252 13.51683
0.03900 8.86000 0.08882 13.33397
0.04100 8.86000 0.13380 13.54637
0.04100 8.86000 0.13380 13.54637
0.02100 8.83750 0.20580 13.49512
0.03900 8.83750 0.08882 13.33397
0.00700 8.83750 0.33458 13.25536
0.04100 8.83750 0.14457 13.53587
0.04100 8.83750 0.13921 13.53663
0.04100 8.83750 0.14625 13.52365
0.04100 8.83750 0.14190 13.54479
0.05300 8.83750 0.07072 13.34824
0.04100 8.83750 0.14979 13.51940
0.04100 8.89000 0.14813 13.52045
0.00700 8.83750 0.33270 13.25975
0.04100 8.86000 0.15147 13.52726
0.00700 8.95750 0.32410 13.27668
0.04100 8.86000 0.15068 13.51817
0.01300 8.83750 0.32147 13.50214
0.00700 8.86000 0.33147 13.26008
0.00700 8.83750 0.33147 13.26008
0.00700 9.00250 0.33134 13.25994
0.00700 8.83750 0.33134 13.25994
0.00700 8.83750 0.33134 13.25994
0.00700 8.83750 0.33134 13.25994
0.04100 8.83750 0.14975 13.52937
0.04100 8.83750 0.14395 13.54683
0.00700 8.83750 0.32104 13.28519
0.00700 8.86000 0.32104 13.28519
0.04100 8.86000 0.13981 13.53065
0.00700 8.83750 0.33063 13.26162
0.00700 8.83750 0.33063 13.26162
0.02100 8.86000 0.17693 13.26761
0.04100 8.86000 0.13775 13.56340
0.01900 8.83750 0.16117 13.17540
0.02100 8.83750 0.20473 13.49134
0.00700 8.83750 0.33438 13.25531
0.00700 8.83750 0.33438 13.25531
0.00700 8.83750 0.33023 13.26007
0.00700 8.83750 0.33023 13.26007
0.00700 8.83750 0.34232 13.23406
0.00700 8.83750 0.31852 13.29241
0.04100 8.86000 0.15271 13.51857
0.04100 8.98000 0.15271 13.51857
0.04100 8.86000 0.15271 13.51857
0.04100 8.83750 0.14895 13.51378
0.04100 8.83750 0.14948 13.51036
0.04100 8.83750 0.14948 13.51036
0.04100 8.83750 0.13940 13.55927
0.00700 9.02500 0.32704 13.27022
0.00700 9.02500 0.32704 13.27022
0.00700 9.02500 0.33266 13.25551
0.00700 8.80750 0.33266 13.25551
0.00700 8.83750 0.33266 13.25551
0.00700 8.83750 0.32488 13.27573
0.00700 8.83750 0.32488 13.27573
0.00700 8.86000 0.32488 13.27573
0.00700 8.83750 0.33609 13.24732
0.00700 8.86000 0.33609 13.24732
0.00700 8.86000 0.33609 13.24732
0.00700 8.86000 0.33609 13.24732
0.00700 8.86000 0.33609 13.24732
0.00700 8.86000 0.33609 13.24732
0.00700 8.86000 0.33438 13.25531
0.00700 8.95750 0.33438 13.25531
0.00700 8.86000 0.33438 13.25531
0.02100 8.86000 0.15151 13.32487
0.04100 8.83750 0.12807 13.58776
0.04100 9.02500 0.13726 13.56530
0.00700 8.83750 0.33339 13.25801
0.00700 8.83750 0.33339 13.25801
0.00700 8.86000 0.33339 13.25801
0.00700 9.02500 0.33339 13.25801
0.00700 8.83750 0.33339 13.25801
0.00700 8.83750 0.33339 13.25801
0.00700 8.86000 0.33339 13.25801
0.00700 8.86000 0.33339 13.25801
0.04100 8.86000 0.14268 13.53461
0.04100 8.86000 0.14680 13.54278
0.04100 8.86000 0.14680 13.54278
0.04100 8.95750 0.14680 13.54278
0.02100 8.95750 0.20108 13.49631
0.04100 8.86000 0.14677 13.53802
0.04100 9.00250 0.14677 13.53802
0.04100 8.73250 0.14036 13.54112
0.04100 8.86000 0.14034 13.54129
0.05300 8.86000 0.07445 13.32144
0.01900 8.86000 0.15840 13.17763
0.04100 8.86000 0.15810 13.48096
0.04100 8.86000 0.15080 13.50963
0.04100 8.73250 0.15196 13.52300
0.05100 8.86000 0.14341 13.56517
0.04100 8.86000 0.15196 13.52300
0.04100 8.86000 0.15196 13.52300
0.04100 8.83750 0.15196 13.52300
0.05300 8.89000 0.07072 13.34824
0.05300 8.83750 0.07072 13.34824
0.05300 8.86000 0.07072 13.34824
0.04100 8.86000 0.13810 13.56426
0.04100 8.83750 0.13806 13.56028
0.04100 8.83750 0.13806 13.56028
0.04100 8.83750 0.13772 13.56101
0.01900 8.83750 0.15666 13.19286
0.00700 8.83750 0.33347 13.25311
0.00700 8.83750 0.33347 13.25311
0.00700 8.83750 0.33347 13.25311
0.00700 9.00250 0.33347 13.25311
0.04100 8.89000 0.14354 13.54024
0.04100 8.89000 0.14309 13.54062
0.03900 8.86000 0.09366 13.32616
0.04100 8.83750 0.15068 13.53092
0.04100 8.83750 0.14066 13.55093
0.04100 8.86000 0.13566 13.55422
0.04100 8.86000 0.15681 13.50063
0.05300 8.86000 0.08115 13.33572
0.03900 8.98000 0.08401 13.33665
0.03900 8.86000 0.08401 13.33665
0.04100 8.86000 0.15085 13.51369
0.04100 8.86000 0.15348 13.50618
0.00700 8.86000 0.32795 13.26645
0.04100 8.83750 0.14061 13.54979
0.01900 8.83750 0.15804 13.19556
0.04100 8.83750 0.14061 13.54979
0.04100 8.83750 0.15019 13.51451
0.04100 8.83750 0.15019 13.51451
0.01900 8.83750 0.15297 13.20535
0.01900 8.83750 0.15297 13.20535
0.02100 8.83750 0.15826 13.31079
0.04100 8.83750 0.14734 13.51463
0.04100 8.83750 0.14734 13.51463
0.05300 8.83750 0.06797 13.35592
0.04100 8.83750 0.15131 13.51200
0.00700 8.83750 0.33556 13.25126
0.00700 8.98000 0.32238 13.28096
0.00700 8.86000 0.34881 13.21212
0.00700 8.86000 0.34881 13.21212
0.04100 8.86000 0.14646 13.53325
0.00700 8.86000 0.33783 13.24432
0.01900 8.86000 0.16925 13.15533
0.04100 8.86000 0.16218 13.49518
0.05700 8.86000 0.06243 13.29269
0.01300 8.86000 0.31202 13.53349
0.00700 8.83750 0.32726 13.26875
0.00700 8.86000 0.35058 13.21131
0.04100 8.86000 0.13716 13.52668
0.00700 8.83750 0.32978 13.26434
0.00700 8.83750 0.33784 13.24181
0.00700 8.83750 0.33812 13.24070
0.00700 8.83750 0.33812 13.24070
0.00700 8.83750 0.32263 13.28575
0.05700 8.83750 0.05988 13.31382
0.04100 8.83750 0.14514 13.52966
0.04100 8.99500 0.14514 13.52966
0.00700 8.86000 0.32403 13.28228
0.04100 8.86000 0.15086 13.52629
0.00700 8.86000 0.34703 13.22025
0.00700 8.99500 0.34703 13.22025
0.04100 8.83750 0.15759 13.51509
0.04100 8.80750 0.15398 13.51873
0.04100 8.73250 0.15822 13.51189
0.04100 8.83750 0.13627 13.55734
0.04100 8.83750 0.13627 13.55734
0.00700 8.86000 0.34950 13.21152
0.00700 8.95750 0.34356 13.23036
0.00700 8.86000 0.34356 13.23036
0.01900 8.83750 0.15144 13.21135
0.04100 8.86000 0.15358 13.49971
0.01900 8.83750 0.16558 13.17696
0.04100 8.86000 0.13418 13.57453
0.04100 8.86000 0.14788 13.51716
0.04100 8.86000 0.14788 13.51716
0.02100 8.86000 0.16111 13.32334
0.04100 8.83750 0.14162 13.52624
0.04100 8.86000 0.14337 13.55146
0.04100 8.86000 0.14337 13.55146
0.04100 8.86000 0.14337 13.55146
0.04100 8.86000 0.14571 13.50288
0.02100 8.86000 0.15846 13.31224
0.04100 8.86000 0.13563 13.55788
0.04100 8.86000 0.13741 13.54973
0.04100 8.86000 0.13741 13.54973
0.04100 8.86000 0.13515 13.55863
0.04100 8.86000 0.15993 13.49016
0.04100 8.86000 0.15993 13.49016
0.04100 8.95750 0.14660 13.54195
0.04100 8.89000 0.14379 13.55062
0.00700 8.89000 0.32808 13.26843
0.00700 9.02500 0.32842 13.26753
0.04100 8.83750 0.14499 13.54417
0.04100 8.83750 0.14520 13.54488
0.04100 8.86000 0.14520 13.54488
0.03900 9.00250 0.08945 13.32700
0.01300 8.86000 0.31556 13.54333
0.00700 8.89000 0.33208 13.25800
0.00700 8.83750 0.33208 13.25800
0.00700 8.83750 0.33208 13.25800
0.04100 8.83750 0.13383 13.54982
0.00700 8.83750 0.35066 13.20828
0.04100 8.83750 0.13830 13.56365
0.00700 8.83750 0.33104 13.26362
0.00700 8.83750 0.33104 13.26362
0.00700 8.86000 0.32904 13.26403
0.04100 8.86000 0.14827 13.51597
0.00700 8.86000 0.34322 13.22790
0.00700 8.99500 0.34322 13.22790
0.04100 8.86000 0.13256 13.57983
0.04100 8.86000 0.13468 13.57183
0.02100 8.86000 0.15418 13.31960
0.00700 8.86000 0.34639 13.21958
0.00700 8.86000 0.34639 13.21958
0.00700 8.86000 0.34393 13.23112
0.00700 8.86000 0.34393 13.23112
0.00700 8.86000 0.34393 13.23112
0.00700 8.86000 0.34393 13.23112
0.00700 8.86000 0.33845 13.24386
0.00700 8.89000 0.33015 13.26117
0.04100 8.98000 0.14344 13.55129
0.00700 8.83750 0.33865 13.23909
0.00700 8.98000 0.33890 13.23830
0.00700 8.83750 0.33890 13.23830
0.04100 8.83750 0.14265 13.54975
0.04100 8.83750 0.14265 13.54975
0.04100 8.83750 0.14265 13.54975
0.04100 8.83750 0.14348 13.54734
0.04100 8.83750 0.14348 13.54734
0.04100 8.83750 0.14348 13.54734
0.00700 8.83750 0.34079 13.23752
0.00700 8.99500 0.34079 13.23752
0.00700 8.86000 0.34624 13.22492
0.04100 8.99500 0.14512 13.52658
0.04100 8.86000 0.14512 13.52658
0.00700 8.86000 0.32517 13.27305
0.04100 8.86000 0.15428 13.51427
0.04100 8.83750 0.14095 13.55525
0.04100 8.89000 0.15797 13.51378
0.00700 8.68000 0.32201 13.28304
0.04100 8.89000 0.15396 13.50996
0.04100 8.86000 0.15396 13.50996
0.04100 8.86000 0.15409 13.51082
0.00700 8.86000 0.33285 13.25495
0.04100 8.86000 0.15336 13.51904
0.04100 8.86000 0.14383 13.54458
0.04100 8.83750 0.14383 13.54458
0.04100 8.83750 0.14383 13.54458
0.04100 8.83750 0.14383 13.54458
0.04100 8.86000 0.14383 13.54458
0.04100 8.86000 0.15953 13.48986
0.04100 8.86000 0.14756 13.52338
0.04100 8.83750 0.14756 13.52338
0.04100 9.02500 0.14796 13.53487
0.04100 8.86000 0.14796 13.53487
0.05700 8.86000 0.06796 13.27678
0.04100 8.86000 0.14679 13.51571
0.00700 8.83750 0.34514 13.22716
0.01900 8.86000 0.15840 13.18994
0.01900 8.86000 0.15840 13.18994
0.01300 8.86000 0.32183 13.51126
0.02100 8.86000 0.21804 13.45700
0.01900 8.83750 0.16558 13.17696
0.02100 8.83750 0.21092 13.47831
0.00700 8.83750 0.34694 13.22188
0.00700 8.83750 0.33145 13.26299
0.04100 8.83750 0.14053 13.53441
0.04100 8.83750 0.14738 13.53894
0.04100 9.02500 0.14738 13.53894
0.04100 9.02500 0.13854 13.55895
0.04100 8.83750 0.15859 13.51160
0.04100 8.83750 0.12821 13.58639
0.04100 8.83750 0.15017 13.53043
0.04100 8.83750 0.15017 13.53043
0.04100 8.83750 0.15017 13.53043
0.04100 8.83750 0.14965 13.53368
0.04100 8.83750 0.14965 13.53368
0.04100 8.83750 0.14965 13.53368
0.04100 8.86000 0.14682 13.53384
0.04100 8.83750 0.14606 13.53613
0.04100 8.86000 0.15019 13.52175
0.04100 8.86000 0.15019 13.52175
0.00700 8.86000 0.32478 13.28026
0.04100 8.86000 0.13851 13.56474
0.04100 9.02500 0.14408 13.52907
0.04100 8.89000 0.14930 13.53436
0.05300 8.68000 0.06308 13.36850
0.04300 8.89000 0.08256 13.35796
0.04300 8.86000 0.08256 13.35796
0.04300 8.86000 0.08256 13.35796
0.04300 8.83750 0.08256 13.35796
0.04100 8.83750 0.14829 13.50850
0.04100 8.83750 0.14222 13.53418
0.04100 8.86000 0.14222 13.53418
0.04100 8.86000 0.14222 13.53418
0.04100 8.83750 0.14222 13.53418
0.04100 8.83750 0.14222 13.53418
0.04100 8.83750 0.14222 13.53418
0.04100 8.73250 0.14222 13.53418
0.04100 8.86000 0.14364 13.54465
0.00700 8.86000 0.33143 13.26207
0.00700 8.83750 0.33143 13.26207
0.00700 8.83750 0.33143 13.26207
0.04100 8.83750 0.14701 13.53299
0.01900 8.86000 0.33276 13.76869
0.02100 8.86000 0.22026 13.44601
0.02100 8.99500 0.22026 13.44601
0.01900 8.86000 0.15768 13.19626
0.04100 8.86000 0.14496 13.53326
0.04300 8.83750 0.08495 13.34969
0.04100 8.89000 0.14266 13.51115
0.04100 8.89000 0.13541 13.56953
0.04100 8.89000 0.14130 13.54008
0.04100 8.89000 0.14557 13.53970
0.04100 8.86000 0.13891 13.56063
0.04100 8.83750 0.13891 13.56063
0.05300 8.83750 0.06767 13.35606
0.04100 8.86000 0.14345 13.54635
0.04100 8.98000 0.14345 13.54635
0.04100 8.98000 0.14620 13.54195
0.00700 8.83750 0.35414 13.20136
0.04100 8.73250 0.13391 13.56581
0.04100 8.83750 0.15205 13.52940
0.04100 8.83750 0.14078 13.53755
0.04100 8.86000 0.14078 13.53755
0.00700 8.86000 0.33153 13.26174
0.00700 8.86000 0.32852 13.26632
0.00700 8.86000 0.32852 13.26632
0.00700 8.86000 0.32852 13.26632
0.00700 8.99500 0.32852 13.26632
0.00700 8.86000 0.32852 13.26632
0.02100 8.86000 0.21655 13.45875
0.04100 8.86000 0.13571 13.56934
0.00700 8.86000 0.33340 13.25753
0.00700 8.86000 0.32085 13.28584
0.00700 8.86000 0.32085 13.28584
0.04100 8.86000 0.15223 13.51738
0.00700 8.86000 0.34437 13.22769
0.00700 8.86000 0.34324 13.23018
0.01300 8.86000 0.32535 13.49413
0.04100 8.86000 0.15280 13.51818
0.04100 8.83750 0.13879 13.55690
0.01900 8.83750 0.32678 13.77499
0.01900 8.86000 0.33276 13.76869
0.04100 8.86000 0.14074 13.55127
0.01100 8.86000 0.34929 13.50414
0.04100 8.86000 0.14848 13.53869
0.04100 8.86000 0.14848 13.53869
0.04100 8.89000 0.14848 13.53869
0.00700 8.83750 0.32473 13.27821
0.04100 8.86000 0.13779 13.55646
0.04300 8.83750 0.07691 13.37034
0.00700 8.83750 0.32858 13.26779
0.00700 8.83750 0.34069 13.23793
0.00700 8.83750 0.34069 13.23793
0.00700 8.83750 0.34069 13.23793
0.00700 8.83750 0.34291 13.22866
0.04100 8.83750 0.13990 13.53435
0.04100 8.83750 0.13990 13.53435
0.04100 8.83750 0.13990 13.53435
0.00700 8.83750 0.34070 13.23669
0.00700 8.86000 0.34070 13.23669
0.00700 8.83750 0.34070 13.23669
0.00700 8.86000 0.34070 13.23669
0.04100 8.86000 0.14168 13.54984
0.04100 8.99500 0.14168 13.54984
0.04100 8.86000 0.14168 13.54984
0.04100 8.83750 0.14168 13.54984
0.00700 8.86000 0.32958 13.26575
0.02100 8.83750 0.14627 13.30989
0.04100 8.83750 0.14836 13.51944
0.04100 8.83750 0.14836 13.51944
0.04100 8.89000 0.15209 13.52885
0.04100 8.95750 0.15209 13.52885
0.04100 8.95750 0.15209 13.52885
0.04100 8.89000 0.12885 13.58255
0.00700 9.00250 0.34696 13.21925
0.00700 8.86000 0.34696 13.21925
0.00700 8.83750 0.34696 13.21925
0.04100 8.83750 0.14754 13.53354
0.04100 8.83750 0.14790 13.52754
0.00700 8.86000 0.32384 13.28024
0.04100 8.83750 0.14676 13.54096
0.00700 8.83750 0.32631 13.27123
0.00700 8.83750 0.33642 13.24725
0.05700 8.83750 0.05452 13.31275
0.04100 8.83750 0.13153 13.57721
0.00700 8.86000 0.33165 13.26084
0.04100 8.86000 0.14061 13.55200
0.04100 8.86000 0.14061 13.55200
0.04100 8.86000 0.14061 13.55200
0.04100 8.86000 0.14063 13.55200
0.04100 8.86000 0.14881 13.53075
0.00700 8.86000 0.32769 13.27259
0.00700 8.86000 0.32769 13.27259
0.00700 8.86000 0.32769 13.27259
0.00700 9.02500 0.32769 13.27259
0.00700 8.86000 0.32769 13.27259
0.00700 8.68000 0.33367 13.25608
0.04100 8.73250 0.14291 13.54893
0.04100 8.86000 0.14291 13.54893
0.04100 8.83750 0.13878 13.53020
0.00700 8.83750 0.32126 13.28476
0.04300 8.83750 0.08334 13.35785
0.02100 8.99500 0.16102 13.27434
0.00700 8.89000 0.32886 13.26387
0.04100 8.89000 0.14623 13.52526
0.04100 9.00250 0.14623 13.52526
0.04100 8.86000 0.14810 13.51705
0.05700 8.86000 0.06011 13.29314
0.00700 8.98000 0.34334 13.22817
0.04100 8.83750 0.13904 13.54416
0.00700 8.83750 0.32672 13.27267
0.00700 8.86000 0.32672 13.27267
0.04100 8.86000 0.15300 13.51628
0.04100 8.86000 0.16209 13.49814
0.04100 8.86000 0.15612 13.51180
0.00700 8.86000 0.33771 13.24725
0.00700 8.86000 0.33771 13.24725
0.00700 8.86000 0.33771 13.24725
0.00700 8.86000 0.33097 13.25937
0.02100 8.89000 0.16347 13.29280
0.04100 8.98000 0.14767 13.53839
0.04100 8.89000 0.14222 13.55027
0.04100 8.73250 0.12946 13.58187
0.04100 8.86000 0.12907 13.56051
0.02100 8.86000 0.21770 13.46215
0.04100 8.83750 0.13995 13.53652
0.04100 8.83750 0.13995 13.53652
0.04100 8.83750 0.13695 13.55549
0.04100 8.83750 0.14211 13.54302
0.04100 8.86000 0.14211 13.54302
0.00700 9.00250 0.35223 13.20435
0.04100 8.83750 0.14776 13.52043
0.04100 8.86000 0.13020 13.54847
0.04100 8.86000 0.12518 13.58651
0.04100 8.86000 0.15145 13.51423
0.04100 8.86000 0.14536 13.54380
0.02100 8.83750 0.20673 13.48053
0.00700 8.83750 0.31609 13.30120
0.00700 8.83750 0.33747 13.24766
0.00700 8.83750 0.33747 13.24766
0.04100 8.83750 0.15723 13.51189
0.04100 8.83750 0.15723 13.51189
0.04100 8.83750 0.15723 13.51189
0.00700 8.86000 0.33261 13.25577
0.00700 8.86000 0.32648 13.27321
0.00700 8.86000 0.32648 13.27321
0.00700 8.86000 0.32648 13.27321
0.00700 8.86000 0.32648 13.27321
0.04100 8.86000 0.14357 13.54104
0.04100 8.86000 0.14658 13.54186
0.04100 8.86000 0.14605 13.54328
0.04100 8.83750 0.14605 13.54328
