ID,x,y,mag1,e_mag,col1,e_col1,MP,sel
Gaia DR2 3447545681293617792,-3e-05,-0.003551,18.624299244961136,0.003644931583019736,1.889534146867092,0.06554058715103517,0.785,1
Gaia DR2 3447545681289093376,-0.001817,0.001471,18.594555187120424,0.0038812482223760272,1.7926750686538462,0.09667147268165137,0.765,1
Gaia DR2 3447545685581877120,0.003336,-0.005567,18.41946856940053,0.003313287713742487,1.794312923166732,0.06474659918571421,0.763,1
Gaia DR2 3447545818726384000,0.02163,0.025692,18.630741968875565,0.0036308364279168306,2.053855588813402,0.05586638917496714,0.73,1
Gaia DR2 3447545784366635136,0.012271,0.019216,18.864597110459933,0.004304334480220296,1.955539919961808,0.08110857262530467,0.727,1
Gaia DR2 3447542829430807168,0.019663,0.00125,18.88154789511676,0.0036313348149151297,1.945749989365872,0.09529217784021304,0.726,1
Gaia DR2 3447545853087500416,0.000298,0.027154,18.890527660975472,0.005106586309533323,1.9962716601509314,0.13301815874394826,0.722,1
Gaia DR2 3447545818726364928,0.023143,0.016159,18.438684671892652,0.0036138438587497955,1.7710062851534722,0.06867977310559212,0.692,1
Gaia DR2 3447545681289112960,-0.000987,0.000206,18.42889859685563,0.003363048623597065,1.7048732798915083,0.05409671110175252,0.69,1
Gaia DR2 3447542833726255616,0.027363,-0.00316,17.723412032611275,0.002471170767201844,1.7790979394253021,0.033258946156579906,0.663,1
Gaia DR2 3447545784368309888,0.009645,0.014926,19.4753034650531,0.005983952748997263,1.7447528687854614,0.14787374759804442,0.641,1
Gaia DR2 3447545681289090560,0.004524,-0.00355,18.883296693093744,0.004369127644803031,1.9215398832438453,0.08435825025530201,0.633,1
Gaia DR2 3447542795068457344,0.038102,-0.006191,18.813132325382274,0.00388497501130878,2.0704881152316617,0.07235270805184668,0.628,1
Gaia DR2 3447545681289090304,0.007719,-0.003583,18.820433845814797,0.004187826953254674,2.0534939846833566,0.07427554775490137,0.627,1
Gaia DR2 3447542554550281984,0.034586,-0.023645,18.93419945531181,0.0038427681758537112,1.7024964268688976,0.08896570923467013,0.613,1
Gaia DR2 3447542829430806144,0.016815,-0.001833,19.48379057582415,0.005673462832232406,1.6975205350888452,0.10096844699793402,0.606,1
