ID,x,y,mag1,e_mag,col1,e_col1,MP,sel
Gaia DR2 2947055925423033216,0.022026,0.138786,17.796270247324976,0.00345897859684152,0.13569999999999993,0.011264546151532249,0.703,1
Gaia DR2 2947055135151294592,0.012802,0.090843,17.795438312953763,0.003281519821530305,0.1509999999999998,0.008772684879784524,0.698,1
Gaia DR2 2947052802987970432,0.017831,0.0457,18.12616009973129,0.003343294352961135,0.17389999999999972,0.01676007159889241,0.649,1
Gaia DR2 2947052386372388608,0.01311,0.009851,17.805921937629698,0.002872788717437365,0.18670000000000186,0.013607718398026908,0.637,1
Gaia DR2 2946302210204725632,0.104419,-0.025794,18.1274937892392,0.002884693829320458,0.16080000000000183,0.008285529554590944,0.631,1
Gaia DR2 2946302214500936320,0.107335,-0.026606,17.593473067108675,0.00234940867214686,0.11570000000000036,0.008393449827097318,0.612,1
Gaia DR2 2947052596835524352,0.025388,0.039338,17.575482343017722,0.002690880428629009,0.21550000000000225,0.01488388390172404,0.606,1
Gaia DR2 2946299908101148032,0.069605,-0.086481,18.122884307202266,0.0031720857767132734,0.22550000000000026,0.01609751533622503,0.604,1
Gaia DR2 2947052218875063936,-0.047926,0.001419,18.75644090987722,0.0071714446456194745,-0.07639999999999958,0.03561039174173741,0.6,1
Gaia DR2 2947054520974165248,0.042238,0.090087,17.789707645535664,0.0031262598750097675,0.14819999999999922,0.013648809471891678,0.599,1
Gaia DR2 2947052390671382144,0.003235,0.003721,17.57838791465806,0.0026092788309335685,0.25900000000000034,0.01328834075421006,0.59,1
Gaia DR2 2946301797887878400,0.046648,-0.005786,18.12002598056311,0.0033864735224486595,0.14140000000000086,0.011739250401963492,0.585,1
Gaia DR2 2946300633952991616,0.051635,-0.055909,17.8007434704884,0.0032283430886557943,0.14440000000000097,0.023807771840304585,0.576,1
Gaia DR2 2947053077866286592,-0.054686,0.03141,17.57000144382766,0.003504112427893201,0.11380000000000123,0.010688779163215976,0.57,1
Gaia DR2 2946301802179945600,0.040374,0.000205,18.120841913344503,0.0028602092878115513,0.23189999999999955,0.015394154734833607,0.566,1
Gaia DR2 2947054928990570112,0.06602,0.106971,18.500370504063085,0.004499647544440582,0.16460000000000008,0.01094805918873295,0.564,1
Gaia DR2 2947055345614573696,0.018148,0.108724,17.294801755772262,0.0032597595500211836,0.11370000000000147,0.005161395160225576,0.563,1
Gaia DR2 2946300668312725120,0.059643,-0.045778,17.567179451014486,0.002623077427779374,0.16720000000000113,0.015473848907107759,0.56,1
Gaia DR2 2947053661987419008,-0.028712,0.070826,17.127380211602347,0.0027216758545548663,0.1427999999999976,0.012794139283281231,0.555,1
Gaia DR2 2947055654852214912,0.045382,0.107312,17.700658240385195,0.00427241465383676,0.14710000000000178,0.010406248123122954,0.554,1
Gaia DR2 2946300664018323712,0.061158,-0.05005,17.687299808908925,0.002659518983049525,0.16310000000000002,0.014061649974309557,0.552,1
Gaia DR2 2947052699909049344,-0.037428,0.023957,18.794511350033176,0.006481967727862008,-0.1565999999999974,0.04477722635447622,0.552,1
Gaia DR2 2947057132315231104,-0.099815,0.109363,18.968107156034144,0.016038932560158384,-0.30790000000000006,0.04098499725509323,0.55,1
Gaia DR2 2946301527306176640,0.071158,-0.021309,18.12790436934147,0.00296508508434047,0.16300000000000026,0.016218816233005418,0.547,1
Gaia DR2 2947052867408765952,-0.002279,0.054892,17.295183124641337,0.0026664785110878724,0.1427999999999976,0.011046266337545914,0.545,1
Gaia DR2 2946297507212634752,0.131534,-0.058478,19.224268828205414,0.005480291449269822,0.4496000000000002,0.016360012224934307,0.544,1
