metal log(age) E_BV dm mass
0.04300 9.96240 0.22415 13.64616 2650.00000
0.04300 9.90240 0.22415 13.64616 2300.00000
0.04300 9.90240 0.22415 13.64616 2300.00000
0.04300 9.90240 0.22415 13.64616 2300.00000
0.04300 9.70750 0.23655 13.64615 1650.00000
0.04300 9.70750 0.23675 13.64615 1650.00000
0.04300 9.90240 0.23675 13.64987 2300.00000
0.04300 9.90240 0.23675 13.64987 2300.00000
0.04300 9.90240 0.22415 13.64987 2300.00000
0.04300 9.88740 0.22381 13.64987 2350.00000
0.04300 9.88740 0.23689 13.64987 2350.00000
0.04300 9.93990 0.23689 13.58453 2650.00000
0.04300 9.90240 0.23689 13.60908 2300.00000
0.04300 9.90240 0.23689 13.64341 2300.00000
0.01300 9.90240 0.23689 13.64341 2300.00000
0.01300 9.76750 0.23689 13.60607 2750.00000
0.01100 9.93990 0.23689 13.60607 2600.00000
0.01100 9.89490 0.23522 13.58442 2750.00000
0.01100 9.91740 0.20983 13.61422 2550.00000
0.01100 9.93240 0.20016 13.60788 2550.00000
0.01100 9.88740 0.20016 13.59905 2350.00000
0.00700 9.67000 0.20016 13.60005 1700.00000
0.00700 9.81250 0.22250 13.63759 1450.00000
0.01300 9.88740 0.22250 13.63759 2350.00000
0.00500 9.92490 0.23431 13.63759 2750.00000
0.00500 9.88740 0.20016 13.58497 2300.00000
0.00500 9.88740 0.20016 13.69836 2300.00000
0.00500 9.88740 0.21281 13.59227 2300.00000
0.00500 9.88740 0.23926 13.59227 2300.00000
0.00500 9.93990 0.22608 13.60788 2650.00000
0.00500 9.89490 0.22608 13.62076 2750.00000
0.00500 9.90240 0.21815 13.62076 2300.00000
0.00500 9.90240 0.23798 13.65612 2300.00000
0.00500 9.90240 0.23813 13.59267 2300.00000
0.00500 9.90240 0.22417 13.68783 2300.00000
0.00500 9.90240 0.20126 13.42950 2300.00000
0.00500 9.88740 0.22412 13.68129 2450.00000
0.00500 9.88740 0.23564 13.63689 2450.00000
0.00500 9.88740 0.23564 13.69446 2400.00000
0.00500 9.92490 0.23671 13.64674 2500.00000
0.00700 9.92490 0.22561 13.64674 2500.00000
0.00500 9.92490 0.23230 13.64674 2500.00000
0.00500 9.92490 0.21289 13.64674 2500.00000
0.00500 9.70750 0.21306 13.64674 1650.00000
0.00500 9.70750 0.21289 13.64445 1650.00000
0.00500 9.70750 0.22425 13.64445 1650.00000
0.00500 9.70750 0.22424 13.64445 1650.00000
0.00500 9.70750 0.22309 13.64445 1650.00000
0.00500 9.70750 0.22309 13.64445 1650.00000
0.00500 9.91740 0.21471 13.64445 2550.00000
0.00500 9.90240 0.21471 13.64445 2300.00000
0.00500 9.90240 0.21471 13.64445 2300.00000
0.00500 9.90240 0.23958 13.64445 2300.00000
0.00500 9.90240 0.23958 13.64445 2300.00000
0.00500 9.90240 0.23623 13.64445 2300.00000
0.00500 9.90240 0.22439 13.64445 2300.00000
0.00500 9.90240 0.22439 13.63379 2300.00000
0.01100 9.90240 0.20095 13.60013 2300.00000
0.04300 9.90240 0.20095 13.60343 2300.00000
0.04300 9.90240 0.20095 13.62652 2300.00000
0.04300 9.90240 0.20095 13.69742 2300.00000
0.00500 9.90240 0.20095 13.64295 2300.00000
0.00500 9.90240 0.20095 13.59822 2300.00000
0.00500 9.90240 0.22393 13.59822 2300.00000
0.03500 9.88740 0.22381 13.59777 2300.00000
0.03300 9.88740 0.22381 13.58242 2300.00000
0.01100 9.85740 0.20642 13.58242 1350.00000
0.00500 9.90240 0.21259 13.67517 2300.00000
0.00500 9.90240 0.22102 13.59905 2300.00000
0.00500 9.90240 0.23430 13.59998 2300.00000
