metal log(age) E_BV dm mass
0.01700 9.58000 0.77754 13.52516 7400.00000
0.01500 9.55000 0.78498 13.59176 8300.00000
0.01700 9.58700 0.76396 13.59176 3300.00000
0.01700 9.58700 0.76079 13.59176 3300.00000
0.01500 9.73700 0.77304 13.64202 6400.00000
0.01900 9.57200 0.77304 13.68975 6900.00000
0.01700 9.47500 0.77304 13.68975 3800.00000
0.01700 9.56500 0.77304 13.45805 3800.00000
0.01700 9.56500 0.77304 13.29692 2800.00000
0.01700 9.64700 0.76225 13.73018 2800.00000
0.01700 9.64700 0.76225 13.56702 4000.00000
0.02300 9.55700 0.77174 13.50581 3000.00000
0.02300 9.49700 0.77174 13.70454 3000.00000
0.01700 9.60200 0.76983 13.84093 7100.00000
0.02500 9.56500 0.72974 13.84093 2400.00000
0.01700 9.56500 0.76808 13.83790 5100.00000
0.01700 9.59500 0.77014 13.57533 5100.00000
0.01700 9.65500 0.76911 13.39647 6400.00000
0.01700 9.58000 0.76911 13.56702 4800.00000
0.01700 9.67700 0.77365 13.91691 4800.00000
0.01700 9.80500 0.76401 13.71140 7800.00000
0.01300 9.58000 0.76401 13.53818 9000.00000
0.01500 9.67700 0.76396 13.52525 4700.00000
0.01700 9.59500 0.76587 13.59281 7500.00000
0.01700 9.59500 0.76982 13.59281 4400.00000
0.01900 9.53500 0.77720 13.59281 2600.00000
0.01700 9.53500 0.77303 13.26050 2600.00000
0.01700 9.53500 0.77648 13.50174 2600.00000
0.01900 9.58700 0.77648 13.42191 3300.00000
0.01900 9.54200 0.76564 13.57572 3300.00000
0.01900 9.55700 0.76622 13.57572 3300.00000
0.01900 9.55000 0.76741 13.57572 3300.00000
0.01300 9.52000 0.65287 13.57572 8600.00000
0.01700 9.61700 0.77223 13.57572 5600.00000
0.01700 9.61700 0.77223 13.57572 5600.00000
0.01900 9.61700 0.76872 13.51540 4900.00000
0.01900 9.61700 0.78295 13.40724 4900.00000
0.02500 9.61700 0.77903 13.78016 2000.00000
