metal log(age) E_BV dm mass
0.01700 9.52000 0.31766 13.78361 8800.00000
0.01700 9.52000 0.31766 13.78552 8800.00000
0.01700 9.52000 0.31579 13.78336 8800.00000
0.01700 9.52000 0.31833 13.78336 8800.00000
0.01700 9.52000 0.31612 13.78341 8800.00000
0.01700 9.52000 0.31612 13.78341 8600.00000
0.01700 9.52000 0.31763 13.78344 8800.00000
0.01700 9.52000 0.31836 13.78344 9000.00000
0.01700 9.52000 0.31765 13.78344 9000.00000
0.01500 9.52000 0.31765 13.77099 8600.00000
0.01500 9.52000 0.31765 13.77099 8600.00000
0.01500 9.52000 0.31765 13.77109 9000.00000
0.01500 9.52000 0.31765 13.78351 8800.00000
0.01500 9.52000 0.31765 13.78351 8800.00000
0.00700 9.52000 0.31765 13.78351 8800.00000
0.01500 9.52000 0.31765 13.78351 8800.00000
0.01500 9.52000 0.31765 13.78341 8800.00000
0.01500 9.52000 0.31576 13.78533 8800.00000
0.01500 9.51200 0.31769 13.78533 8800.00000
0.01500 9.46700 0.31759 13.78362 8800.00000
0.01700 9.50500 0.31759 13.78353 8800.00000
0.01700 9.50500 0.31765 13.78357 8800.00000
0.01700 9.50500 0.31572 13.78360 8800.00000
0.01700 9.50500 0.31764 13.78360 8800.00000
0.01700 9.50500 0.31766 13.78360 8800.00000
0.01700 9.50500 0.31766 13.78360 8800.00000
0.01700 9.50500 0.31770 13.78360 9000.00000
0.01700 9.50500 0.31770 13.78359 9000.00000
0.01700 9.50500 0.31770 13.95867 8600.00000
0.01700 9.50500 0.31834 13.95867 9000.00000
0.01700 9.50500 0.31834 13.76903 9000.00000
0.01700 9.52000 0.31834 13.77236 9000.00000
0.01700 9.52000 0.31607 13.77236 9000.00000
0.01700 9.52000 0.31607 13.78353 9000.00000
0.01700 9.50500 0.31834 13.78359 8400.00000
0.01700 9.50500 0.31548 13.78357 8800.00000
0.01700 9.50500 0.31633 13.78357 8800.00000
0.01700 9.50500 0.31832 13.78357 8800.00000
0.01700 9.50500 0.31620 13.78357 8800.00000
0.01700 9.50500 0.31620 13.78348 8800.00000
0.01700 9.50500 0.31574 13.78346 8800.00000
0.01500 9.50500 0.31574 13.78343 8800.00000
0.01700 9.50500 0.31409 13.78866 8800.00000
0.01700 9.52000 0.34683 13.77168 9000.00000
0.01700 9.52000 0.31760 13.78358 9000.00000
0.01700 9.52000 0.31566 13.78358 8800.00000
0.01700 9.52000 0.31766 13.78536 8800.00000
0.01700 9.52000 0.31766 13.78570 8800.00000
0.01700 9.52000 0.31765 13.78570 8800.00000
0.01500 9.50500 0.32065 13.78570 8800.00000
0.01500 9.50500 0.31758 13.76966 8800.00000
0.01500 9.52000 0.31584 13.77393 8800.00000
0.01500 9.52000 0.31407 13.78558 8800.00000
0.01700 9.52000 0.31407 13.77453 8800.00000
0.01500 9.50500 0.31837 13.78340 8800.00000
0.01500 9.50500 0.34968 13.78340 8800.00000
0.01500 9.50500 0.31578 13.78340 8600.00000
0.01500 9.50500 0.31571 13.78340 9000.00000
0.01500 9.50500 0.31770 13.78340 8600.00000
0.00700 9.50500 0.31590 13.78358 9000.00000
0.01500 9.50500 0.31765 13.78359 9000.00000
0.01500 9.50500 0.31765 13.78359 8600.00000
0.01500 9.50500 0.31766 13.78359 9000.00000
0.01500 9.52000 0.31770 13.78359 8800.00000
0.01500 9.52000 0.31764 13.78360 9000.00000
0.01700 9.52000 0.31763 13.78357 8800.00000
0.01700 9.52000 0.31763 13.78355 8800.00000
0.01700 9.52000 0.31763 13.78343 8800.00000
0.01700 9.50500 0.31763 13.77029 8800.00000
0.01700 9.50500 0.31763 13.78345 8800.00000
0.01700 9.50500 0.34950 13.78345 8800.00000
0.01700 9.50500 0.31765 13.78341 8800.00000
0.01700 9.50500 0.31765 13.78341 8800.00000
0.01700 9.50500 0.31435 13.78341 8800.00000
0.01700 9.50500 0.31633 13.77118 8800.00000
0.01700 9.50500 0.31808 13.78354 8800.00000
0.01700 9.50500 0.31768 13.78354 8800.00000
0.00700 9.50500 0.31768 13.77087 8800.00000
0.01500 9.50500 0.31768 13.77651 8800.00000
0.00700 9.50500 0.31768 13.77044 8800.00000
0.01500 9.50500 0.31768 13.77097 8800.00000
0.01500 9.50500 0.31768 13.77097 8800.00000
0.01500 9.50500 0.31587 13.78372 8800.00000
0.01700 9.50500 0.31832 13.78371 8800.00000
0.01500 9.50500 0.31832 13.78371 8800.00000
0.01700 9.50500 0.31832 13.78371 8800.00000
0.01700 9.52000 0.31832 13.78371 8800.00000
0.01700 9.52000 0.31832 13.78525 8800.00000
0.01500 9.52000 0.31759 13.78342 8800.00000
0.01500 9.52000 0.31759 13.78342 8800.00000
0.01500 9.52000 0.31764 13.78338 8800.00000
0.01500 9.52000 0.31832 13.78338 8800.00000
0.01700 9.52000 0.31833 13.78338 8800.00000
0.01700 9.50500 0.31833 13.78337 8800.00000
0.01700 9.50500 0.31420 13.78329 8800.00000
0.01700 9.50500 0.31765 13.78371 8800.00000
0.01700 9.50500 0.31766 13.78361 8800.00000
0.01700 9.50500 0.31766 13.78361 8800.00000
0.01700 9.50500 0.31766 13.78363 9000.00000
0.01700 9.50500 0.31565 13.78363 9000.00000
0.01700 9.50500 0.31833 13.78363 9000.00000
0.01700 9.50500 0.31766 13.76997 9000.00000
0.01700 9.50500 0.31625 13.78596 9000.00000
0.01500 9.50500 0.31625 13.78355 9000.00000
0.01700 9.50500 0.31613 13.78353 9000.00000
0.01700 9.52000 0.31568 13.78353 8800.00000
0.01700 9.52000 0.31762 13.78353 8800.00000
0.01700 9.52000 0.31762 13.78353 8400.00000
0.01700 9.52000 0.31762 13.78363 8800.00000
0.01700 9.52000 0.31584 13.77127 8800.00000
0.01700 9.52000 0.31411 13.78842 8800.00000
0.01700 9.52000 0.31572 13.95586 8800.00000
0.01500 9.52000 0.31587 13.78534 8800.00000
0.01700 9.50500 0.31568 13.77225 8800.00000
0.01700 9.50500 0.31575 13.77225 8600.00000
0.01700 9.50500 0.31408 13.77355 8600.00000
0.01500 9.50500 0.35018 13.78575 9000.00000
0.01500 9.50500 0.35018 13.76947 9000.00000
0.01500 9.50500 0.32022 13.78535 8800.00000
0.01500 9.50500 0.31435 13.78535 8800.00000
0.01500 9.52000 0.31618 13.78537 8800.00000
0.01500 9.50500 0.35086 13.78537 8800.00000
0.01500 9.52000 0.31570 13.78360 9000.00000
0.01500 9.52000 0.31567 13.78360 9000.00000
0.01500 9.52000 0.31833 13.78360 8800.00000
0.01700 9.52000 0.31833 13.77078 8800.00000
0.01700 9.46700 0.31631 13.78359 8800.00000
0.01500 9.50500 0.31631 13.77055 8800.00000
0.01500 9.50500 0.34949 13.78350 8800.00000
0.01300 9.50500 0.34949 13.78350 8800.00000
0.01500 9.50500 0.31656 13.76932 8800.00000
0.01500 9.50500 0.31760 13.77204 8800.00000
0.01500 9.50500 0.31760 13.76947 8800.00000
0.01500 9.50500 0.31760 13.76947 8400.00000
0.01500 9.52000 0.31760 13.77679 9000.00000
0.01700 9.52000 0.31837 13.77407 9000.00000
0.01700 9.50500 0.31837 13.77407 8800.00000
0.01700 9.52000 0.31837 13.77407 8800.00000
0.01500 9.52000 0.31769 13.77014 8800.00000
0.01500 9.52000 0.31769 13.77014 8800.00000
0.01500 9.52000 0.31765 13.77764 9000.00000
0.01500 9.50500 0.31765 13.77347 8800.00000
0.01500 9.50500 0.31765 13.78360 8800.00000
0.01500 9.50500 0.31765 13.78359 8800.00000
0.00700 9.50500 0.31765 13.78353 8800.00000
0.01500 9.50500 0.31765 13.78354 8800.00000
0.01700 9.50500 0.31766 13.78354 8800.00000
0.01500 9.50500 0.31638 13.77260 8800.00000
0.01700 9.50500 0.31759 13.78539 8800.00000
0.01500 9.50500 0.31759 13.78537 8800.00000
0.01500 9.50500 0.31415 13.77365 8800.00000
0.01500 9.50500 0.31838 13.77158 8600.00000
0.01500 9.52000 0.31838 13.78547 8600.00000
0.01500 9.52000 0.31647 13.77339 9000.00000
0.01700 9.52000 0.31644 13.95764 8800.00000
0.01700 9.50500 0.31551 13.95764 8800.00000
0.01700 9.52000 0.31834 13.77434 8800.00000
0.01700 9.46700 0.31834 13.76961 8800.00000
0.01700 9.46700 0.31572 13.78575 8800.00000
0.01700 9.52000 0.31832 13.78557 8800.00000
0.01700 9.52000 0.31832 13.78557 8800.00000
0.01700 9.52000 0.31832 13.78557 9000.00000
0.01500 9.52000 0.31570 13.78557 8800.00000
0.01500 9.52000 0.31768 13.78527 8800.00000
0.01500 9.52000 0.31764 13.77065 8800.00000
0.01500 9.52000 0.31764 13.78351 8800.00000
0.01500 9.50500 0.31768 13.78365 8800.00000
0.01500 9.50500 0.31565 13.78356 8800.00000
0.01500 9.50500 0.31607 13.77380 8800.00000
0.01500 9.50500 0.31574 13.77337 8800.00000
0.01700 9.52000 0.31621 13.77337 8800.00000
0.01700 9.52000 0.31615 13.77437 8800.00000
0.01700 9.52000 0.31548 13.77400 8800.00000
0.01700 9.52000 0.31764 13.77029 8800.00000
0.01700 9.50500 0.31764 13.77738 8800.00000
0.01700 9.50500 0.31764 13.77238 8800.00000
0.01700 9.50500 0.31764 13.77238 8800.00000
0.01700 9.50500 0.31764 13.78570 8800.00000
0.01700 9.50500 0.31565 13.78372 8800.00000
0.01700 9.50500 0.31565 13.78347 8800.00000
0.01700 9.50500 0.31766 13.95515 8800.00000
0.01700 9.50500 0.31766 13.78340 8800.00000
0.01700 9.50500 0.31574 13.78349 8800.00000
0.01700 9.50500 0.31612 13.78344 8800.00000
0.01700 9.50500 0.31612 13.78344 8800.00000
0.01700 9.50500 0.31762 13.78344 8800.00000
0.01700 9.50500 0.31651 13.78365 9000.00000
0.00700 9.50500 0.35053 13.78365 9000.00000
0.00700 9.50500 0.31572 13.78363 9000.00000
0.01500 9.50500 0.31766 13.78363 8800.00000
0.01500 9.50500 0.31840 13.77194 8800.00000
0.01500 9.50500 0.31840 13.78374 8800.00000
0.01500 9.52000 0.31421 13.77440 8800.00000
0.01500 9.52000 0.31761 13.77440 8800.00000
0.01500 9.52000 0.31478 13.78591 8800.00000
0.00700 9.52000 0.31428 13.77192 8800.00000
0.01500 9.50500 0.31429 13.78350 8800.00000
0.01500 9.50500 0.31834 13.78350 8800.00000
0.01500 9.52000 0.31635 13.78352 8800.00000
0.01500 9.50500 0.31604 13.78352 9000.00000
0.01500 9.50500 0.31408 13.78566 8800.00000
0.01700 9.50500 0.31763 13.78566 8800.00000
0.01700 9.50500 0.31763 13.78591 8800.00000
0.01700 9.52000 0.31759 13.78575 8800.00000
0.01700 9.52000 0.31761 13.78559 8800.00000
0.01700 9.50500 0.31761 13.78559 8800.00000
0.01700 9.52000 0.31761 13.95754 8800.00000
0.01700 9.52000 0.31761 13.95754 8800.00000
0.01700 9.52000 0.31835 13.95754 8800.00000
0.01700 9.52000 0.31835 13.77434 8800.00000
0.01700 9.52000 0.31835 13.77434 8800.00000
0.01700 9.52000 0.31549 13.77434 8800.00000
0.01700 9.52000 0.31571 13.77107 8800.00000
0.01700 9.52000 0.31558 13.78557 8800.00000
0.01700 9.50500 0.31833 13.78569 8800.00000
0.01700 9.50500 0.31759 13.78547 8800.00000
0.01700 9.50500 0.31568 13.78547 8800.00000
0.01700 9.50500 0.31574 13.78547 8600.00000
0.01700 9.50500 0.31575 13.78547 9000.00000
0.01700 9.50500 0.35011 13.78547 8600.00000
0.01700 9.50500 0.31573 13.78539 9000.00000
0.01500 9.50500 0.31413 13.77381 9000.00000
0.01500 9.50500 0.31836 13.77776 8600.00000
0.01500 9.50500 0.31838 13.77160 9000.00000
0.01700 9.50500 0.34962 13.78369 9000.00000
0.01700 9.50500 0.34962 13.78369 9000.00000
0.01700 9.50500 0.31838 13.78361 8600.00000
0.01700 9.50500 0.31835 13.78530 8600.00000
0.01700 9.50500 0.31835 13.78530 9000.00000
0.01700 9.52000 0.31835 13.78530 9000.00000
0.01700 9.46700 0.31768 13.78530 8600.00000
0.01700 9.52000 0.31768 13.77704 8600.00000
0.01700 9.52000 0.31768 13.78351 8800.00000
0.01700 9.52000 0.31766 13.78351 8800.00000
0.01700 9.52000 0.31766 13.95586 8800.00000
0.01700 9.52000 0.31766 13.78567 8800.00000
0.01700 9.50500 0.31766 13.78567 8800.00000
0.01500 9.50500 0.31832 13.78567 8600.00000
0.01500 9.50500 0.31832 13.78552 9000.00000
0.01500 9.50500 0.31835 13.78547 9000.00000
0.01500 9.50500 0.31566 13.78547 9000.00000
0.01500 9.50500 0.31764 13.77250 9000.00000
0.01500 9.50500 0.31764 13.77374 9000.00000
0.01500 9.50500 0.31764 13.77085 8800.00000
0.01500 9.50500 0.31764 13.77085 8800.00000
0.01500 9.50500 0.31764 13.77122 8800.00000
0.01500 9.52000 0.31769 13.78569 8800.00000
0.01500 9.52000 0.31769 13.78569 8800.00000
0.01700 9.50500 0.31769 13.96692 8800.00000
0.01700 9.50500 0.31832 13.78341 8800.00000
0.01700 9.50500 0.31832 13.77225 8800.00000
0.01700 9.50500 0.31832 13.78561 8600.00000
0.01700 9.50500 0.31832 13.77131 9000.00000
0.01700 9.50500 0.31832 13.78372 8600.00000
0.01700 9.52000 0.31832 13.78372 8600.00000
0.01700 9.52000 0.31832 13.78372 9000.00000
0.01700 9.52000 0.31767 13.78350 9000.00000
0.01500 9.50500 0.31767 13.77225 8800.00000
0.01500 9.50500 0.31767 13.77225 8800.00000
0.01700 9.52000 0.31759 13.77467 8800.00000
0.01700 9.52000 0.31759 13.78567 8800.00000
0.01700 9.52000 0.31568 13.78561 8600.00000
0.01700 9.52000 0.31413 13.78561 8800.00000
0.01700 9.52000 0.31413 13.78351 8800.00000
0.01500 9.52000 0.31761 13.78351 8600.00000
