metal log(age) E_BV dm mass
0.00117 7.76806 0.90896 13.68853 192.33682
0.00117 7.92926 0.95204 13.68853 192.33682
0.03015 8.66836 0.95204 13.68853 192.33682
0.03015 8.21935 0.89792 13.68853 192.33682
0.02966 8.89065 0.92358 13.09713 369.10596
0.01750 8.89065 0.92358 13.05117 463.72923
0.01750 8.89065 0.95204 13.05150 463.72923
0.01346 8.89065 0.95204 13.05150 463.72923
0.01346 8.89065 0.95204 13.05150 463.72923
0.01346 8.89065 0.95204 13.05150 463.72923
0.01346 7.76641 0.91616 12.44959 463.72923
0.01346 7.76641 0.91616 12.44959 463.72923
0.01610 7.76641 0.94028 12.44959 463.72923
0.01610 7.76641 0.94028 13.06905 463.72923
0.01610 7.76641 0.99879 12.14110 431.61502
0.01610 7.76641 0.91576 12.14110 431.61502
0.01610 7.76641 0.91576 12.14110 431.61502
0.01610 7.89413 0.91576 12.14110 431.61502
0.01610 7.89413 0.89821 12.14110 431.61502
0.01610 7.89413 0.89708 12.14110 431.61502
0.01610 7.89413 0.89708 12.14110 431.61502
0.01610 7.89413 0.89708 12.14110 407.98812
0.01610 7.94550 0.94608 12.14110 407.98812
0.04949 8.34230 0.94608 12.14110 529.03508
0.04949 8.66836 0.94097 12.14110 507.36893
0.05281 8.66836 0.94097 12.14110 507.36893
0.03647 8.89065 0.94939 12.14110 507.36893
0.03647 8.89065 0.98839 12.42533 330.64485
0.03647 8.89065 0.98839 12.42533 330.64485
0.03878 8.89065 0.98839 12.42533 330.64485
0.03878 8.89065 0.98839 12.42533 529.03508
0.04949 8.89065 0.98839 12.42533 529.03508
0.00117 7.95496 0.98839 12.41155 529.03508
0.00117 7.95496 0.98839 12.09462 192.33682
0.00117 7.95496 0.99712 12.09462 192.33682
0.00117 7.95496 0.99712 12.09462 192.33682
0.00117 7.50856 0.99712 12.58682 192.33682
0.00117 7.50856 0.99712 12.58682 192.33682
0.00117 7.50856 0.99712 12.58682 192.33682
0.00117 7.50856 0.99712 12.58682 194.95463
0.00117 7.50856 0.99712 12.14110 289.40804
0.00117 7.50856 0.99712 12.14110 289.40804
0.00117 7.50856 0.99712 12.14110 289.40804
0.00117 7.35894 0.99712 12.14110 289.40804
0.00117 7.35894 0.99712 12.14110 289.40804
0.01307 7.35894 0.99712 13.03026 386.21456
0.01307 7.86878 0.99712 13.03026 386.21456
0.01307 7.86878 0.99712 13.03026 386.21456
0.01307 7.86878 0.99712 13.03026 386.21456
0.01307 7.86878 0.94096 13.03026 474.49084
0.01307 7.86878 0.94096 13.03026 529.03508
0.01307 7.86878 0.96191 13.03026 386.21456
0.01307 7.86878 0.96191 13.03026 386.21456
0.01762 7.86878 0.96191 13.03026 386.21456
0.01307 7.86878 0.88942 13.03026 386.21456
0.01307 7.86878 0.88942 13.03026 386.21456
0.02323 7.86878 0.88942 13.03026 197.04936
0.00220 7.86878 0.99767 13.03026 197.04936
0.01611 7.97298 0.89835 13.03026 436.93544
0.01611 7.97298 0.89835 13.03026 436.93544
0.01611 7.97298 0.94182 13.03026 289.69449
0.01611 7.97298 0.96209 13.03026 289.69449
0.01611 7.97298 0.96209 13.10675 289.69449
0.01611 7.97298 0.96209 13.10675 288.32503
0.01611 8.90918 0.93802 13.10675 288.32503
0.01611 8.80550 0.90368 13.10675 288.32503
0.01611 8.97993 0.90368 13.10675 288.32503
0.01611 8.97993 0.90368 13.10675 462.36772
0.01611 7.95495 0.90368 13.10675 462.36772
0.01621 7.95495 0.90368 13.10675 462.36772
0.01621 7.79547 0.90368 13.10675 462.36772
0.01621 7.79547 0.90368 13.10675 462.36772
0.01621 7.79547 0.96210 13.11378 462.36772
0.01621 7.79547 0.96204 13.11378 462.36772
0.01621 7.79547 0.96204 13.11378 462.36772
0.01621 7.79547 1.00974 13.11378 462.36772
0.01621 7.79547 1.00974 13.11378 462.36772
0.01621 7.79547 1.00974 13.11378 462.36772
0.01621 7.79547 1.00490 13.11378 462.36772
0.01621 7.79547 1.00490 13.11378 462.36772
0.01621 7.80144 1.00490 13.11378 427.20211
0.01621 7.80144 1.00490 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.01621 7.80144 0.97744 13.11378 507.35846
0.05123 7.95498 0.94097 13.11378 507.35846
0.05123 7.76831 0.94097 13.11378 507.35846
0.05123 7.76831 0.94097 13.11378 507.35846
0.05123 7.76831 0.94097 13.11378 507.35846
0.01593 7.76831 0.94097 13.11378 437.63496
0.05959 7.76831 0.94097 13.11378 437.63496
0.05960 7.76831 0.94097 13.11378 437.63496
0.05960 7.76831 0.94097 13.11378 437.63496
0.00735 7.76831 0.89096 13.11378 192.87796
0.00735 7.76831 0.89096 13.11378 192.87796
0.00735 7.19347 0.89096 13.11378 192.87796
0.01156 7.19347 0.89096 13.11378 547.21891
0.01772 7.19347 0.90557 13.11378 547.21891
0.03502 7.19347 0.90557 13.11378 547.21891
0.04555 7.19347 0.90557 13.11378 547.21891
