ID,x,y,mag1,e_mag,col1,e_col1,MP,sel
Gaia DR2 443842745008489600,-0.008981,-0.00892,18.181473403408354,0.0024876341954513477,2.244317811577446,0.02283522622401472,0.395,1
Gaia DR2 443830998271796608,0.00263,-0.011829,18.42409915894985,0.00837562088481156,2.321927792086381,0.036929683720224406,0.369,1
Gaia DR2 443830925252682368,0.008428,-0.033184,18.050719090577008,0.0024057202722137165,2.4319339473943913,0.03355991064355278,0.336,1
Gaia DR2 443842710642961920,-0.024756,-0.016969,18.03826154177011,0.0024292889281531498,2.260571490414957,0.038090052412516694,0.326,1
Gaia DR2 443832574520184576,0.042586,0.01849,18.294118495470116,0.002517022672855157,2.0934885008883484,0.03321502909507685,0.309,1
Gaia DR2 443842745002722304,-0.003777,0.001111,18.162968228836277,0.002445895557137513,2.205118964788923,0.0350595208952854,0.305,1
Gaia DR2 443842749297756160,-0.00183,-0.00495,18.95480812988707,0.0031437045052547293,2.4181639193201008,0.043212680511969,0.305,1
Gaia DR2 443830684734502912,0.028781,-0.042376,18.279296336299932,0.0023901287844536098,2.1243051070150543,0.03347719372584376,0.302,1
Gaia DR2 443830856533187968,-0.025463,-0.048939,18.410372799676338,0.002949771218142694,2.2567848178306242,0.04021935877798539,0.292,1
Gaia DR2 443830689034158464,0.035638,-0.043126,14.234293731655026,0.004702449601009241,1.9600356066747544,0.003550297229907417,0.289,1
Gaia DR2 443844364209990656,0.02304,0.047896,17.3847663888771,0.0021920947066291527,2.864680529041827,0.029205772969075252,0.287,1
Gaia DR2 443830753459802112,0.030529,-0.027712,17.29924445678857,0.00203929365300736,2.0772399977220566,0.015469276834248352,0.285,1
Gaia DR2 443842852381519360,-0.000266,0.017973,15.472678427445796,0.0019540089658937965,1.7981274592885406,0.0043464559695725975,0.284,1
Gaia DR2 443830826473126144,-0.007504,-0.0508,17.00727687623256,0.0021139805201821566,2.1561476978652525,0.010452930512893411,0.284,1
Gaia DR2 443830757753627392,0.030006,-0.026143,18.343890865795657,0.0024518954764874566,2.2353427639238816,0.03423483183080169,0.283,1
Gaia DR2 443830689034157056,0.035434,-0.040332,16.19802268549401,0.0019438183660154755,3.1308616276735854,0.01205172319941294,0.281,1
Gaia DR2 443844261126227840,0.015917,0.009311,16.55466926780416,0.0020055232482244917,2.902303747366531,0.01704206044858119,0.281,1
Gaia DR2 443842779368228736,0.006312,0.000382,16.853017314537347,0.0020252258952659316,2.9111222024184755,0.014305567132203415,0.281,1
Gaia DR2 443831032631534848,0.008969,-0.015209,17.60261311087693,0.002184910925705,2.2909517931334555,0.0218723995001145,0.281,1
Gaia DR2 443832166502897664,0.039256,-0.024771,17.81489032002,0.0022451444227288278,2.0984613337643445,0.01543765826818308,0.281,1
Gaia DR2 443843810154647424,-0.04945,0.030194,17.911000317718543,0.0025144044846086137,2.154696103974402,0.033338231031230035,0.281,1
