metal log(age) E_BV dm mass
0.03100 9.82000 1.06572 12.27399 2000.00000
0.04700 9.76750 1.06607 12.27399 2000.00000
0.04700 9.76000 1.06535 12.27399 2000.00000
0.04700 9.75250 1.06488 12.24949 2000.00000
0.04700 9.77490 1.06012 12.24949 1900.00000
0.04700 9.77490 1.06012 12.24949 1900.00000
0.04700 9.77490 1.06012 12.24949 2000.00000
0.04700 9.77490 1.09621 12.28619 2000.00000
0.04700 9.74490 1.07397 12.28619 2100.00000
0.03100 9.74490 1.06591 12.36820 2100.00000
0.03100 9.83490 1.05718 12.14487 2100.00000
0.03100 9.82000 1.06535 12.55676 2100.00000
0.02900 9.82000 1.06535 12.55676 1900.00000
0.03100 9.77490 1.08627 12.26507 1900.00000
0.03100 9.77490 1.14346 12.26507 2100.00000
0.03100 9.77490 1.06822 12.27753 2100.00000
0.03100 9.77490 1.05936 12.27753 2100.00000
0.04500 9.82000 1.06720 12.27753 2100.00000
0.04500 9.84240 1.06922 12.27753 2100.00000
0.04500 9.78250 1.06748 12.26408 2100.00000
0.04700 9.77490 1.06059 12.26408 2100.00000
0.03100 9.78250 1.06059 12.23051 2000.00000
0.03100 9.78250 1.06059 12.25773 2000.00000
0.03100 9.77490 1.05677 12.25023 2100.00000
0.03100 9.84240 1.09667 12.25023 2100.00000
0.03300 9.75250 1.05974 12.25367 2100.00000
0.03100 9.83490 1.06662 12.25367 2100.00000
0.03100 9.83490 1.06661 12.25367 2100.00000
0.02900 9.84240 1.07955 12.25367 1800.00000
0.02900 9.84240 1.05906 12.39778 1800.00000
0.04500 9.84240 1.05937 12.40495 2100.00000
0.03100 9.84240 1.05937 12.26778 2100.00000
0.03100 9.84240 1.06198 12.24857 2100.00000
0.03100 9.76000 1.13661 12.26721 1800.00000
0.03100 9.78250 1.06611 12.26721 1800.00000
0.03100 9.77490 1.06611 12.26721 2000.00000
0.03100 9.84240 1.06611 12.26721 2000.00000
0.03100 9.75250 1.06609 12.26721 2000.00000
0.03100 9.75250 1.06609 12.29905 2000.00000
0.03100 9.77490 1.06491 12.24267 2000.00000
0.03100 9.82740 1.05998 12.24267 2000.00000
0.03100 9.82740 1.06627 12.32739 2000.00000
0.03100 9.82740 1.06620 12.25584 2100.00000
0.03100 9.82740 1.06353 12.15631 2100.00000
0.03100 9.84240 1.06353 12.15357 2100.00000
0.03100 9.84240 1.06353 12.25523 1900.00000
0.04300 9.84240 1.06605 12.25523 2100.00000
0.02100 9.84240 1.09615 12.25523 2100.00000
0.04500 9.84240 1.05964 12.26708 1900.00000
0.04700 9.84240 1.05964 12.26304 1900.00000
0.03100 9.76000 1.05964 12.20640 2000.00000
0.02900 9.75250 1.05964 12.20640 1900.00000
0.04700 9.78250 1.07648 12.20640 1800.00000
0.04700 9.78250 1.06298 12.25281 2100.00000
0.02900 9.76000 1.07227 12.26477 1800.00000
0.05100 9.78250 1.06563 12.26355 2100.00000
0.05100 9.75250 1.06409 12.26355 2100.00000
0.03100 9.84240 1.06409 12.29174 2100.00000
0.03100 9.77490 1.14413 12.26904 2100.00000
0.03100 9.76750 1.05975 12.24819 1800.00000
0.03100 9.84240 1.05975 12.26929 1800.00000
0.02900 9.84240 1.05975 12.26929 2100.00000
0.02900 9.84240 1.06308 12.23782 2100.00000
0.03300 9.75250 1.06308 12.23782 2100.00000
0.06000 9.76000 1.06780 12.23782 2100.00000
0.03100 9.76000 1.06759 12.23535 2100.00000
0.03100 9.76000 1.12796 12.15465 2100.00000
0.03100 9.76000 1.06092 12.26904 2100.00000
0.03100 9.84240 1.05493 12.22992 1900.00000
0.03100 9.84240 1.05493 12.22992 2100.00000
0.02900 9.83490 1.06691 12.27574 2100.00000
0.04500 9.83490 1.05973 12.26005 1900.00000
0.02900 9.77490 1.06531 12.28030 2100.00000
0.03100 9.77490 1.06531 12.27275 2300.00000
0.02900 9.77490 1.05786 12.24918 2100.00000
0.04300 9.83490 1.05975 12.24682 2100.00000
0.04700 9.82000 1.07516 12.24682 2000.00000
0.04700 9.82740 1.07426 12.24324 2000.00000
0.04700 9.76750 1.05993 12.27768 2000.00000
0.03100 9.82000 1.05993 12.27768 2000.00000
0.04300 9.82000 1.06960 12.27935 2100.00000
0.04300 9.82000 1.06672 12.55676 2100.00000
0.04300 9.82740 1.06672 12.55676 1800.00000
0.04300 9.67000 1.06672 12.23782 2100.00000
0.04300 9.67000 1.09621 12.23782 1800.00000
0.03100 9.67000 1.06824 12.27381 1800.00000
0.03100 9.67000 1.07335 12.27097 2100.00000
0.02900 9.67000 1.06682 12.27108 2100.00000
0.03900 9.84240 1.06041 12.27108 1900.00000
0.03100 9.76750 1.06041 12.27108 1900.00000
0.03100 9.76750 1.06041 12.27108 2100.00000
0.03100 9.76750 1.06041 12.27108 2100.00000
0.03100 9.83490 1.07184 12.39186 2100.00000
0.03100 9.83490 1.06561 12.24761 2100.00000
0.03100 9.84240 1.05917 12.25003 2100.00000
0.03100 9.76000 1.05970 12.25003 2100.00000
0.03100 9.83490 1.05795 12.25003 2100.00000
0.03100 9.75250 1.09625 12.29589 2000.00000
0.04700 9.66250 1.05497 12.24946 2100.00000
0.04700 9.84240 1.05497 12.28112 2100.00000
0.04700 9.84240 1.13343 12.28112 2100.00000
0.05100 9.67000 1.06555 12.26406 2100.00000
0.02700 9.83490 1.06555 12.24498 1800.00000
0.02700 9.84240 1.06575 12.20425 1800.00000
0.02700 9.83490 1.05981 12.20425 2100.00000
0.02700 9.82000 1.07369 12.20425 2100.00000
0.02700 9.78250 1.07169 12.27471 2100.00000
0.03100 9.77490 1.07169 12.27312 2100.00000
0.03100 9.77490 1.07169 12.26979 2100.00000
0.03100 9.77490 1.06584 12.27692 2100.00000
0.03100 9.77490 1.06585 12.32860 2000.00000
0.03100 9.82000 1.06585 12.32860 2000.00000
0.03100 9.84240 1.06343 12.28674 2000.00000
0.05100 9.84240 1.05858 12.28728 2100.00000
0.02100 9.77490 1.07335 12.27094 2100.00000
0.02100 9.77490 1.05963 12.32693 2100.00000
0.04300 9.77490 1.05537 12.32693 2000.00000
0.02900 9.77490 1.05537 12.24960 2100.00000
0.02900 9.83490 1.05537 12.24960 2100.00000
0.02900 9.76000 1.05537 12.24253 1800.00000
0.04500 9.76000 1.05537 12.25571 1800.00000
0.04500 9.84240 1.05537 12.25387 1800.00000
0.03100 9.84240 1.05537 12.27759 2000.00000
0.03100 9.78250 1.05537 12.27759 2000.00000
0.05100 9.67000 1.05537 12.27759 2000.00000
0.04300 9.77490 1.05537 12.27759 2000.00000
0.03100 9.77490 1.06567 12.27759 2000.00000
0.01100 9.77490 1.07215 12.27759 2100.00000
0.03100 9.78250 1.06873 12.27759 2100.00000
0.03100 9.83490 1.06526 12.27179 2100.00000
0.03100 9.82740 1.06523 12.27179 2100.00000
0.03100 9.78250 1.06437 12.27517 2100.00000
0.03100 9.82000 1.06461 12.27517 2000.00000
0.03100 9.76000 1.06461 12.27517 2100.00000
0.03100 9.76000 1.06633 12.14884 2100.00000
0.03100 9.76000 1.06633 12.14884 1900.00000
0.03100 9.76000 1.06633 12.37660 2000.00000
0.02900 9.84240 1.06633 12.29639 2100.00000
0.03100 9.77490 1.06672 12.40070 2100.00000
0.03100 9.77490 1.06672 12.25439 2100.00000
0.02100 9.75250 1.06672 12.22890 2100.00000
0.04300 9.82000 1.06672 12.46406 2100.00000
0.04500 9.82000 1.07369 12.20285 2100.00000
0.03100 9.76000 1.07369 12.20285 2100.00000
0.04700 9.67000 1.07369 12.20285 2100.00000
0.04300 9.67000 1.07369 12.20285 2100.00000
0.04100 9.67000 1.06656 12.20285 2100.00000
0.05100 9.78250 1.05963 12.20285 1800.00000
0.03100 9.82740 1.06483 12.27332 2100.00000
0.03100 9.82740 1.06483 12.27332 1900.00000
0.03100 9.82740 1.06483 12.26512 1900.00000
0.05100 9.82740 1.13336 12.26742 2000.00000
0.04900 9.82740 1.14289 12.25522 2000.00000
0.04700 9.76000 1.05751 12.25385 2100.00000
0.03100 9.84240 1.05703 12.25515 2100.00000
0.03100 9.76750 1.06676 12.25515 2100.00000
0.04300 9.83490 1.06676 12.25357 1900.00000
0.03100 9.67000 1.06676 12.25834 2000.00000
0.04700 9.82740 1.06676 12.17268 1900.00000
0.04700 9.76000 1.05937 12.20243 2100.00000
0.02900 9.76000 1.05937 12.20243 2000.00000
0.02900 9.82740 1.06585 12.26490 2100.00000
0.04900 9.77490 1.06566 12.26490 2100.00000
0.01100 9.77490 1.06352 12.25187 1900.00000
0.01100 9.77490 1.06352 12.26786 1900.00000
0.04300 9.77490 1.09594 12.26786 2100.00000
0.02900 9.84240 1.09594 12.37660 1900.00000
0.02900 9.84240 1.06658 12.39703 1900.00000
0.03100 9.84240 1.06658 12.26826 2100.00000
0.03100 9.77490 1.05973 12.26826 2100.00000
0.04300 9.84240 1.05973 12.26826 2100.00000
0.04300 9.84240 1.05973 12.24480 1900.00000
0.04300 9.83490 1.05973 12.15303 1900.00000
0.02100 9.84240 1.06046 12.26831 2100.00000
0.02900 9.78250 1.06046 12.26687 2000.00000
0.02900 9.83490 1.06046 12.27335 1900.00000
0.02900 9.83490 1.07361 12.27335 2100.00000
0.04300 9.83490 1.05762 12.24845 2100.00000
0.01500 9.84240 1.06006 12.26917 2100.00000
0.04300 9.84240 1.12976 12.53580 1800.00000
0.04700 9.84240 1.05533 12.32860 1800.00000
0.04700 9.84240 1.06934 12.26713 2100.00000
0.02700 9.76000 1.06131 12.24273 2100.00000
0.02900 9.76000 1.06899 12.27552 2100.00000
0.01100 9.76000 1.06899 12.23199 2100.00000
0.04700 9.82000 1.14292 12.48566 2100.00000
0.04700 9.82740 1.05943 12.27854 2100.00000
0.04700 9.82740 1.05943 12.27886 2100.00000
0.04500 9.82740 1.05943 12.25876 2100.00000
0.04500 9.78250 1.05930 12.25876 2100.00000
0.02100 9.78250 1.05930 12.30307 2100.00000
0.04500 9.76000 1.06755 12.23199 1800.00000
0.04700 9.83490 1.07210 12.15169 1800.00000
0.04700 9.75250 1.07210 12.39703 2100.00000
0.04700 9.75250 1.14262 12.23483 2100.00000
0.04700 9.75250 1.14262 12.28421 2100.00000
0.02700 9.74490 1.05559 12.28421 2100.00000
0.02700 9.76750 1.05559 12.16986 2100.00000
0.02700 9.78250 1.05559 12.16986 2100.00000
0.03100 9.78250 1.05559 12.16986 2000.00000
0.03100 9.78250 1.06289 12.17221 2100.00000
0.03100 9.78250 1.06575 12.25185 1800.00000
0.03100 9.75250 1.07275 12.25185 1800.00000
0.03100 9.76000 1.06822 12.21833 2100.00000
0.03100 9.84240 1.06861 12.24895 1900.00000
0.03100 9.84240 1.06193 12.26623 2100.00000
0.04300 9.84240 1.06193 12.26617 2100.00000
0.03100 9.76750 1.05912 12.26617 2100.00000
0.04300 9.76750 1.07324 12.20767 2100.00000
0.03300 9.83490 1.09620 12.20767 2100.00000
0.02700 9.83490 1.05794 12.20767 2100.00000
0.02700 9.83490 1.05794 12.20767 2100.00000
0.02700 9.79740 1.05890 12.20767 1800.00000
0.04300 9.79740 1.06566 12.20767 2100.00000
0.03100 9.76750 1.08606 12.20767 2100.00000
0.03100 9.76750 1.06627 12.20767 2100.00000
0.03100 9.76750 1.06409 12.20767 2100.00000
0.03100 9.67000 1.05914 12.26978 2100.00000
0.03100 9.76750 1.05914 12.26703 2000.00000
0.03100 9.76750 1.05914 12.24786 2100.00000
0.03100 9.76000 1.05914 12.27335 1900.00000
0.03100 9.76750 1.05953 12.27335 2000.00000
0.03100 9.76750 1.06416 12.27335 2000.00000
0.03100 9.82740 1.05937 12.27335 1800.00000
0.03100 9.77490 1.05937 12.27335 1800.00000
0.03100 9.82000 1.05937 12.27335 2100.00000
0.02900 9.83490 1.05937 12.27335 2100.00000
0.02900 9.78250 1.06033 12.27335 1900.00000
0.03100 9.75250 1.05968 12.27335 2000.00000
0.03100 9.79740 1.05968 12.27198 1800.00000
0.03100 9.82740 1.05968 12.27198 1800.00000
0.04700 9.77490 1.05922 12.27198 2100.00000
0.04700 9.77490 1.05996 12.28231 2000.00000
0.04700 9.77490 1.06562 12.26598 2000.00000
0.02900 9.77490 1.06625 12.26598 2100.00000
0.04300 9.77490 1.06621 12.28897 1800.00000
0.02900 9.77490 1.05995 12.30819 2100.00000
0.02900 9.77490 1.05995 12.28748 2100.00000
0.04700 9.77490 1.07459 12.24981 2100.00000
0.04700 9.77490 1.07459 12.24415 2100.00000
0.03100 9.77490 1.07459 12.24428 2100.00000
0.03100 9.77490 1.07459 12.24686 2100.00000
0.04300 9.84240 1.06827 12.24686 2100.00000
0.03100 9.84240 1.06827 12.26598 2300.00000
0.03100 9.84240 1.06827 12.26598 1800.00000
0.03100 9.84240 1.06827 12.53790 2000.00000
0.03100 9.84240 1.05958 12.27234 2000.00000
0.03100 9.78250 1.05958 12.15287 2100.00000
0.03100 9.84240 1.05991 12.25308 2000.00000
0.03100 9.84240 1.07459 12.24529 2000.00000
0.02900 9.82000 1.06024 12.26709 2000.00000
0.02900 9.82000 1.06024 12.26709 2000.00000
0.02900 9.77490 1.06465 12.28007 2000.00000
0.02900 9.77490 1.05965 12.25901 2000.00000
0.04500 9.77490 1.05965 12.24363 2000.00000
0.01300 9.77490 1.05965 12.24363 2000.00000
0.03100 9.78250 1.14215 12.26753 2000.00000
0.03100 9.79740 1.07354 12.15807 2000.00000
0.03100 9.82740 1.07344 12.25717 2100.00000
0.03100 9.82000 1.06163 12.39490 2100.00000
0.02900 9.82000 1.06163 12.28173 2100.00000
0.02900 9.83490 1.05886 12.25884 2100.00000
0.03100 9.76000 1.05618 12.26579 2100.00000
0.02900 9.76000 1.05618 12.26579 2000.00000
0.04300 9.76750 1.05618 12.26579 2100.00000
0.05300 9.84240 1.07462 12.26579 2100.00000
0.04100 9.75250 1.07474 12.26805 2100.00000
0.04700 9.75250 1.05989 12.26824 2100.00000
0.05100 9.84240 1.07347 12.40422 2100.00000
0.05100 9.84240 1.05526 12.24777 2100.00000
0.04300 9.84240 1.05526 12.15287 2100.00000
0.03100 9.75250 1.05526 12.15287 2100.00000
0.01500 9.78250 1.06827 12.26222 2100.00000
0.04500 9.83490 1.06220 12.29102 2100.00000
0.03100 9.83490 1.06410 12.29057 2100.00000
0.03100 9.82000 1.08594 12.15049 2100.00000
0.03100 9.82000 1.06846 12.26638 2100.00000
0.03100 9.84240 1.06846 12.28094 2100.00000
0.03100 9.78250 1.12800 12.27384 2100.00000
0.03100 9.78250 1.12798 12.32663 1800.00000
0.03100 9.84240 1.06877 12.26157 2100.00000
0.03100 9.84240 1.05559 12.26157 2100.00000
0.03100 9.84240 1.05559 12.26157 2100.00000
0.02900 9.84240 1.05559 12.26145 2100.00000
0.02900 9.84240 1.05559 12.31090 2100.00000
0.03100 9.84240 1.06647 12.45691 1800.00000
0.03100 9.84240 1.05897 12.26881 2100.00000
0.04700 9.84240 1.06557 12.27094 2100.00000
0.04700 9.83490 1.06566 12.27094 2100.00000
0.04700 9.77490 1.05866 12.27094 2100.00000
0.04700 9.82740 1.06524 12.23787 2100.00000
0.04700 9.82740 1.06546 12.23787 2100.00000
0.04700 9.75250 1.05953 12.15807 2100.00000
0.04700 9.78250 1.07353 12.26700 2100.00000
0.04700 9.82740 1.07353 12.26700 2100.00000
0.04700 9.82740 1.05933 12.26700 2100.00000
0.04700 9.77490 1.05933 12.26700 2100.00000
