#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
149     17.3410 0.4831  -0.0371 0.0021  0.0179  0.0100  1.6727   1.6727   0.8727   3.8816   4.2670   2.5885  
150     17.1993 0.4517  -0.0389 0.0021  0.0163  0.0094  1.7276   1.7276   0.9342   3.8937   4.2677   2.4348  
151     17.0153 0.4043  -0.0429 0.0020  0.0144  0.0088  1.8044   1.8044   1.0163   3.9092   4.2669   2.2295  
152     17.2328 0.5036  -0.0127 0.0021  0.0166  0.0096  1.7166   1.7166   0.9221   3.8913   4.2676   2.4651  
153     17.1757 0.4717  -0.0243 0.0021  0.0160  0.0093  1.7386   1.7386   0.9462   3.8960   4.2677   2.4045  
154     16.8497 0.3510  -0.0519 0.0020  0.0128  0.0082  1.8782   1.8782   1.0911   3.9227   4.2634   2.0423  
155     16.7783 0.3227  -0.0601 0.0020  0.0121  0.0080  1.9111   1.9111   1.1233   3.9283   4.2609   1.9620  
156     16.8009 0.3282  -0.0602 0.0020  0.0123  0.0081  1.9001   1.9001   1.1127   3.9264   4.2617   1.9888  
157     16.7339 0.3150  -0.0583 0.0020  0.0117  0.0079  1.9330   1.9330   1.1445   3.9319   4.2593   1.9088  
158     16.6385 0.2993  -0.0548 0.0020  0.0109  0.0076  1.9819   1.9819   1.1908   3.9396   4.2548   1.7928  
159     16.7806 0.3369  -0.0507 0.0020  0.0121  0.0080  1.9111   1.9111   1.1233   3.9283   4.2609   1.9620  
160     16.4437 0.2414  -0.0694 0.0019  0.0094  0.0071  2.0855   2.0855   1.2854   3.9548   4.2431   1.5565  
161     16.4438 0.2419  -0.0691 0.0019  0.0094  0.0071  2.0855   2.0855   1.2854   3.9548   4.2431   1.5565  
162     16.5033 0.2272  -0.0884 0.0019  0.0099  0.0073  2.0493   2.0493   1.2530   3.9497   4.2475   1.6375  
163     16.2560 0.2024  -0.0758 0.0019  0.0080  0.0067  2.1952   2.1952   1.3812   3.9696   4.2286   1.3173  
164     16.2935 0.2139  -0.0716 0.0019  0.0083  0.0068  2.1732   2.1732   1.3623   3.9667   4.2316   1.3643  
165     16.1195 0.1888  -0.0716 0.0019  0.0070  0.0064  2.2821   2.2820   1.4541   3.9803   4.2154   1.1346  
166     16.0743 0.1831  -0.0702 0.0019  0.0067  0.0064  2.3116   2.3116   1.4783   3.9838   4.2107   1.0740  
167     15.9385 0.1513  -0.0845 0.0019  0.0059  0.0061  2.4003   2.4003   1.5492   3.9940   4.1968   0.8970  
168     15.9390 0.1526  -0.0831 0.0019  0.0059  0.0061  2.4003   2.4003   1.5492   3.9940   4.1968   0.8970  
169     15.8601 0.1421  -0.0842 0.0019  0.0054  0.0060  2.4540   2.4541   1.5919   4.0002   4.1886   0.7908  
170     15.8613 0.1456  -0.0804 0.0019  0.0054  0.0060  2.4540   2.4541   1.5919   4.0002   4.1886   0.7908  
171     15.6787 0.1228  -0.0847 0.0019  0.0044  0.0057  2.5798   2.5799   1.6890   4.0129   4.1643   0.5477  
172     15.7545 0.1283  -0.0872 0.0019  0.0048  0.0058  2.5268   2.5268   1.6483   4.0077   4.1750   0.6495  
173     15.5093 0.1055  -0.0901 0.0019  0.0035  0.0055  2.6964   2.6964   1.7771   4.0239   4.1394   0.3273  
174     15.6089 0.1185  -0.0810 0.0019  0.0040  0.0056  2.6291   2.6291   1.7267   4.0178   4.1544   0.4532  
175     15.3486 0.0949  -0.0888 0.0018  0.0027  0.0053  2.8099   2.8099   1.8605   4.0336   4.1125   0.1191  
176     15.2197 0.0885  -0.0830 0.0018  0.0021  0.0051  2.9013   2.9013   1.9268   4.0407   4.0884   -0.0475 
177     15.1107 0.0795  -0.0875 0.0018  0.0017  0.0050  2.9748   2.9748   1.9797   4.0458   4.0669   -0.1797 
178     14.7619 0.0633  -0.0956 0.0018  0.0003  0.0047  3.2050   3.2050   2.1432   4.0584   3.9860   -0.5878 
179     14.4675 0.0604  -0.1015 0.0018  -0.0007 0.0045  3.3822   3.3822   2.2687   4.0627   3.9015   -0.9014 
180     14.7646 0.0637  -0.0886 0.0018  0.0003  0.0047  3.2050   3.2050   2.1432   4.0584   3.9860   -0.5878 
181     14.1876 0.0607  -0.0918 0.0018  -0.0016 0.0044  3.5344   3.5344   2.3775   4.0609   3.8046   -1.1734 
182     13.1040 1.4490  0.2107  0.0018  -0.0040 0.0039  4.0041   4.0040   2.6465   3.6705   2.0279   -1.8467 
183     12.9330 1.5171  0.2191  0.0018  -0.0043 0.0039  4.0824   4.0824   2.7295   3.6603   1.9128   -2.0539 
