metal log(age) E_BV dm mass
0.03500 8.44000 0.97496 12.96650 400.00000
0.05100 9.65500 0.97496 13.74084 400.00000
0.05700 9.61700 0.97496 13.74084 400.00000
0.05300 7.93000 0.97496 13.11833 400.00000
0.05300 8.14800 0.87787 13.44273 900.00000
0.04700 7.07500 0.87787 13.44273 900.00000
0.04700 7.07500 0.95106 13.44273 400.00000
0.06000 7.07500 0.92109 13.44273 400.00000
0.03300 7.09800 0.74573 13.47215 4200.00000
0.03100 7.30000 0.74573 13.47215 4200.00000
0.03100 7.30000 0.96172 13.47215 400.00000
0.05500 7.70500 0.96287 13.14089 400.00000
0.03900 7.09000 0.92469 13.14089 300.00000
0.03500 7.09000 0.76574 13.26360 2800.00000
0.03500 7.93000 0.92995 13.26360 400.00000
0.03500 7.04500 0.81165 12.99126 2700.00000
0.03500 7.04500 0.97694 12.99126 400.00000
0.05500 7.04500 0.97694 12.99126 400.00000
0.04500 7.04500 0.97694 13.52477 400.00000
0.04500 7.03800 0.95870 13.52477 400.00000
0.02300 7.03800 0.97608 13.52477 400.00000
0.00900 7.45000 0.97608 13.52477 400.00000
0.05100 7.84800 0.97608 13.26458 400.00000
0.04300 7.06800 0.96263 12.98274 400.00000
0.04300 7.06000 0.88187 12.98733 800.00000
0.04300 7.48000 0.90554 12.87199 600.00000
0.04300 8.04300 0.96027 12.87199 400.00000
0.04300 8.04300 0.89343 12.87199 900.00000
0.04500 7.21000 0.86988 13.53122 800.00000
0.05100 8.92700 0.97151 13.53122 400.00000
0.05500 7.24000 0.89321 13.49508 1300.00000
0.05700 7.31500 0.89321 13.49508 1300.00000
0.05700 7.05300 0.89321 13.49508 1300.00000
0.05700 7.12700 0.89321 13.49508 1300.00000
0.05700 8.19300 0.87595 13.93100 900.00000
0.05700 7.03000 0.87595 13.05113 900.00000
0.05300 7.03000 0.88735 13.05113 1100.00000
0.04100 7.03000 0.88735 13.54356 1100.00000
0.04100 7.03000 0.88735 13.20854 1100.00000
0.04100 7.30800 0.85078 12.31884 1700.00000
0.01300 9.63200 0.92328 13.36056 800.00000
0.05700 7.45000 0.97372 12.82420 400.00000
0.03700 7.45000 0.97372 12.82420 400.00000
0.03700 7.12000 0.97372 12.82420 400.00000
0.05900 7.12000 0.97372 12.82420 400.00000
0.06000 7.16500 0.89016 13.32813 800.00000
0.03900 7.12000 0.87360 13.05117 600.00000
0.05500 7.11300 0.96317 13.41157 400.00000
0.05500 7.11300 0.96317 13.26360 400.00000
0.03500 7.11300 0.93755 13.26360 300.00000
0.05500 9.57200 0.95620 13.26360 400.00000
0.02900 9.68500 0.93263 13.26360 300.00000
0.04700 9.68500 0.93263 13.26360 300.00000
0.05900 9.68500 0.93263 13.26360 300.00000
0.03100 7.24800 0.87096 13.26360 500.00000
0.03100 7.24800 0.96137 13.26360 400.00000
0.03100 8.94200 0.96836 13.85428 700.00000
0.03100 7.39800 0.96836 12.45690 700.00000
0.03900 7.21000 0.92134 12.97317 400.00000
0.05300 7.21000 0.96040 12.97317 400.00000
0.05300 7.21000 0.89093 12.45969 300.00000
0.05300 7.21000 0.96096 12.96873 400.00000
0.03700 7.21000 0.96096 13.06935 400.00000
0.01300 7.12700 0.90744 13.44656 400.00000
0.04700 9.62500 0.89314 13.44656 1100.00000
0.05900 7.39800 0.96124 13.49508 400.00000
0.05300 7.33000 0.89740 13.26524 1100.00000
0.05100 9.10000 0.89394 13.09953 900.00000
0.04100 7.90800 0.89394 13.09953 900.00000
0.04100 7.90800 0.97607 13.27949 400.00000
0.03300 7.86300 0.97607 12.48796 400.00000
0.03300 7.09800 0.97607 12.74379 400.00000
0.03300 7.23300 0.97607 13.24125 400.00000
0.02300 7.11300 0.97607 12.80567 400.00000
0.04500 7.99800 0.97607 13.22968 400.00000
0.04500 7.12700 0.97607 13.73198 400.00000
0.04500 7.66800 0.94062 12.65868 400.00000
0.04300 7.08200 0.75397 12.65868 3400.00000
0.05300 7.08200 0.79902 12.65868 3700.00000
0.05900 7.41300 0.91709 12.65868 1100.00000
0.05900 8.03500 0.91709 13.19611 1100.00000
0.05100 7.05300 0.96021 13.10471 700.00000
0.04500 7.09800 0.96318 13.10471 300.00000
0.03700 7.09800 0.84363 13.28528 1000.00000
0.03300 7.21000 0.84363 13.12129 1000.00000
0.05300 7.21000 0.84363 12.93467 1000.00000
0.05300 7.21000 0.88012 13.16238 900.00000
0.05500 7.21000 0.88918 13.16238 1500.00000
