#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      19.6069 2.0997  0.4660  0.0062  0.0994  0.0131  1.0125   1.0125   -0.1892  3.7326   4.5148   5.2431  
11      19.6126 2.1920  0.4781  0.0062  0.0994  0.0131  1.0125   1.0125   -0.1892  3.7326   4.5148   5.2431  
12      19.5948 1.9065  0.4405  0.0062  0.0994  0.0131  1.0125   1.0125   -0.1892  3.7326   4.5148   5.2431  
13      19.7646 2.0637  0.4655  0.0070  0.1058  0.0143  0.9852   0.9852   -0.2481  3.7252   4.5326   5.3906  
14      19.3010 1.9637  0.4417  0.0050  0.0883  0.0112  1.0655   1.0655   -0.0779  3.7458   4.4787   4.9645  
15      19.1128 1.9709  0.4386  0.0044  0.0818  0.0102  1.1011   1.1011   -0.0059  3.7537   4.4526   4.7844  
16      19.1037 1.8019  0.4175  0.0044  0.0818  0.0102  1.1011   1.1011   -0.0059  3.7537   4.4526   4.7844  
17      19.1102 1.9226  0.4325  0.0044  0.0818  0.0102  1.1011   1.1011   -0.0059  3.7537   4.4526   4.7844  
18      19.2199 2.0845  0.4552  0.0047  0.0852  0.0107  1.0820   1.0819   -0.0445  3.7495   4.4668   4.8809  
19      19.3722 2.0498  0.4538  0.0052  0.0907  0.0116  1.0534   1.0534   -0.1029  3.7428   4.4869   5.0269  
110     19.5197 2.0623  0.4586  0.0058  0.0961  0.0125  1.0273   1.0272   -0.1578  3.7363   4.5047   5.1643  
111     19.4359 2.0043  0.4490  0.0055  0.0931  0.0120  1.0414   1.0413   -0.1278  3.7399   4.4951   5.0893  
112     19.4332 1.9593  0.4432  0.0055  0.0931  0.0120  1.0414   1.0413   -0.1278  3.7399   4.4951   5.0893  
113     19.2099 1.9020  0.4322  0.0047  0.0852  0.0107  1.0820   1.0819   -0.0445  3.7495   4.4668   4.8809  
114     19.3075 2.0793  0.4564  0.0050  0.0883  0.0112  1.0655   1.0655   -0.0779  3.7458   4.4787   4.9645  
115     19.3036 2.0089  0.4475  0.0050  0.0883  0.0112  1.0655   1.0655   -0.0779  3.7458   4.4787   4.9645  
116     18.7231 1.9054  0.4227  0.0035  0.0694  0.0086  1.1777   1.1776   0.1427   3.7690   4.3944   4.4133  
117     18.8163 1.9025  0.4240  0.0037  0.0723  0.0090  1.1585   1.1585   0.1066   3.7654   4.4090   4.5035  
