#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      19.6858 2.3895  0.6109  0.0047  0.0947  0.0143  1.0954   1.0954   -0.0153  3.7519   4.4524   4.8085  
11      19.9960 2.4309  0.6225  0.0057  0.1111  0.0172  1.0384   1.0384   -0.1319  3.7389   4.4937   5.0994  
12      19.8942 2.4530  0.6243  0.0053  0.1053  0.0161  1.0569   1.0569   -0.0934  3.7433   4.4810   5.0039  
13      19.7840 2.3030  0.5996  0.0050  0.0999  0.0152  1.0762   1.0761   -0.0543  3.7476   4.4667   4.9062  
14      19.8013 2.6471  0.6518  0.0050  0.0999  0.0152  1.0762   1.0761   -0.0543  3.7476   4.4667   4.9062  
15      19.7848 2.3191  0.6021  0.0050  0.0999  0.0152  1.0762   1.0761   -0.0543  3.7476   4.4667   4.9062  
16      19.6830 2.3338  0.6025  0.0047  0.0947  0.0143  1.0954   1.0954   -0.0153  3.7519   4.4524   4.8085  
17      19.6784 2.2408  0.5885  0.0047  0.0947  0.0143  1.0954   1.0954   -0.0153  3.7519   4.4524   4.8085  
18      19.6840 2.3547  0.6057  0.0047  0.0947  0.0143  1.0954   1.0954   -0.0153  3.7519   4.4524   4.8085  
19      20.0014 2.5361  0.6388  0.0057  0.1111  0.0172  1.0384   1.0384   -0.1319  3.7389   4.4937   5.0994  
110     19.5943 2.3952  0.6104  0.0045  0.0902  0.0135  1.1129   1.1129   0.0197   3.7556   4.4392   4.7209  
111     19.3415 2.1310  0.5683  0.0039  0.0794  0.0118  1.1608   1.1608   0.1119   3.7649   4.4025   4.4903  
112     19.1629 2.1915  0.5742  0.0036  0.0720  0.0107  1.1993   1.1992   0.1823   3.7716   4.3731   4.3141  
113     19.5965 2.4385  0.6169  0.0045  0.0902  0.0135  1.1129   1.1129   0.0197   3.7556   4.4392   4.7209  
114     19.2608 2.3340  0.5970  0.0038  0.0757  0.0112  1.1801   1.1800   0.1471   3.7682   4.3878   4.4022  
115     19.1671 2.2761  0.5868  0.0036  0.0720  0.0107  1.1993   1.1992   0.1823   3.7716   4.3731   4.3141  
116     19.2561 2.2399  0.5830  0.0038  0.0757  0.0112  1.1801   1.1800   0.1471   3.7682   4.3878   4.4022  
117     19.2586 2.2885  0.5902  0.0038  0.0757  0.0112  1.1801   1.1800   0.1471   3.7682   4.3878   4.4022  
118     19.1613 2.1593  0.5694  0.0036  0.0720  0.0107  1.1993   1.1992   0.1823   3.7716   4.3731   4.3141  
119     19.5096 2.2476  0.5876  0.0043  0.0866  0.0129  1.1282   1.1281   0.0494   3.7586   4.4275   4.6466  
120     19.3806 2.1883  0.5775  0.0040  0.0810  0.0120  1.1533   1.1532   0.0978   3.7635   4.4082   4.5254  
121     19.4110 2.4080  0.6105  0.0041  0.0818  0.0122  1.1493   1.1492   0.0903   3.7627   4.4113   4.5443  
122     19.3440 2.1798  0.5756  0.0039  0.0794  0.0118  1.1608   1.1608   0.1119   3.7649   4.4025   4.4903  
123     19.2598 2.3141  0.5940  0.0038  0.0757  0.0112  1.1801   1.1800   0.1471   3.7682   4.3878   4.4022  
124     19.4383 2.3717  0.6054  0.0041  0.0831  0.0124  1.1435   1.1434   0.0791   3.7616   4.4158   4.5724  
125     18.7443 2.1422  0.5650  0.0030  0.0571  0.0087  1.2955   1.2954   0.3468   3.7862   4.3002   3.9028  
126     18.9940 2.2559  0.5820  0.0033  0.0655  0.0098  1.2378   1.2377   0.2497   3.7777   4.3437   4.1455  
127     18.9034 2.1442  0.5644  0.0032  0.0625  0.0094  1.2570   1.2569   0.2831   3.7807   4.3290   4.0621  
128     18.7445 2.1454  0.5655  0.0030  0.0571  0.0087  1.2955   1.2954   0.3468   3.7862   4.3002   3.9028  
129     18.9918 2.2127  0.5755  0.0033  0.0655  0.0098  1.2378   1.2377   0.2497   3.7777   4.3437   4.1455  
130     18.8207 2.0817  0.5554  0.0031  0.0597  0.0091  1.2763   1.2761   0.3149   3.7834   4.3146   3.9824  
131     18.6814 2.0751  0.5549  0.0030  0.0552  0.0085  1.3100   1.3098   0.3705   3.7882   4.2894   3.8435  
132     19.0721 2.1198  0.5624  0.0035  0.0687  0.0103  1.2185   1.2184   0.2163   3.7747   4.3584   4.2289  
133     19.0711 2.1002  0.5595  0.0035  0.0687  0.0103  1.2185   1.2184   0.2163   3.7747   4.3584   4.2289  
134     18.9041 2.1582  0.5665  0.0032  0.0625  0.0094  1.2570   1.2569   0.2831   3.7807   4.3290   4.0621  
135     18.7452 2.1592  0.5676  0.0030  0.0571  0.0087  1.2955   1.2954   0.3468   3.7862   4.3002   3.9028  
136     18.6861 2.1626  0.5684  0.0030  0.0552  0.0085  1.3100   1.3098   0.3705   3.7882   4.2894   3.8435  
137     18.3328 2.1130  0.5603  0.0026  0.0449  0.0073  1.3994   1.3993   0.5107   3.7994   4.2228   3.4935  
138     18.5317 2.1083  0.5594  0.0028  0.0505  0.0080  1.3480   1.3479   0.4311   3.7932   4.2613   3.6921  
139     18.5308 2.0923  0.5568  0.0028  0.0505  0.0080  1.3480   1.3479   0.4311   3.7932   4.2613   3.6921  
140     18.3297 2.0602  0.5517  0.0026  0.0449  0.0073  1.3994   1.3993   0.5107   3.7994   4.2228   3.4935  
141     18.4118 2.1944  0.5732  0.0027  0.0469  0.0076  1.3802   1.3800   0.4811   3.7971   4.2373   3.5674  
142     18.5740 2.0957  0.5577  0.0028  0.0518  0.0081  1.3371   1.3370   0.4138   3.7918   4.2694   3.7355  
143     18.5314 2.1032  0.5586  0.0028  0.0505  0.0080  1.3480   1.3479   0.4311   3.7932   4.2613   3.6921  
144     18.5782 2.1714  0.5695  0.0028  0.0518  0.0081  1.3371   1.3370   0.4138   3.7918   4.2694   3.7355  
145     18.4073 2.1170  0.5607  0.0027  0.0469  0.0076  1.3802   1.3800   0.4811   3.7971   4.2373   3.5674  
146     18.4809 2.1035  0.5584  0.0028  0.0491  0.0078  1.3609   1.3608   0.4514   3.7948   4.2517   3.6413  
147     18.2041 2.0338  0.5464  0.0025  0.0416  0.0070  1.4322   1.4321   0.5599   3.8030   4.1981   3.3703  
148     17.9501 1.9882  0.5355  0.0024  0.0356  0.0064  1.5012   1.5010   0.6598   3.8098   4.1458   3.1202  
149     18.2695 2.1697  0.5698  0.0026  0.0431  0.0072  1.4167   1.4166   0.5370   3.8014   4.2098   3.4276  
150     18.1145 2.0665  0.5507  0.0025  0.0394  0.0068  1.4569   1.4568   0.5966   3.8057   4.1794   3.2788  
151     18.2045 2.0403  0.5475  0.0025  0.0416  0.0070  1.4322   1.4321   0.5599   3.8030   4.1981   3.3703  
152     17.9193 2.0565  0.5478  0.0024  0.0348  0.0063  1.5112   1.5111   0.6740   3.8106   4.1381   3.0849  
153     18.2017 1.9946  0.5398  0.0025  0.0416  0.0070  1.4322   1.4321   0.5599   3.8030   4.1981   3.3703  
154     17.9701 2.0884  0.5536  0.0024  0.0359  0.0064  1.4974   1.4972   0.6544   3.8095   4.1488   3.1337  
155     18.0573 2.0182  0.5422  0.0024  0.0380  0.0066  1.4718   1.4716   0.6178   3.8071   4.1682   3.2255  
156     17.6069 1.9795  0.5326  0.0022  0.0284  0.0058  1.6016   1.6016   0.7967   3.8177   4.0683   2.7784  
157     17.7497 2.0172  0.5407  0.0023  0.0312  0.0060  1.5595   1.5593   0.7406   3.8147   4.1011   2.9185  
158     17.7025 2.0087  0.5384  0.0023  0.0302  0.0059  1.5734   1.5733   0.7594   3.8158   4.0906   2.8715  
159     17.6574 2.0043  0.5376  0.0022  0.0293  0.0058  1.5869   1.5869   0.7773   3.8167   4.0799   2.8268  
160     17.8239 2.0388  0.5449  0.0023  0.0327  0.0061  1.5383   1.5382   0.7115   3.8130   4.1174   2.9911  
161     17.7773 1.9475  0.5276  0.0023  0.0319  0.0061  1.5499   1.5498   0.7275   3.8139   4.1084   2.9511  
162     17.7487 2.0035  0.5381  0.0023  0.0312  0.0060  1.5595   1.5593   0.7406   3.8147   4.1011   2.9185  
163     17.3046 2.0214  0.5421  0.0021  0.0228  0.0053  1.6951   1.6951   0.9189   3.8222   3.9892   2.4730  
164     17.3016 1.9891  0.5346  0.0021  0.0228  0.0053  1.6951   1.6951   0.9189   3.8222   3.9892   2.4730  
165     17.3039 2.0139  0.5404  0.0021  0.0228  0.0053  1.6951   1.6951   0.9189   3.8222   3.9892   2.4730  
166     17.4066 2.0296  0.5430  0.0021  0.0246  0.0055  1.6636   1.6636   0.8782   3.8210   4.0168   2.5749  
167     17.5301 2.0090  0.5389  0.0022  0.0269  0.0056  1.6255   1.6254   0.8282   3.8191   4.0491   2.6997  
168     17.4002 2.0361  0.5446  0.0021  0.0244  0.0055  1.6657   1.6657   0.8810   3.8211   4.0150   2.5679  
169     17.2216 1.9822  0.5333  0.0021  0.0215  0.0052  1.7198   1.7198   0.9507   3.8230   3.9668   2.3933  
170     17.2510 2.0224  0.5429  0.0021  0.0219  0.0053  1.7118   1.7118   0.9404   3.8228   3.9741   2.4189  
171     16.9501 1.9714  0.5302  0.0020  0.0173  0.0049  1.8051   1.8052   1.0582   3.8238   3.8835   2.1246  
172     17.0976 1.9652  0.5292  0.0021  0.0195  0.0051  1.7581   1.7582   0.9993   3.8238   3.9310   2.2722  
173     17.0759 2.0204  0.5437  0.0021  0.0191  0.0051  1.7668   1.7668   1.0102   3.8239   3.9226   2.2449  
174     17.0161 1.9924  0.5359  0.0020  0.0183  0.0050  1.7849   1.7849   1.0330   3.8241   3.9049   2.1880  
175     16.7618 1.9988  0.5386  0.0020  0.0147  0.0048  1.8666   1.8666   1.1342   3.8216   3.8133   1.9341  
176     16.7961 1.9783  0.5319  0.0020  0.0152  0.0048  1.8546   1.8546   1.1195   3.8223   3.8280   1.9714  
177     16.7365 2.0070  0.5416  0.0020  0.0144  0.0047  1.8751   1.8751   1.1446   3.8211   3.8030   1.9083  
178     16.6759 1.9906  0.5361  0.0020  0.0136  0.0047  1.8940   1.8940   1.1675   3.8198   3.7793   1.8511  
179     16.7061 1.9778  0.5321  0.0020  0.0140  0.0047  1.8836   1.8836   1.1550   3.8207   3.7928   1.8825  
180     16.5179 2.0229  0.5433  0.0019  0.0116  0.0046  1.9479   1.9479   1.2314   3.8141   3.7047   1.6919  
181     16.5183 2.0252  0.5442  0.0019  0.0116  0.0046  1.9479   1.9479   1.2314   3.8141   3.7047   1.6919  
182     16.3720 2.0504  0.5466  0.0019  0.0100  0.0045  1.9993   1.9992   1.2893   3.8046   3.6201   1.5470  
183     16.4440 2.0420  0.5477  0.0019  0.0108  0.0045  1.9738   1.9738   1.2610   3.8096   3.6628   1.6174  
184     16.0667 2.1160  0.5656  0.0019  0.0068  0.0043  2.0796   2.0796   1.4145   3.7957   3.4762   1.2342  
185     16.2721 2.1093  0.5614  0.0019  0.0089  0.0044  2.0374   2.0374   1.3322   3.7961   3.5510   1.4395  
186     16.1219 2.1334  0.5653  0.0019  0.0073  0.0044  2.0746   2.0746   1.3929   3.7917   3.4809   1.2881  
