#ID           G   (iP1-zP1)   e_G   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      20.8402 0.2467  0.0129  0.0581  0.8489   0.8489   -0.5652  3.6855   4.6261   6.1833  
11      20.5006 0.2002  0.0088  0.0496  0.9001   0.9001   -0.4508  3.7017   4.6014   5.8970  
12      20.6571 0.1449  0.0107  0.0537  0.8740   0.8740   -0.5090  3.6935   4.6140   6.0426  
13      20.1073 0.1824  0.0059  0.0411  0.9623   0.9623   -0.3138  3.7209   4.5706   5.5541  
14      20.3058 0.0315  0.0074  0.0457  0.9262   0.9262   -0.3926  3.7100   4.5888   5.7513  
15      19.9394 0.1449  0.0051  0.0380  0.9900   0.9900   -0.2550  3.7289   4.5561   5.4071  
16      19.9313 0.0845  0.0051  0.0380  0.9900   0.9900   -0.2550  3.7289   4.5561   5.4071  
17      20.3276 0.1674  0.0074  0.0457  0.9262   0.9262   -0.3926  3.7100   4.5888   5.7513  
18      19.8644 0.1699  0.0048  0.0366  1.0038   1.0038   -0.2262  3.7326   4.5484   5.3353  
19      20.3370 0.2255  0.0074  0.0457  0.9262   0.9262   -0.3926  3.7100   4.5888   5.7513  
110     19.3079 0.0758  0.0033  0.0282  1.1060   1.1060   -0.0213  3.7583   4.4881   4.8234  
111     19.6185 0.0453  0.0040  0.0327  1.0452   1.0452   -0.1407  3.7437   4.5249   5.1224  
112     19.5474 0.0541  0.0038  0.0316  1.0591   1.0591   -0.1134  3.7471   4.5166   5.0538  
113     19.5572 0.1358  0.0038  0.0316  1.0591   1.0591   -0.1134  3.7471   4.5166   5.0538  
114     19.3060 0.0597  0.0033  0.0282  1.1060   1.1060   -0.0213  3.7583   4.4881   4.8234  
115     19.3062 0.0615  0.0033  0.0282  1.1060   1.1060   -0.0213  3.7583   4.4881   4.8234  
116     18.9227 0.0821  0.0028  0.0234  1.1842   1.1842   0.1274   3.7757   4.4387   4.4519  
117     19.0553 0.1159  0.0029  0.0249  1.1581   1.1581   0.0778   3.7699   4.4552   4.5757  
118     19.3093 0.0879  0.0033  0.0282  1.1060   1.1060   -0.0213  3.7583   4.4881   4.8234  
119     18.7221 0.0320  0.0026  0.0213  1.2277   1.2277   0.2051   3.7844   4.4117   4.2573  
120     18.7240 0.0476  0.0026  0.0213  1.2277   1.2277   0.2051   3.7844   4.4117   4.2573  
121     18.7262 0.0656  0.0026  0.0213  1.2277   1.2277   0.2051   3.7844   4.4117   4.2573  
122     18.7232 0.0410  0.0026  0.0213  1.2277   1.2277   0.2051   3.7844   4.4117   4.2573  
123     18.2684 0.0571  0.0023  0.0172  1.3383   1.3383   0.3886   3.8047   4.3469   3.7984  
124     18.0805 0.0527  0.0023  0.0157  1.3901   1.3901   0.4636   3.8136   4.3236   3.6108  
125     18.3814 0.0678  0.0024  0.0181  1.3106   1.3106   0.3437   3.7999   4.3632   3.9106  
126     17.8561 0.0225  0.0022  0.0142  1.4517   1.4517   0.5519   3.8241   4.2965   3.3903  
127     17.7616 0.0322  0.0022  0.0136  1.4793   1.4793   0.5906   3.8289   4.2849   3.2936  
128     17.8105 0.0380  0.0022  0.0139  1.4655   1.4655   0.5713   3.8265   4.2907   3.3420  
129     17.6268 0.0283  0.0022  0.0127  1.5208   1.5208   0.6453   3.8360   4.2708   3.1569  
130     17.6249 0.0171  0.0022  0.0127  1.5208   1.5208   0.6453   3.8360   4.2708   3.1569  
131     17.2833 0.0133  0.0021  0.0109  1.6350   1.6350   0.7858   3.8581   4.2503   2.8057  
132     17.2282 -0.0001 0.0021  0.0106  1.6532   1.6532   0.8076   3.8619   4.2482   2.7507  
133     16.8189 -0.0246 0.0021  0.0088  1.8101   1.8101   0.9815   3.8938   4.2415   2.3167  
134     17.0309 -0.0221 0.0021  0.0097  1.7250   1.7250   0.8897   3.8767   4.2439   2.5460  
135     16.7159 -0.0483 0.0021  0.0084  1.8520   1.8520   1.0246   3.9018   4.2402   2.2087  
136     16.3851 -0.0626 0.0021  0.0072  2.0064   2.0064   1.1743   3.9281   4.2305   1.8343  
137     16.2072 -0.0622 0.0021  0.0067  2.1006   2.1006   1.2596   3.9423   4.2219   1.6207  
138     16.1356 -0.0740 0.0021  0.0065  2.1386   2.1386   1.2930   3.9477   4.2178   1.5378  
139     15.9578 -0.0603 0.0021  0.0060  2.2466   2.2466   1.3849   3.9621   4.2046   1.3071  
140     15.9311 -0.0728 0.0021  0.0059  2.2604   2.2604   1.3964   3.9638   4.2028   1.2785  
141     15.6491 -0.0733 0.0021  0.0052  2.4455   2.4455   1.5452   3.9858   4.1764   0.9073  
142     15.2191 -0.0824 0.0021  0.0044  2.7529   2.7529   1.7753   4.0176   4.1248   0.3319  
143     15.0201 -0.0803 0.0021  0.0040  2.9021   2.9021   1.8812   4.0308   4.0943   0.0670  
144     14.7051 -0.0836 0.0021  0.0035  3.1322   3.1322   2.0403   4.0479   4.0373   -0.3305 
145     13.3515 -0.0787 0.0021  0.0021  3.9403   3.9403   2.5876   4.0525   3.6078   -1.6991 
146     12.8273 0.2329  0.0021  0.0017  4.2064   4.2063   2.6769   3.6570   1.9650   -1.9223 
