metal log(age) mass
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.67750 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1100.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.67750 1100.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.67750 1100.00000
0.02100 9.67750 1100.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02500 9.67750 1100.00000
0.02500 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.67750 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1100.00000
0.02100 9.67750 1000.00000
0.02500 9.67750 1100.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1100.00000
0.02100 9.68500 1100.00000
0.02500 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1100.00000
0.02500 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.67750 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02500 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.68500 1100.00000
0.02100 9.67750 1000.00000
0.02100 9.68500 1000.00000
0.02100 9.68500 1000.00000
