#ID           G   (iP1-zP1)   e_G   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      20.6255 0.2342  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
11      20.6246 0.2322  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
12      20.6239 0.2308  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
13      20.6802 0.2060  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
14      20.5634 0.2329  0.0128  0.0283  0.8147   0.8146   -0.5569  3.6852   4.5986   6.1624  
15      20.6981 0.2433  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
16      20.6302 0.2444  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
17      20.6046 0.1893  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
18      20.6056 0.1913  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
19      20.8045 0.2262  0.0165  0.0326  0.7840   0.7839   -0.6398  3.6731   4.6163   6.3695  
110     20.6672 0.1789  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
111     20.6663 0.1769  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
112     20.7116 0.2715  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
113     20.6242 0.2315  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
114     20.6430 0.2719  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
115     20.6963 0.2395  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
116     20.6221 0.2270  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
117     20.6109 0.2029  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
118     20.6713 0.1874  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
119     20.6118 0.2048  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
120     20.6887 0.2237  0.0146  0.0305  0.7982   0.7981   -0.6013  3.6787   4.6081   6.2733  
121     20.6134 0.2082  0.0136  0.0293  0.8068   0.8067   -0.5780  3.6821   4.6031   6.2151  
122     19.9161 0.1771  0.0071  0.0201  0.8988   0.8987   -0.3358  3.7168   4.5462   5.6091  
123     20.0903 0.2114  0.0082  0.0219  0.8763   0.8761   -0.3941  3.7086   4.5610   5.7554  
124     20.0261 0.1983  0.0078  0.0213  0.8844   0.8842   -0.3729  3.7116   4.5557   5.7025  
125     19.9275 0.2092  0.0071  0.0201  0.8988   0.8987   -0.3358  3.7168   4.5462   5.6091  
126     20.4739 0.1695  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
127     20.4828 0.1897  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
128     20.1631 0.2219  0.0087  0.0228  0.8669   0.8668   -0.4186  3.7052   4.5671   5.8165  
129     19.8407 0.1579  0.0067  0.0194  0.9086   0.9085   -0.3105  3.7201   4.5388   5.5459  
130     20.0242 0.1931  0.0078  0.0213  0.8844   0.8842   -0.3729  3.7116   4.5557   5.7025  
131     19.9485 0.1723  0.0073  0.0205  0.8940   0.8938   -0.3482  3.7150   4.5494   5.6402  
132     20.3933 0.2240  0.0109  0.0258  0.8361   0.8361   -0.4995  3.6936   4.5862   6.0189  
133     19.8354 0.1429  0.0067  0.0194  0.9086   0.9085   -0.3105  3.7201   4.5388   5.5459  
134     20.4379 0.2166  0.0114  0.0265  0.8298   0.8297   -0.5162  3.6911   4.5899   6.0608  
135     20.4642 0.1474  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
136     20.1464 0.1783  0.0087  0.0228  0.8669   0.8668   -0.4186  3.7052   4.5671   5.8165  
137     20.4386 0.2182  0.0114  0.0265  0.8298   0.8297   -0.5162  3.6911   4.5899   6.0608  
138     19.8480 0.1791  0.0067  0.0194  0.9086   0.9085   -0.3105  3.7201   4.5388   5.5459  
139     19.9193 0.1862  0.0071  0.0201  0.8988   0.8987   -0.3358  3.7168   4.5462   5.6091  
140     20.3711 0.1713  0.0109  0.0258  0.8361   0.8361   -0.4995  3.6936   4.5862   6.0189  
141     20.4395 0.2203  0.0114  0.0265  0.8298   0.8297   -0.5162  3.6911   4.5899   6.0608  
142     20.4977 0.2235  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
143     19.9447 0.1617  0.0073  0.0205  0.8940   0.8938   -0.3482  3.7150   4.5494   5.6402  
144     20.0896 0.2096  0.0082  0.0219  0.8763   0.8761   -0.3941  3.7086   4.5610   5.7554  
145     20.3792 0.1907  0.0109  0.0258  0.8361   0.8361   -0.4995  3.6936   4.5862   6.0189  
146     20.4904 0.2069  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
147     19.9453 0.1633  0.0073  0.0205  0.8940   0.8938   -0.3482  3.7150   4.5494   5.6402  
148     19.9646 0.1229  0.0076  0.0209  0.8892   0.8890   -0.3605  3.7133   4.5526   5.6713  
149     20.5005 0.2299  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
150     19.8470 0.1762  0.0067  0.0194  0.9086   0.9085   -0.3105  3.7201   4.5388   5.5459  
151     20.5683 0.2437  0.0128  0.0283  0.8147   0.8146   -0.5569  3.6852   4.5986   6.1624  
152     19.9140 0.1711  0.0071  0.0201  0.8988   0.8987   -0.3358  3.7168   4.5462   5.6091  
153     20.3367 0.2028  0.0104  0.0252  0.8425   0.8424   -0.4828  3.6961   4.5825   5.9770  
154     19.9517 0.1814  0.0073  0.0205  0.8940   0.8938   -0.3482  3.7150   4.5494   5.6402  
155     20.5123 0.2568  0.0120  0.0274  0.8225   0.8224   -0.5358  3.6883   4.5941   6.1098  
156     20.3521 0.2403  0.0104  0.0252  0.8425   0.8424   -0.4828  3.6961   4.5825   5.9770  
157     20.2323 0.2229  0.0093  0.0237  0.8575   0.8574   -0.4431  3.7018   4.5732   5.8777  
