#ID           G   (iP1-zP1)   e_G   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      19.5299 0.4650  0.0061  0.0129  1.3022   1.3022   0.3272   3.7984   4.3712   3.9521  
11      19.7129 0.4791  0.0069  0.0142  1.2611   1.2611   0.2546   3.7904   4.3979   4.1332  
12      19.8562 0.4582  0.0078  0.0155  1.2257   1.2258   0.1916   3.7845   4.4245   4.2910  
13      19.5340 0.4738  0.0061  0.0129  1.3022   1.3022   0.3272   3.7984   4.3712   3.9521  
14      19.7701 0.4576  0.0073  0.0148  1.2454   1.2454   0.2268   3.7876   4.4088   4.2029  
15      19.6977 0.4480  0.0069  0.0142  1.2611   1.2611   0.2546   3.7904   4.3979   4.1332  
16      19.0778 0.4284  0.0045  0.0104  1.4021   1.4021   0.5043   3.8196   4.3109   3.5088  
17      19.3290 0.4535  0.0053  0.0117  1.3456   1.3456   0.4063   3.8071   4.3410   3.7543  
18      19.3604 0.4417  0.0054  0.0119  1.3374   1.3374   0.3913   3.8053   4.3462   3.7917  
19      19.3304 0.4567  0.0053  0.0117  1.3456   1.3456   0.4063   3.8071   4.3410   3.7543  
110     19.2670 0.4514  0.0051  0.0113  1.3597   1.3597   0.4312   3.8101   4.3330   3.6920  
111     18.9990 0.4298  0.0043  0.0100  1.4234   1.4234   0.5372   3.8243   4.3035   3.4268  
112     18.8454 0.4270  0.0039  0.0094  1.4658   1.4658   0.6004   3.8341   4.2921   3.2689  
113     19.0008 0.4341  0.0043  0.0100  1.4234   1.4234   0.5372   3.8243   4.3035   3.4268  
114     19.0055 0.4450  0.0043  0.0100  1.4234   1.4234   0.5372   3.8243   4.3035   3.4268  
115     18.4692 0.3988  0.0033  0.0080  1.5856   1.5856   0.7544   3.8620   4.2837   2.8836  
116     18.4728 0.4077  0.0033  0.0080  1.5856   1.5856   0.7544   3.8620   4.2837   2.8836  
117     18.5327 0.4071  0.0034  0.0082  1.5644   1.5644   0.7287   3.8572   4.2844   2.9482  
118     18.6349 0.4242  0.0035  0.0086  1.5319   1.5318   0.6885   3.8502   4.2876   3.0486  
119     18.2639 0.3888  0.0030  0.0075  1.6603   1.6603   0.8421   3.8795   4.2861   2.6646  
120     18.1781 0.3743  0.0029  0.0073  1.6921   1.6921   0.8774   3.8869   4.2884   2.5767  
121     18.2079 0.3829  0.0030  0.0073  1.6815   1.6815   0.8657   3.8844   4.2877   2.6060  
122     17.9724 0.3648  0.0027  0.0068  1.7770   1.7770   0.9687   3.9057   4.2940   2.3486  
123     18.0496 0.3720  0.0028  0.0070  1.7452   1.7452   0.9350   3.8988   4.2922   2.4329  
124     18.0225 0.3664  0.0028  0.0069  1.7558   1.7558   0.9463   3.9012   4.2928   2.4047  
125     17.7813 0.3392  0.0026  0.0064  1.8619   1.8619   1.0538   3.9230   4.2983   2.1353  
126     17.7456 0.3558  0.0026  0.0063  1.8832   1.8832   1.0742   3.9271   4.2992   2.0844  
127     17.5877 0.3457  0.0025  0.0061  1.9650   1.9650   1.1516   3.9425   4.3016   1.8909  
128     17.5474 0.3380  0.0024  0.0060  1.9862   1.9862   1.1709   3.9462   4.3019   1.8425  
129     17.5071 0.3280  0.0024  0.0060  2.0074   2.0074   1.1900   3.9499   4.3021   1.7947  
130     17.4382 0.3294  0.0024  0.0059  2.0499   2.0499   1.2273   3.9572   4.3030   1.7013  
131     17.2496 0.3304  0.0023  0.0056  2.1772   2.1772   1.3341   3.9773   4.3029   1.4350  
132     17.2794 0.3303  0.0023  0.0057  2.1560   2.1560   1.3168   3.9740   4.3030   1.4779  
133     17.1042 0.3201  0.0023  0.0055  2.2836   2.2836   1.4182   3.9929   4.3019   1.2241  
134     17.1401 0.3193  0.0023  0.0055  2.2550   2.2550   1.3961   3.9888   4.3021   1.2793  
135     17.0281 0.3230  0.0022  0.0054  2.3469   2.3469   1.4656   4.0017   4.3015   1.1057  
136     16.8022 0.3129  0.0022  0.0052  2.5394   2.5394   1.6015   4.0258   4.2962   0.7667  
137     16.8017 0.3118  0.0022  0.0052  2.5394   2.5394   1.6015   4.0258   4.2962   0.7667  
138     16.7134 0.3159  0.0021  0.0051  2.6212   2.6212   1.6568   4.0355   4.2936   0.6283  
139     16.5614 0.3155  0.0021  0.0050  2.7667   2.7666   1.7503   4.0515   4.2875   0.3946  
140     16.3565 0.3087  0.0021  0.0048  2.9697   2.9697   1.8742   4.0723   4.2778   0.0849  
141     16.3905 0.2964  0.0021  0.0049  2.9284   2.9284   1.8499   4.0683   4.2798   0.1456  
142     16.1714 0.2837  0.0021  0.0047  3.1611   3.1610   1.9819   4.0900   4.2677   -0.1847 
143     16.2553 0.3036  0.0021  0.0048  3.0761   3.0761   1.9355   4.0825   4.2725   -0.0688 
144     16.0298 0.2862  0.0020  0.0047  3.3256   3.3256   2.0703   4.1043   4.2586   -0.4058 
145     15.8469 0.2919  0.0020  0.0046  3.5555   3.5554   2.1862   4.1229   4.2459   -0.6955 
146     15.7753 0.2774  0.0020  0.0045  3.6404   3.6403   2.2276   4.1294   4.2411   -0.7991 
147     15.6308 0.2746  0.0020  0.0045  3.8328   3.8327   2.3174   4.1435   4.2299   -1.0233 
148     15.3106 0.2699  0.0020  0.0044  4.2895   4.2895   2.5144   4.1733   4.2012   -1.5158 
149     15.1138 0.2655  0.0020  0.0043  4.5880   4.5880   2.6335   4.1906   4.1809   -1.8132 
150     14.7739 0.2534  0.0020  0.0043  5.1261   5.1261   2.8324   4.2182   4.1403   -2.3105 
151     14.4396 0.2525  0.0020  0.0042  5.6813   5.6813   3.0226   4.2421   4.0902   -2.7867 
152     9.9034  0.4666  0.0019  0.0040  8.8915   8.8915   4.1526   3.8094   1.4242   -5.6111 
