#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
143     17.8594 2.1089  0.5173  0.0026  0.0467  0.0065  1.3035   1.3024   1.1067   3.6850   3.1379   2.0030  
144     18.8404 1.7656  0.4186  0.0037  0.0730  0.0091  1.2385   1.2378   0.6507   3.7860   3.9760   3.1428  
145     18.8453 2.0308  0.4976  0.0038  0.0734  0.0091  1.2866   1.2858   0.6944   3.7003   3.6058   3.0338  
146     18.7280 1.7508  0.4176  0.0035  0.0697  0.0087  1.2539   1.2531   0.6943   3.7785   3.9074   3.0338  
147     18.9236 1.9260  0.4641  0.0039  0.0758  0.0094  1.2746   1.2738   0.6365   3.7322   3.7875   3.1785  
148     18.7744 2.1259  0.5105  0.0036  0.0710  0.0088  1.2884   1.2876   0.7265   3.6986   3.5676   2.9538  
149     18.7259 1.7819  0.4286  0.0035  0.0697  0.0087  1.2650   1.2642   0.6995   3.7634   3.8456   3.0212  
150     18.9762 2.0628  0.4959  0.0040  0.0774  0.0096  1.2824   1.2815   0.6370   3.7066   3.6871   3.1777  
151     18.7532 2.2084  0.5211  0.0036  0.0703  0.0087  1.2890   1.2882   0.7372   3.6980   3.5549   2.9269  
152     18.8847 1.7337  0.4141  0.0038  0.0744  0.0092  1.2326   1.2319   0.6329   3.7879   3.9994   3.1873  
153     18.7231 1.6973  0.4124  0.0035  0.0696  0.0087  1.2562   1.2554   0.6959   3.7754   3.8944   3.0299  
154     18.7275 1.8131  0.4325  0.0035  0.0697  0.0087  1.2650   1.2642   0.6995   3.7634   3.8456   3.0212  
155     18.2963 2.1351  0.5166  0.0029  0.0575  0.0074  1.2978   1.2969   0.9252   3.6916   3.3440   2.4569  
156     18.9942 1.9148  0.4696  0.0041  0.0781  0.0097  1.2778   1.2770   0.6167   3.7192   3.7563   3.2280  
157     18.9925 2.0214  0.4820  0.0041  0.0779  0.0097  1.2774   1.2765   0.6184   3.7209   3.7613   3.2238  
158     18.8181 1.7772  0.4203  0.0037  0.0723  0.0090  1.2414   1.2407   0.6597   3.7851   3.9643   3.1206  
159     18.3479 2.0828  0.5095  0.0030  0.0590  0.0075  1.2969   1.2960   0.9027   3.6923   3.3691   2.5128  
160     15.0015 2.6130  0.6420  0.0020  0.0008  0.0046  1.3287   1.2920   2.3694   3.6185   1.6062   -1.1532 
161     15.5651 2.5220  0.6082  0.0020  0.0072  0.0047  1.3164   1.3134   2.1206   3.6280   1.8996   -0.5312 
162     15.0858 2.5785  0.6202  0.0020  0.0018  0.0046  1.3286   1.2921   2.3242   3.6224   1.6666   -1.0408 
163     16.3487 2.2223  0.5402  0.0021  0.0179  0.0050  1.3244   1.2893   1.7276   3.6729   2.4645   0.4504  
164     16.3632 2.2636  0.5517  0.0021  0.0181  0.0050  1.3233   1.2882   1.7241   3.6727   2.4667   0.4593  
