metal log(age) E_BV dm mass
0.00175 9.47365 0.50447 13.33252 5048.27910
0.00175 9.48390 0.50447 13.36434 8400.21156
0.00169 9.48409 0.50648 13.36362 8400.21156
0.00169 9.47806 0.50648 13.37487 5004.86109
0.00394 9.48151 0.52759 13.34657 5004.86109
0.00184 9.48084 0.50474 13.35515 5114.17505
0.00184 9.47640 0.50474 13.30449 5114.17505
0.00128 9.48272 0.50530 13.36206 8547.68095
0.00143 9.47204 0.50707 13.32523 8547.68095
0.00143 9.48255 0.50707 13.40356 8547.68095
0.00143 9.48255 0.50707 13.40356 8547.68095
0.00143 9.48255 0.50707 13.40356 8547.68095
0.00143 9.48255 0.50707 13.40356 8547.68095
0.00143 9.48255 0.50707 13.40356 8547.68095
0.00166 9.48428 0.50742 13.35002 8547.68095
0.00166 9.47210 0.50742 13.36453 8547.68095
0.00121 9.47429 0.51160 13.31974 8547.68095
0.00150 9.45084 0.50849 13.42911 5029.94676
0.00169 9.45084 0.50653 13.42911 5029.94676
0.00169 9.48249 0.50653 13.37906 6291.77208
0.00152 9.48163 0.50495 13.35145 7588.89986
0.00152 9.48163 0.50495 13.35145 7797.45875
0.00155 9.48163 0.51527 13.35145 6329.38567
0.00147 9.48163 0.50485 13.35145 6291.77208
0.00147 9.48358 0.50485 13.36066 5907.10325
0.00147 9.48507 0.50485 13.36236 5114.17505
0.00147 9.47540 0.50485 13.32603 5114.17505
0.00179 9.47210 0.51009 13.36453 5114.17505
0.00197 9.47210 0.50460 13.36453 5114.17505
0.00197 9.47666 0.50460 13.32428 5114.17505
0.00147 9.47666 0.50485 13.32428 5567.10732
0.00147 9.48544 0.50485 13.37200 6322.66258
0.00177 9.48544 0.50432 13.37200 6322.66258
0.00177 9.48544 0.50432 13.37200 6322.66258
0.00177 9.48544 0.50432 13.37200 6322.66258
0.00177 9.48544 0.50432 13.37200 8761.81523
0.00177 9.48544 0.50432 13.37200 8761.81523
0.00177 9.48544 0.50432 13.37200 6252.82323
0.00177 9.48544 0.50432 13.37200 6406.98767
0.00177 9.48544 0.50432 13.37200 6290.28083
0.00189 9.48544 0.51134 13.37200 6290.28083
0.00154 9.48544 0.50267 13.37200 6290.28083
0.00154 9.48544 0.50267 13.37200 6290.28083
0.00154 9.48544 0.50267 13.37200 6290.28083
0.00193 9.48544 0.50863 13.37200 6266.81195
0.00193 9.48544 0.50863 13.37200 5628.69260
0.00193 9.48544 0.50863 13.37200 6572.10371
0.00193 9.48544 0.50863 13.37200 6577.17413
0.00169 9.48544 0.50731 13.37200 7864.40534
0.00169 9.48544 0.50731 13.37200 9050.80622
0.00169 9.48544 0.50731 13.37200 6103.17926
0.00169 9.48544 0.50731 13.37200 9050.80622
0.00164 9.48544 0.51118 13.37200 9050.80622
0.00190 9.48544 0.50746 13.37200 8399.99583
0.00106 9.48544 0.51213 13.37200 8399.99721
0.00129 9.48544 0.51270 13.37200 5966.81830
0.00129 9.48544 0.51270 13.37200 5026.89744
0.00129 9.48595 0.51270 13.39181 5026.89744
0.00129 9.48595 0.51270 13.39181 5026.89744
0.00129 9.48595 0.51270 13.39181 5026.89744
0.00129 9.48595 0.51270 13.39181 5026.89744
0.00129 9.48595 0.51270 13.39181 5026.89744
0.00129 9.48595 0.51270 13.39181 6295.16217
0.00129 9.48595 0.51270 13.39181 6295.16217
0.00129 9.48595 0.51270 13.39181 6295.16217
0.00129 9.48595 0.51270 13.39181 6295.16217
0.00129 9.48233 0.51270 13.37634 6295.16217
0.00129 9.45073 0.51270 13.42936 6295.16217
0.00129 9.45073 0.51270 13.42936 6295.16217
0.00131 9.45073 0.51250 13.42936 6295.16217
0.00131 9.45073 0.51250 13.42936 6312.90520
0.00131 9.48418 0.51250 13.37510 6312.90520
0.00131 9.48418 0.51250 13.37510 6312.90520
0.00131 9.48418 0.51250 13.37510 5427.12368
0.00131 9.48223 0.51250 13.37441 6321.06091
0.00131 9.48224 0.51250 13.37446 6643.59465
0.00131 9.48224 0.51250 13.37446 5427.12368
0.00165 9.48224 0.50743 13.37446 6750.35340
0.00165 9.48224 0.50743 13.37446 5853.26503
0.00165 9.48224 0.50743 13.37446 5420.02000
0.00165 9.48424 0.50743 13.39974 5420.02000
0.00165 9.48424 0.50743 13.39974 5420.02000
0.00165 9.48424 0.50743 13.39974 5420.02000
0.00165 9.48424 0.50743 13.39974 5420.02000
0.00165 9.48424 0.50743 13.39974 5420.02000
0.00169 9.48151 0.50645 13.34657 5413.89856
0.00169 9.48151 0.50645 13.34657 5413.89856
0.00169 9.48151 0.50645 13.34657 5413.89856
0.00169 9.48507 0.50645 13.36236 5413.89856
0.00175 9.48507 0.51094 13.36236 7940.98724
0.00154 9.48507 0.50336 13.36236 7940.98724
0.00154 9.45079 0.50336 13.42882 7940.98724
0.00150 9.45079 0.50849 13.42882 7940.98724
0.00189 9.45079 0.51134 13.42882 5024.38783
0.00169 9.47168 0.50653 13.32520 5024.38783
0.00114 9.48403 0.51685 13.36228 5025.28604
0.00225 9.48255 0.49205 13.40356 5025.28604
0.00143 9.47285 0.50707 13.28903 5025.28604
0.00143 9.48358 0.50707 13.36420 8434.75385
0.00143 9.48358 0.50707 13.36420 6321.06091
0.00167 9.48358 0.50745 13.36420 6321.06091
0.00168 9.48424 0.50798 13.39974 5599.16562
0.00168 9.48424 0.50798 13.39974 9054.15485
0.00168 9.48096 0.50798 13.36504 8547.68095
0.00168 9.48096 0.50798 13.36504 5489.41772
0.00168 9.48096 0.50798 13.36504 5489.41772
0.00168 9.48448 0.50798 13.39137 5427.12368
0.00168 9.48448 0.50796 13.39137 7729.77667
0.00121 9.48448 0.51161 13.39137 4998.82961
0.00121 9.48448 0.51161 13.39137 4998.82961
0.00144 9.48448 0.51298 13.39137 6282.63469
0.00144 9.48433 0.51298 13.40038 6312.54488
0.00144 9.48433 0.51298 13.40038 5004.86109
0.00144 9.48433 0.51298 13.40038 8432.78704
0.00144 9.48433 0.51298 13.40038 6328.20247
0.00144 9.48433 0.51298 13.40038 6328.20247
0.00144 9.48433 0.51298 13.40038 7886.88602
0.00144 9.48433 0.51298 13.40038 5063.54402
0.00166 9.48086 0.50743 13.35627 5063.54402
0.00166 9.48513 0.50743 13.35779 5063.54402
0.00180 9.48232 0.50927 13.37633 5046.76933
0.00162 9.48232 0.50746 13.37633 5442.96866
0.00186 9.48424 0.51792 13.39974 7835.67539
0.00173 9.48424 0.52073 13.39974 6389.97954
0.00118 9.48424 0.51254 13.39974 6306.60146
0.00118 9.48424 0.51254 13.39974 6406.98767
0.00118 9.48424 0.51254 13.39974 8362.86953
0.00118 9.48424 0.51254 13.39974 8382.77769
0.00118 9.48424 0.51254 13.39974 8382.77769
0.00118 9.48448 0.51254 13.39137 4951.02296
0.00118 9.48448 0.51254 13.39137 6302.40561
0.00118 9.48448 0.51254 13.39137 6302.40561
0.00118 9.48448 0.51254 13.39137 6302.40561
0.00118 9.48448 0.51254 13.39137 6302.40561
0.00118 9.48448 0.51254 13.39137 7855.97450
0.00118 9.48448 0.51254 13.39137 7855.97450
0.00118 9.48448 0.51254 13.39137 7855.97450
