metal log(age) E_BV dm mass
0.01700 9.52700 0.20825 13.31254 900.00000
0.02100 9.69200 0.20825 13.11853 900.00000
0.02100 9.69200 0.18267 13.03886 1300.00000
0.02100 9.69200 0.25729 13.11671 800.00000
0.02100 9.19000 0.25729 13.11671 1000.00000
0.02100 9.19000 0.25729 13.19595 1100.00000
0.02100 9.19000 0.18153 13.19595 1100.00000
0.02300 9.19000 0.18171 13.32348 1200.00000
0.02300 9.19000 0.22566 13.04365 800.00000
0.01900 9.19000 0.22566 13.04365 900.00000
0.03500 9.64700 0.18401 13.22703 900.00000
0.03100 9.52000 0.18401 13.22703 900.00000
0.02700 9.62500 0.20879 13.22703 900.00000
0.02700 9.73700 0.18217 13.22703 1100.00000
0.02700 9.43000 0.18217 13.36516 1200.00000
0.02700 9.43000 0.18217 13.22703 1000.00000
0.02700 9.41500 0.18217 13.22703 1000.00000
0.02700 9.69200 0.18217 13.22703 1000.00000
0.02700 9.69200 0.18217 13.22703 1000.00000
0.02700 9.69200 0.18217 13.22200 1000.00000
0.02700 9.69200 0.18203 13.22633 1000.00000
0.02700 9.36200 0.18253 13.32787 1300.00000
0.02700 9.47500 0.20333 13.05624 1300.00000
0.02700 9.47500 0.23683 13.17336 1300.00000
0.01700 9.10700 0.23683 13.11137 1300.00000
0.01700 9.19000 0.25655 13.04923 1300.00000
0.01700 9.66200 0.25655 13.28841 1300.00000
0.04700 9.66200 0.18374 13.28841 1300.00000
0.01700 9.70000 0.18244 13.04372 1300.00000
0.01700 9.70000 0.18244 13.04372 1300.00000
0.01700 9.70000 0.20344 13.04372 800.00000
0.02300 9.43000 0.20344 13.04372 800.00000
0.02300 9.69200 0.23738 13.04372 800.00000
0.02300 9.52000 0.23738 13.04372 800.00000
0.02300 9.70000 0.20844 13.27969 800.00000
0.01700 9.70000 0.18412 13.27969 900.00000
0.02300 9.69200 0.20796 13.53676 900.00000
0.01700 9.69200 0.20796 13.22703 900.00000
