#ID           G   (G_BP-G_RP)   (iP1-zP1)   e_G   e_(G_BP-G_RP)   e_(iP1-zP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
10      19.6755 1.0353  0.1093  0.0047  0.0761  0.0348  1.0915   1.0915   0.0621   3.7776   4.4764   4.6153  
11      19.8806 1.0801  0.1185  0.0052  0.0865  0.0395  1.0515   1.0515   -0.0181  3.7683   4.5031   4.8155  
12      19.8842 1.1385  0.1452  0.0052  0.0865  0.0395  1.0515   1.0515   -0.0181  3.7683   4.5031   4.8155  
13      19.8272 1.0334  0.1000  0.0051  0.0838  0.0383  1.0615   1.0615   0.0019   3.7707   4.4964   4.7654  
14      19.6052 1.1323  0.1583  0.0045  0.0726  0.0332  1.1070   1.1070   0.0927   3.7811   4.4658   4.5381  
15      19.6793 1.0971  0.1376  0.0047  0.0761  0.0348  1.0915   1.0915   0.0621   3.7776   4.4764   4.6153  
16      19.5944 0.9571  0.0780  0.0045  0.0726  0.0332  1.1070   1.1070   0.0927   3.7811   4.4658   4.5381  
17      19.6339 1.0734  0.1293  0.0046  0.0741  0.0339  1.1003   1.1003   0.0795   3.7797   4.4705   4.5717  
18      19.5926 0.9285  0.0649  0.0045  0.0726  0.0332  1.1070   1.1070   0.0927   3.7811   4.4658   4.5381  
19      19.9346 1.0934  0.1222  0.0054  0.0894  0.0408  1.0415   1.0415   -0.0388  3.7658   4.5094   4.8671  
110     19.2503 0.9069  0.0799  0.0038  0.0584  0.0270  1.1817   1.1817   0.2339   3.7965   4.4146   4.1850  
111     19.5481 1.0355  0.1181  0.0044  0.0702  0.0322  1.1181   1.1181   0.1140   3.7834   4.4582   4.4848  
112     19.2595 1.0508  0.1465  0.0038  0.0584  0.0270  1.1817   1.1817   0.2339   3.7965   4.4146   4.1850  
113     19.5121 1.0706  0.1374  0.0043  0.0686  0.0315  1.1264   1.1264   0.1300   3.7852   4.4525   4.4449  
114     19.5485 1.0415  0.1208  0.0044  0.0702  0.0322  1.1181   1.1181   0.1140   3.7834   4.4582   4.4848  
115     19.3877 0.9343  0.0842  0.0040  0.0637  0.0293  1.1517   1.1517   0.1783   3.7905   4.4352   4.3243  
116     19.4756 1.0986  0.1535  0.0042  0.0669  0.0307  1.1347   1.1347   0.1459   3.7870   4.4468   4.4051  
117     19.5538 1.1273  0.1602  0.0044  0.0702  0.0322  1.1181   1.1181   0.1140   3.7834   4.4582   4.4848  
118     19.2074 0.9437  0.0997  0.0037  0.0567  0.0263  1.1917   1.1917   0.2525   3.7985   4.4077   4.1386  
119     19.2087 0.9636  0.1090  0.0037  0.0567  0.0263  1.1917   1.1917   0.2525   3.7985   4.4077   4.1386  
