metal log(age) E_BV dm mass
0.02630 9.52984 0.28651 14.84743 498.92197
0.01795 7.15008 0.23600 14.84743 494.54782
0.01795 8.54640 0.24353 14.82239 1377.62400
0.01795 7.29488 0.22307 13.78573 1125.42822
0.01795 7.55123 0.20357 14.98469 437.95137
0.01795 8.45461 0.18001 14.98469 502.65160
0.01795 7.15140 0.20761 14.82239 1085.43528
0.03272 9.84461 0.25558 14.33440 826.90896
0.00829 9.84461 0.18717 14.33440 371.21787
0.01677 9.91814 0.22120 14.33440 497.76919
0.01122 9.62859 0.27207 14.87861 1131.18381
0.00468 9.73066 0.26235 14.60949 377.45288
0.01386 8.59575 0.20141 14.55559 474.26905
0.01386 7.18369 0.20141 14.82274 474.26905
0.01887 9.14383 0.25181 14.90506 525.45472
0.03057 9.48794 0.25181 14.54561 2016.07700
0.01734 9.61341 0.25181 14.50766 1104.79700
0.00776 9.87555 0.26636 14.50766 744.73144
0.01169 7.55588 0.26636 14.38279 1023.40156
0.01131 7.44958 0.26636 14.74505 1112.43514
0.05840 8.99081 0.26636 14.10994 1131.18381
0.01437 7.18814 0.31697 13.81919 1755.71823
0.03027 8.04426 0.27116 13.98563 1755.71823
0.03473 9.23043 0.31749 14.38523 447.64394
0.02729 9.23043 0.28424 14.55346 997.72500
0.00570 9.23043 0.15601 13.51953 1413.27321
0.01537 9.54979 0.26090 13.80035 665.86143
0.01410 9.68346 0.26090 14.38708 189.57335
0.01477 9.54329 0.26090 14.66789 646.45177
0.01552 9.71696 0.24146 14.93056 533.76339
0.01557 9.71696 0.24146 14.69147 3485.51086
0.01532 9.65910 0.25532 14.69147 3485.51086
0.01557 9.71696 0.25506 14.64148 365.67391
0.00264 8.42945 0.28009 14.88338 879.02076
0.01823 9.11711 0.27188 14.28913 991.50535
0.02252 8.48891 0.27188 14.86720 909.82639
0.00671 9.57795 0.10803 14.67502 735.40401
0.03504 9.57795 0.29778 14.86720 735.40401
0.00951 9.85153 0.29220 14.88491 1991.00527
0.00379 9.53812 0.26243 14.61274 563.72739
0.00681 9.91814 0.22742 14.61274 594.00368
0.02013 9.91814 0.29807 14.61274 594.00368
0.03434 9.66086 0.24606 14.68013 306.11944
0.03434 8.64995 0.24627 14.77599 1158.09844
0.00631 8.55058 0.31175 14.77599 2522.01098
0.03229 8.55058 0.31175 14.56006 2522.01098
0.03413 8.03759 0.23615 14.85713 2522.01098
0.03413 8.03759 0.19512 14.85713 793.55490
0.03413 8.03759 0.20873 14.85713 793.55490
0.00873 9.50445 0.23840 14.84430 556.55113
0.00894 7.17897 0.36484 14.56006 556.55113
0.01286 7.87426 0.33179 14.56006 2179.85656
0.01665 9.69294 0.29512 14.56006 2179.85656
0.02334 8.62512 0.29512 14.56006 440.63043
0.01225 9.68403 0.29512 14.56006 549.82274
0.00681 9.13476 0.29512 14.56006 1037.18978
0.02088 8.16677 0.30324 14.53362 1384.28886
0.02795 8.69151 0.38346 14.53362 701.05084
0.01238 8.62634 0.38346 14.08088 451.95583
0.02795 8.38658 0.22990 14.19880 1767.63625
0.03178 7.37802 0.34690 13.22249 373.38255
0.03178 8.37970 0.21585 14.52182 577.70666
