#
# [ASteCA v0.2.4-dev]
#
# Created:  [2019-01-30 02:04:50]
# Modified: [2019-01-30 15:25:55]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# e_rcl: Cluster's radius error.
# r_c: Core radius (3-P King profile).
# e_rc: Core radius error.
# r_t: Tidal radius (3-P King profile).
# e_rt: Tidal radius error.
# kcp: King's profile concentration parameter.
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#         fitted 3-P King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#       background.
# n_memb_da: Approximate number of cluster's members obtained via the DA
#          algorithm.
# memb_par: Members parameter comparing the approximate structural number of
#           members ('n_memb') with the approximate photometric number of
#           members ('n_memb_da').
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are: 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of estimates used to the parameters values.
#
# M1 Indicates that the center was set manually.
# M2 Indicates that the radius was set manually.
#
# f1 The standard deviation for either center coordinate is larger than 10%
#    of that coordinate's range.
# f2 The background value is smaller than a third of the maximum radial
#    density value.
# f3 Not enough points found stabilized around the background value -->
#    clust_rad was set to the middle value in the density profile.
# f4 The delta range around the background used to attain the stable
#    condition to determine the radius is greater than 10%%. This indicates
#    a possible variable background.
# f5 The process to fit a 3-P King profile to the density points did not
#    converge or did so to a tidal radius beyond the ranges of the frame.
# f6 The number of approximate structural cluster members ('n_memb') is <10.
# f7 The number of approximate structural and photometric cluster members
#    differ greatly --> abs(n_memb_par) > 0.33.
#
# FC (flags count): Sum of all the flags values. The bigger this value the
#    more likely it is that there's a problem with the frame, ie: no
#    cluster, more than one cluster present in the frame, variable or too
#    crowded field, etc.
#
#NAME                 c_x      c_y     r_cl    e_rcl      r_c     e_rc      r_t     e_rt      kcp      CI   n_memb_k     n_memb  n_memb_da  memb_par     a_f     z_mean      z_MAP   z_median     z_mode       16th       84th        std    R^2     a_mean      a_MAP   a_median     a_mode       16th       84th        std    R^2     E_mean      E_MAP   E_median     E_mode       16th       84th        std    R^2     d_mean      d_MAP   d_median     d_mode       16th       84th        std    R^2     M_mean      M_MAP   M_median     M_mode       16th       84th        std    R^2     b_mean      b_MAP   b_median     b_mode       16th       84th        std    R^2         Nt      M1 M2  f1 f2 f3 f4 f5 f6 f7  FC
6/GAIA1                 0        0        0        0       -1       -1       -1       -1    -1.00    0.65         -1         74        356     -0.66    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   0  1  0  0  1  0  1   3
6/GAIA2                 0        0        0        0       -1       -1       -1       -1    -1.00    0.79         -1        101        264     -0.45    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   0  1  0  0  1  0  1   3
6/GAIA4                 0        0        0        0       -1       -1       -1       -1    -1.00    0.80         -1         15          0      1.00    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  0  1   4
6/GAIA5                 0        0        0        0       -1       -1       -1       -1    -1.00    0.91         -1         15          0      1.00    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  0  1   4
4/GAIA1                 0        0        0        0       -1       -1       -1       -1    -1.00    0.65         -1         71        611     -0.79    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   0  1  0  0  1  0  1   3
6/GAIA6                 0        0        0        0       -1       -1       -1       -1    -1.00    0.84         -1         99         42      0.40    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  0  1   4
4/GAIA2                 0        0        0        0       -1       -1       -1       -1    -1.00    0.79         -1        105        278     -0.45    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   0  1  0  0  1  0  1   3
6/GAIA7                 0        0        0        0       -1       -1       -1       -1    -1.00    0.77         -1          7          2      0.56    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  1  1   5
4/GAIA4                 0        0        0        0       -1       -1       -1       -1    -1.00    0.80         -1         13          0      1.00    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  0  1   4
4/GAIA5                 0        0        0        0       -1       -1       -1       -1    -1.00    0.91         -1         19          0      1.00    1.00        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        nan        nan        nan        nan        nan        nan        nan    nan        NAN       0  0   1  1  0  0  1  0  1   4
