_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.579272 -0.292612 -0.499935 210.3 "Gaia DR2 5698020411663492224" 121.77717102057 0.0697 -24.20608915952 0.0724 1635721458409799680 5698020411663492224 427088823 2015.5 0.1103 0.1082 1.0200 -1.396 0.140 2.603 0.138 0.1911 0.0444 -0.1316 0.0219 0.1040 0.0560 -0.1837 0.3114 -0.0779 0.1671 290 0 289 1 -1.0228 259.69 0.0 0.0 31 0 1.49 1.5544 0.0208 0.018 33 14 0.13585 0 35 0 305 1602.0 1.547 1035.686 17.676472642743995 0.002083027831768718 32 830.7 15.28 54.377 18.0527 0.0200 31 1219 11.24 108.464 17.0469 0.0100 1.279 0 1.0058595537092998 0.3762776469193483 0.6295 "" "" 0 "" "" "" NOT_AVAILABLE 243.01178695221 4.37077771748 131.21960870094 -43.20461083269 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.77717761 2.1666 -24.2061003656 2.1367 0.022459319187258447 0.020123647770326054 10.3357
0.56785 -0.291473 -0.487337 210.9 "Gaia DR2 5698020450323834496" 121.77845158645 0.3462 -24.19349410455 0.3314 1635721458409799680 5698020450323834496 135913392 2015.5 -0.5946 0.5398 -1.1015 -0.957 0.687 -2.034 0.628 0.193 0.0456 -0.1341 -0.0251 0.1402 0.0251 -0.1731 0.3585 0.0467 0.1502 261 0 261 0 0.184 259.51 0.0 0.0 31 0 0.0723 1.3976 0.1035 0.0 30 14 0.64437 0 32 0 279 179.5 0.8594 208.845 20.053420335584708 0.005501586272729677 20 323.4 33.46 9.664 19.0771 0.1124 20 390.5 35.26 11.076 18.2829 0.0980 3.978 0 0.7942696873859454 -0.9763032437320618 1.7705 "" "" 0 "" "" "" NOT_AVAILABLE 243.00174857033 4.37851185625 131.21617858076 -43.19221135156 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.778456105 10.6467 -24.1934853485 9.7468 0.14912053278996537 0.11249074882748976 4.0235
0.54702 -0.259587 -0.481503 208.3 "Gaia DR2 5698020656482189056" 121.81342014193 0.7113 -24.18772838863 0.6766 1635721458409799680 5698020656482189056 197109839 2015.5 0.7196 1.2653 0.5687 -2.009 1.099 2.306 0.983 -0.5859 -0.6933 -0.3313 -0.1478 0.7003 0.3102 0.1480 0.4997 0.1469 -0.1696 181 0 181 0 4.1171 264.22 1.947 2.1 31 0 0.0467 1.4618 0.1569 -0.173 21 10 1.318 0 23 0 197 164.2 1.328 123.653 20.14990095287402 0.0089631706063795 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 243.01400962388 4.40853295676 131.25580617178 -43.17752022058 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.813429625 17.0503 -24.1877383175 15.2506 "" "" 3.5116
0.5473 -0.244163 -0.489818 206.5 "Gaia DR2 5698020587764273408" 121.83031088043 1.0078 -24.19607295247 1.1216 1635721458409799680 5698020587764273408 560567578 2015.5 3.1706 1.9216 1.6500 -4.495 1.596 3.682 1.657 -0.4386 -0.6120 -0.2421 -0.1886 0.6586 -0.0926 0.1665 0.1008 0.0783 -0.1363 124 0 124 0 -0.7288 107.48 0.0 0.0 31 0 0.0264 1.3075 0.2688 -0.183 16 9 1.7887 0 18 0 143 96.28 1.239 77.724 20.729571080483584 0.014084288951756119 6 201 56.33 3.569 19.5932 0.3042 7 250.8 41.61 6.027 18.7637 0.1802 4.693 0 0.8295367933288063 -1.1363232555296712 1.9658 "" "" 0 "" "" "" NOT_AVAILABLE 243.02935850082 4.41706672399 131.27933335413 -43.18108064502 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.830332099 24.7661 -24.1960888066 25.7019 0.353557540448036 0.30453290177853054 5.8978
0.559688 -0.265892 -0.492496 208.4 "Gaia DR2 5698020622122477312" 121.80648342154 0.1494 -24.19870796112 0.1491 1635721458409799680 5698020622122477312 1604778644 2015.5 -0.7235 0.2327 -3.1087 -1.486 0.296 1.856 0.283 0.2551 0.0581 -0.1174 -0.0438 0.0984 -0.0071 -0.2085 0.3115 -0.0661 0.2078 309 0 306 3 3.7352 401.45 0.751 3.0 31 0 0.3258 1.5486 0.0433 0.063 35 13 0.28489 0 39 0 326 590.0 1.814 325.21 18.761361963870772 0.0037927992484836576 2 652.5 7.966 81.902 18.3150 0.0133 2 854 16.9 50.540 17.4333 0.0215 2.554 0 0.8817306294726137 -0.4463632850918309 1.3280 "" "" 0 "" "" "" NOT_AVAILABLE 243.01990515854 4.39730641397 131.25182480304 -43.18985553322 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.806490437 4.5905 -24.1987159503 4.3946 0.025353436544921212 0.01385936915797255 2.0177
0.547827 -0.244556 -0.49021 206.5 "Gaia DR2 5698020587768435072" 121.8298787465 2.431 -24.1964647693 2.3927 1635721458409799680 5698020587768435072 1260040945 2015.5 "" "" "" "" "" "" "" 0.1015 "" "" "" "" "" "" "" "" "" 52 0 52 0 4.4323 103.27 5.687 5.0 3 0 0.0158 "" "" -0.238 6 5 26.092 0 7 0 54 122.7 2.9 42.318 20.466023134757656 0.025719805711952797 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 243.02947829746 4.41652393124 131.2789702417 -43.18156929868 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.829878746 2.431 -24.1964647693 2.3927 "" "" 3.9189
0.515744 -0.256707 -0.447318 209.9 "Gaia DR2 5698020965719795712" 121.81665167137 0.411 -24.15354879 0.4447 1635721458409799680 5698020965719795712 1424952622 2015.5 1.0085 0.6925 1.4562 -3.404 0.856 6.140 0.827 0.0826 -0.0024 -0.0505 -0.0019 0.2618 0.0841 -0.1776 0.3329 -0.0352 0.0825 247 0 244 3 2.777 304.22 1.41 1.4 31 0 0.0475 1.6717 0.1468 -0.028 28 14 0.78785 0 30 0 259 138.8 0.8154 170.199 20.332582801664433 0.006628314617074831 8 295.7 68.12 4.340 19.1744 0.2502 10 212.3 21.75 9.759 18.9447 0.1112 3.660 0 0.22974012675632594 -1.1581642465298359 1.3878 "" "" 0 "" "" "" NOT_AVAILABLE 242.98665287892 4.42934132763 131.24620668023 -43.14393591259 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.816667733 13.2717 -24.1535752243 12.8283 0.2737923237339631 0.2502524473182112 2.4261
0.626151 -0.387674 -0.491705 218.3 "Gaia DR2 5698030930044266880" 121.67297378096 0.4027 -24.19760902415 0.4613 1635721458409799680 5698030930044266880 56104469 2015.5 -2.4499 0.7367 -3.3255 -7.794 0.817 2.420 0.896 0.0699 -0.0609 -0.1579 -0.0291 0.3062 0.0616 -0.0725 0.2714 0.1133 0.0836 236 0 236 0 3.4565 312.73 1.804 2.2 31 0 0.0495 1.3198 0.1397 -0.069 27 13 0.8092 0 30 0 251 160.7 0.9405 170.861 20.17336032871021 0.006604580094546978 12 217.5 33.92 6.411 19.5077 0.1693 13 199.2 23.06 8.641 19.0135 0.1257 2.593 0 0.494293209358613 -0.6656084819368466 1.1598 "" "" 0 "" "" "" NOT_AVAILABLE 242.95357336848 4.29504892365 131.0913504479 -43.22376409697 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.673010569 12.6761 -24.1976194447 13.8933 0.21088712530667494 0.16948440612521573 3.0868
0.622275 -0.370527 -0.499936 216.5 "Gaia DR2 5698030861329743104" 121.69174648275 0.0358 -24.20589088237 0.0377 1635721458409799680 5698030861329743104 628969648 2015.5 0.3747 0.0540 6.9350 -1.067 0.072 0.844 0.073 0.1852 0.0027 -0.2025 -0.0276 0.1074 -0.0029 -0.1547 0.2286 -0.0398 0.1569 287 0 283 4 -0.1465 273.9 0.0 0.0 31 0 5.6616 1.6172 0.0108 0.008 33 15 0.074755 0 35 0 298 5102.0 2.982 1710.824 16.41907016590623 0.0019085974155187391 31 2838 16.31 173.988 16.7187 0.0062 30 3381 9.31 363.185 15.9392 0.0030 1.219 0 0.779557381424457 0.2996458760698637 0.4798 "" "" 0 "" "" "" NOT_AVAILABLE 242.96977812614 4.30508181839 131.11712130416 -43.22678899371 100001 5833.50 5334.71 6169.84 0.1860 0.0626 0.2658 0.1035 0.0283 0.1380 "" "" "" "" "" "" "" 121.69175152 1.1112 -24.2058945159 1.1315 0.007310894944486241 0.006674212396875127 4.0307
0.667668 -0.445732 -0.497095 221.9 "Gaia DR2 5698031445441947264" 121.60930426617 0.6109 -24.2028122535 0.6763 1635721458409799680 5698031445441947264 1026450444 2015.5 0.0994 1.0752 0.0924 -1.143 1.249 2.606 1.409 0.148 0.1091 -0.1679 -0.1806 0.2332 -0.1318 -0.4286 0.2072 0.1153 0.1499 198 0 198 0 1.8471 230.86 0.0 0.0 31 0 0.0301 2.1441 0.1987 -0.168 23 10 1.327 0 25 0 212 99.25 0.9429 105.267 20.696519045796276 0.010469918592184461 19 104.1 20.83 5.000 20.3073 0.2171 20 122.2 9.6 12.726 19.5446 0.0853 2.280 0 0.7627786656832711 -0.389162972782092 1.1519 "" "" 0 "" "" "" NOT_AVAILABLE 242.9268342529 4.24319661255 131.01702421773 -43.24538292887 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.609309662 19.3674 -24.2028234738 21.8425 0.2333193339581699 0.21740400178875005 5.1820
0.596475 -0.339031 -0.490754 214.6 "Gaia DR2 5698032098276624256" 121.72630439296 1.1968 -24.19679553172 1.3578 1635721458409799680 5698032098276624256 1674293584 2015.5 2.6138 2.2235 1.1755 -8.997 2.187 7.846 2.064 -0.1445 -0.3401 -0.6062 -0.1740 0.6236 0.0316 -0.3273 0.2337 0.0941 0.0941 127 0 127 0 3.1957 178.18 3.392 2.5 31 0 0.019 2.2498 0.3367 -0.095 15 9 2.2261 0 15 0 126 91.94 0.9536 96.419 20.779615117500192 0.011403593321621637 7 181.6 50.99 3.562 19.7033 0.3048 6 191.4 34.75 5.509 19.0568 0.1971 4.058 0 0.6465499403867376 -1.0763035865158344 1.7228 "" "" 0 "" "" "" NOT_AVAILABLE 242.97899500218 4.33657478749 131.15497521763 -43.20903296496 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.726346859 33.9121 -24.1968293149 32.0247 0.36296003288279827 0.30499964486600184 3.6106
0.581193 -0.327482 -0.480147 214.3 "Gaia DR2 5698032132634961152" 121.73899579712 3.5576 -24.18621803522 15.8724 1635721458409799680 5698032132634961152 424007296 2015.5 "" "" "" "" "" "" "" -0.2487 "" "" "" "" "" "" "" "" "" 43 0 42 1 16.5534 436.73 17.77 60.0 3 0 0.0028 "" "" -0.27 7 5 41.49 0 7 0 57 112.6 2.227 50.551 20.56003622221926 0.02155367238218977 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 242.97625256912 4.35201594174 131.16602404106 -43.19557781505 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 121.738995797 3.5576 -24.1862180352 15.8724 "" "" 2.4357
