metal log(age) mass
0.00900 9.49750 1100.00000
0.01700 9.49750 1200.00000
0.01700 9.49750 1100.00000
0.01700 9.49000 1000.00000
0.01700 9.48250 1000.00000
0.00500 9.48250 1100.00000
0.00500 9.48250 1100.00000
0.00900 9.49750 1800.00000
0.00900 9.49750 900.00000
0.00500 9.49750 700.00000
0.00900 9.49750 1000.00000
0.00900 7.01500 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.01700 9.49750 1100.00000
0.00500 9.49750 1000.00000
0.01100 9.48250 1100.00000
0.01100 9.51250 1200.00000
0.04700 9.49750 700.00000
0.04700 9.48250 700.00000
0.00900 9.51250 1000.00000
0.00900 9.40750 1100.00000
0.01700 9.51250 1100.00000
0.01700 9.49750 1800.00000
0.00900 9.49750 1800.00000
0.00900 9.49750 600.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.47500 1100.00000
0.01900 9.49000 1100.00000
0.00700 9.49000 1100.00000
0.00500 9.49000 1100.00000
0.00900 9.49750 1000.00000
0.01700 9.49750 1200.00000
0.04700 9.49750 1200.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1400.00000
0.00900 9.45250 700.00000
0.01100 9.45250 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.55750 500.00000
0.00900 9.49750 1100.00000
0.04700 9.49750 1300.00000
0.00500 9.49750 1100.00000
0.00900 9.49000 1100.00000
0.00900 9.47500 1000.00000
0.00900 9.45250 1000.00000
0.00900 9.48250 1000.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1800.00000
0.00900 9.49750 1000.00000
0.00900 9.48250 1100.00000
0.00900 9.49750 1800.00000
0.01700 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.41500 1100.00000
0.00900 9.50500 1100.00000
0.01100 9.45250 1100.00000
0.04700 9.45250 1000.00000
0.03300 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.48250 1100.00000
0.00700 9.48250 1100.00000
0.03700 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1000.00000
0.01700 9.49750 500.00000
0.00900 9.49750 1000.00000
0.00900 9.48250 700.00000
0.01700 9.51250 1100.00000
0.00500 9.48250 1100.00000
0.01700 9.48250 1100.00000
0.01100 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1100.00000
0.00900 9.48250 1100.00000
0.00700 9.48250 1100.00000
0.00700 9.48250 1100.00000
0.01100 9.48250 1100.00000
0.01100 9.48250 1100.00000
0.01100 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00700 9.49750 1800.00000
0.01100 9.49750 1200.00000
0.00500 9.49750 1200.00000
0.01700 9.49750 1100.00000
0.01700 7.02250 1800.00000
0.03700 7.02250 1100.00000
0.03700 7.02250 1100.00000
0.00500 9.49750 1100.00000
0.00500 9.49750 1100.00000
0.01700 9.49750 1100.00000
0.01700 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 7.01500 1100.00000
0.01100 9.49750 1100.00000
0.00900 9.51250 500.00000
0.00900 9.51250 500.00000
0.00900 9.51250 500.00000
0.00900 9.51250 1000.00000
0.00900 9.48250 1000.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1000.00000
0.01100 9.49750 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.48250 1100.00000
0.00500 9.48250 500.00000
0.00500 9.48250 1200.00000
0.04700 9.47500 1000.00000
0.00900 9.49000 1100.00000
0.00900 9.51250 1100.00000
0.00700 9.49000 1100.00000
0.00700 9.49750 1100.00000
0.00700 9.48250 1100.00000
0.03700 9.48250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 500.00000
0.00900 9.50500 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 500.00000
0.00900 9.48250 1100.00000
0.01100 9.49750 1200.00000
0.00700 9.49750 1200.00000
0.00700 9.49750 1200.00000
0.00700 9.49750 1100.00000
0.00700 9.49000 1100.00000
0.01100 9.49750 1100.00000
0.03100 9.43000 1100.00000
0.04100 9.43000 1100.00000
0.01100 9.43000 1100.00000
0.03700 9.49000 1100.00000
0.04100 9.43000 1100.00000
0.05100 9.49750 1100.00000
0.00700 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00700 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1100.00000
0.00500 9.49750 1100.00000
0.00500 9.48250 700.00000
0.00500 9.49750 700.00000
0.00500 9.49750 700.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00700 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1000.00000
0.01100 9.43000 1800.00000
0.03700 9.47500 1800.00000
0.03700 9.51250 800.00000
0.00700 7.03000 1000.00000
0.00700 9.51250 1000.00000
0.00700 9.48250 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.48250 1100.00000
0.01100 9.45250 1000.00000
0.01500 7.00000 1000.00000
0.00500 9.49000 1000.00000
0.01100 9.48250 1400.00000
0.00900 9.48250 1100.00000
0.00500 9.48250 1100.00000
0.00500 9.49750 1100.00000
0.00900 9.49750 500.00000
0.00900 9.51250 1200.00000
0.00700 9.49750 1200.00000
0.00500 9.49750 1100.00000
0.03700 9.48250 1100.00000
0.01500 9.48250 1100.00000
0.01100 9.48250 1100.00000
0.00900 7.02250 500.00000
0.00900 9.49750 1100.00000
0.00900 9.49000 1800.00000
0.00700 9.49000 1200.00000
0.04700 9.49000 1200.00000
0.00700 9.49750 600.00000
0.04700 9.49750 1100.00000
0.01100 9.49000 1100.00000
0.00900 9.49000 1100.00000
0.01100 9.49750 700.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1200.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1800.00000
0.00900 7.00750 1800.00000
0.00900 9.49750 1100.00000
0.01700 9.49000 1100.00000
0.00500 9.49000 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.25000 1100.00000
0.01100 9.49000 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1000.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.05300 9.49750 1100.00000
0.00900 9.48250 1100.00000
0.01700 9.51250 1100.00000
0.01700 9.48250 1100.00000
0.01900 9.49000 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.48250 1100.00000
0.01100 9.49000 1200.00000
0.00900 9.51250 1000.00000
0.00900 7.01500 1100.00000
0.00900 9.48250 1200.00000
0.00700 9.49750 1100.00000
0.05300 9.47500 1800.00000
0.01900 9.48250 1800.00000
0.01900 9.49000 1000.00000
0.00700 9.49000 1800.00000
0.00700 9.49000 1100.00000
0.01700 9.45250 1100.00000
0.01700 9.48250 1100.00000
0.01700 9.49750 1100.00000
0.01700 9.49750 1100.00000
0.00900 7.02250 1100.00000
0.00900 9.51250 1800.00000
0.00900 9.48250 1000.00000
0.00900 9.48250 1000.00000
0.00700 9.48250 1000.00000
0.00900 9.48250 1400.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.02900 9.48250 1800.00000
0.00700 9.49750 1800.00000
0.00900 9.49750 1000.00000
0.00900 7.02250 1800.00000
0.00900 7.02250 1100.00000
0.00900 7.02250 700.00000
0.01700 9.49750 1700.00000
0.00700 9.49750 500.00000
0.01100 9.49750 1200.00000
0.00900 9.51250 1100.00000
0.01500 9.51250 1100.00000
0.03500 9.51250 1100.00000
0.03500 9.48250 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.50500 1100.00000
0.00900 9.49000 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.49000 1100.00000
0.00900 9.45250 1000.00000
0.00900 9.49750 1100.00000
0.00900 9.49000 1800.00000
0.01100 9.49000 1000.00000
0.00700 9.49000 1000.00000
0.01100 9.49750 1100.00000
0.01500 9.49750 700.00000
0.01100 9.49750 700.00000
0.00700 9.47500 1100.00000
0.05300 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 600.00000
0.00900 9.49750 1200.00000
0.01700 9.48250 2000.00000
0.03500 9.48250 1100.00000
0.04100 9.48250 1100.00000
0.04100 9.48250 1800.00000
0.00900 9.48250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00500 9.47500 1100.00000
0.00500 9.49750 1100.00000
0.01100 9.49750 1800.00000
0.01100 9.51250 600.00000
0.01100 7.02250 1000.00000
0.00500 9.49750 1100.00000
0.00500 9.49750 1200.00000
0.00900 7.03750 500.00000
0.03300 9.50500 1100.00000
0.01500 9.51250 1100.00000
0.00900 9.51250 600.00000
0.00900 9.51250 600.00000
0.00900 9.45250 600.00000
0.00900 9.45250 1100.00000
0.00900 9.49750 1100.00000
0.00900 7.03750 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.49000 1100.00000
0.05300 9.49000 1100.00000
0.02300 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.00900 9.49750 500.00000
0.00900 9.49000 500.00000
0.00900 9.48250 1100.00000
0.01100 9.48250 1100.00000
0.01700 9.48250 1100.00000
0.01100 9.49750 1000.00000
0.00500 9.49750 1000.00000
0.00500 9.49750 1100.00000
0.00500 9.49750 1100.00000
0.03700 9.49750 1100.00000
0.00900 9.55750 1100.00000
0.00900 9.48250 1800.00000
0.00900 9.48250 1100.00000
0.00500 9.48250 1000.00000
0.01700 9.45250 1000.00000
0.01100 7.02250 1000.00000
0.01900 9.49750 1000.00000
0.00900 9.49750 1000.00000
0.00900 9.48250 1000.00000
0.00900 9.45250 1100.00000
0.00900 9.45250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.49000 1100.00000
0.05500 9.49750 1100.00000
0.01500 9.49750 1700.00000
0.02900 9.49750 1100.00000
0.03500 9.47500 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1200.00000
0.00900 9.49750 1300.00000
0.00900 9.49750 1100.00000
0.00900 9.49000 1100.00000
0.00700 9.49750 1100.00000
0.01100 9.49750 1100.00000
0.01100 9.49750 1000.00000
0.01500 9.48250 1100.00000
0.01700 9.49750 1100.00000
0.00700 9.49750 1100.00000
0.00700 9.49750 1200.00000
0.01700 9.49750 1100.00000
0.01700 9.49000 1100.00000
0.00500 9.48250 500.00000
0.00900 9.42250 1000.00000
0.00900 9.43000 600.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.48250 1100.00000
0.00900 9.48250 1200.00000
0.00900 9.48250 1200.00000
0.00900 9.48250 1200.00000
0.04700 9.51250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1000.00000
0.00900 9.49000 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.51250 1100.00000
0.00900 9.45250 1100.00000
0.00900 9.49750 1100.00000
0.00500 9.45250 1100.00000
0.00500 9.48250 500.00000
0.00900 9.48250 1100.00000
0.00900 9.49750 1100.00000
0.00900 9.49750 1800.00000
0.00900 9.49750 1100.00000
