metal log(age) E_BV dm mass
0.03300 8.23750 0.09738 14.32207 200.00000
0.05700 8.05750 0.20744 14.66690 200.00000
0.05100 8.05750 0.20339 14.47242 200.00000
0.05100 7.73500 0.24850 14.51978 100.00000
0.05700 7.75000 0.12787 14.25246 100.00000
0.05900 8.80000 0.24471 14.51439 100.00000
0.04900 7.15750 0.07995 14.51439 300.00000
0.01100 7.18750 0.17246 14.12718 200.00000
0.01300 9.61000 0.03373 14.21224 200.00000
0.03500 8.56750 0.03373 14.21224 200.00000
0.02100 7.10500 0.03373 14.58216 400.00000
0.04100 7.69000 0.06260 14.67709 300.00000
0.04100 7.59250 0.08109 14.55403 200.00000
0.03300 7.31500 0.11448 14.31515 200.00000
0.02100 7.31500 0.19648 14.50642 200.00000
0.05700 8.77000 0.21344 14.43026 100.00000
0.05300 8.11750 0.11952 14.18736 100.00000
0.02300 8.33500 0.19591 14.47252 300.00000
0.04100 7.76500 0.22229 14.25966 300.00000
0.04100 8.89750 0.08961 14.21607 300.00000
0.02300 7.05250 0.08961 14.45059 200.00000
0.00500 7.29250 0.05908 14.40158 100.00000
0.04300 8.71750 0.24507 14.16553 200.00000
0.05500 8.51500 0.24369 14.16553 200.00000
0.05100 8.47000 0.11047 14.55756 300.00000
0.04900 8.08750 0.10124 14.64867 200.00000
0.00300 8.08750 0.14806 14.67505 200.00000
0.00300 8.08750 0.18493 14.66056 200.00000
0.00300 7.45750 0.14342 14.60275 200.00000
0.00300 7.43500 0.00753 14.16309 200.00000
0.00300 7.94500 0.16642 14.16764 200.00000
0.06000 8.05750 0.16259 14.17177 200.00000
0.04900 8.10250 0.04595 14.27848 200.00000
0.04500 9.19000 0.17837 14.51686 100.00000
0.02300 7.73500 0.16167 14.10036 100.00000
0.02300 7.75000 0.09855 14.10036 100.00000
0.04500 8.86000 0.04340 14.55002 300.00000
0.04500 8.16250 0.10822 14.49507 200.00000
0.04500 9.34000 0.10642 14.20075 100.00000
0.04300 7.48750 0.10142 14.15156 100.00000
0.05100 7.28500 0.11468 14.44629 100.00000
0.03100 7.85500 0.11468 14.66941 200.00000
0.02700 8.17750 0.28653 14.59762 200.00000
0.02900 7.86250 0.17352 14.34147 100.00000
0.01500 7.40500 0.11036 14.48939 100.00000
