metal log(age) E_BV dm mass
0.00800 9.30250 0.20548 13.16790 1250.00000
0.02100 9.30250 0.22302 13.11292 850.00000
0.00800 9.30250 0.22302 13.15756 1250.00000
0.00800 9.49000 0.21916 13.15756 1250.00000
0.01400 9.49000 0.19110 13.15201 1250.00000
0.01700 9.67750 0.20098 13.19301 850.00000
0.02800 9.67750 0.20132 13.19301 1050.00000
0.02400 9.67750 0.22148 13.13293 1250.00000
0.02300 9.67750 0.19127 13.16753 800.00000
0.01700 9.67750 0.19318 13.15237 950.00000
0.02200 9.67750 0.20508 13.10362 900.00000
0.01300 9.67750 0.18072 13.12066 900.00000
0.02200 9.28750 0.18970 13.10850 900.00000
0.01400 9.67750 0.18981 13.11876 850.00000
0.01400 9.67750 0.18897 13.11876 900.00000
0.01400 9.34000 0.18897 13.11135 950.00000
0.01400 9.64000 0.20310 13.14539 950.00000
0.02100 9.52000 0.22253 13.10851 1000.00000
0.01000 9.52000 0.18758 13.18663 1100.00000
0.02400 9.52000 0.21002 13.15756 1250.00000
0.01400 9.31000 0.18895 13.10568 1050.00000
0.01400 9.47500 0.18792 13.10568 900.00000
0.01800 9.47500 0.18792 13.10568 850.00000
0.01800 9.67750 0.18792 13.19877 1250.00000
0.02000 9.67750 0.19569 13.19877 1250.00000
0.02300 9.67750 0.21246 13.15121 1250.00000
0.02300 9.49000 0.21801 13.15121 850.00000
0.02300 9.30250 0.21801 13.11258 1250.00000
0.02600 9.30250 0.19033 13.11258 1250.00000
0.02400 9.30250 0.19059 13.11258 950.00000
0.02700 9.67750 0.19059 13.11530 1000.00000
0.02500 9.67750 0.19253 13.21726 1000.00000
0.02900 9.64000 0.20128 13.24179 850.00000
0.01600 9.64000 0.22474 13.14055 1250.00000
0.01400 9.67750 0.22436 13.13814 950.00000
0.01400 9.62500 0.18916 13.11575 700.00000
0.02400 9.30250 0.18916 13.12869 700.00000
0.02000 9.30250 0.21406 13.10905 1250.00000
0.02400 9.30250 0.20393 13.10905 1250.00000
0.01400 9.67750 0.18926 13.10874 850.00000
0.01400 9.67750 0.19061 13.10874 750.00000
0.01400 9.67750 0.19061 13.10874 1050.00000
0.01000 9.67750 0.19061 13.13505 1050.00000
0.00600 9.67750 0.19061 13.15955 950.00000
0.00600 9.67750 0.19061 13.11478 1000.00000
0.00600 9.43000 0.19061 13.15307 1000.00000
0.01800 9.36250 0.18927 13.14500 1000.00000
0.02000 9.64750 0.18910 13.14500 1250.00000
0.02400 9.58750 0.18988 13.14500 1250.00000
0.02400 9.58750 0.20763 13.14500 1250.00000
0.02700 9.31750 0.20566 13.14500 1250.00000
0.01600 9.49000 0.20566 13.14500 1250.00000
0.02600 9.49000 0.20566 13.18580 1250.00000
0.02400 9.67750 0.18753 13.15475 1050.00000
0.02400 9.67750 0.18753 13.19199 950.00000
0.02400 9.67750 0.21387 13.21276 1250.00000
0.02100 9.67750 0.20763 13.10715 850.00000
0.02300 9.50500 0.18993 13.10493 1000.00000
0.01800 9.67750 0.18993 13.10493 950.00000
0.00900 9.67750 0.18993 13.19157 950.00000
0.02300 9.19750 0.21219 13.19157 1050.00000
0.02300 9.40000 0.19067 13.19157 850.00000
0.01800 9.58750 0.19067 13.19157 950.00000
0.02300 9.30250 0.19080 13.12044 1050.00000
0.02300 9.30250 0.19080 13.15244 1050.00000
0.02300 9.67750 0.19080 13.13338 850.00000
0.00500 9.67750 0.19080 13.18820 1200.00000
0.01700 9.30250 0.18902 13.11172 950.00000
0.01700 9.49000 0.18902 13.13523 850.00000
0.01800 9.49000 0.18902 13.13511 850.00000
0.01400 9.58750 0.18902 13.13511 700.00000
0.01400 9.31000 0.18220 13.13511 700.00000
0.01400 9.31000 0.21737 13.13511 700.00000
0.01400 9.66250 0.18985 13.12819 1100.00000
0.01400 9.66250 0.18891 13.12462 950.00000
0.01400 9.66250 0.18891 13.12356 1050.00000
0.01400 9.66250 0.18891 13.20891 1250.00000
0.01400 9.57250 0.18891 13.20413 1250.00000
0.01800 9.61000 0.18891 13.20997 1250.00000
0.02200 9.17500 0.20459 13.11305 1250.00000
0.02400 9.67750 0.18767 13.15900 1250.00000
0.02600 9.30250 0.18767 13.10041 950.00000
0.02600 9.67750 0.18467 13.10041 1050.00000
0.02400 9.67750 0.21336 13.12019 950.00000
0.01400 9.67750 0.21336 13.17738 950.00000
0.01400 9.28750 0.21336 13.26279 950.00000
0.01400 9.49000 0.19536 13.10975 950.00000
0.02300 9.67750 0.21259 13.10975 800.00000
0.02400 9.67750 0.20538 13.13280 1050.00000
0.02700 9.67750 0.18923 13.14074 1050.00000
0.01400 9.67750 0.20132 13.21948 850.00000
0.01600 9.67750 0.21172 13.12046 1250.00000
0.02500 9.67750 0.18912 13.33774 850.00000
0.02400 9.48250 0.18912 13.33774 850.00000
0.02700 9.67750 0.18912 13.11101 1250.00000
0.01400 9.67750 0.18912 13.25501 1250.00000
0.01400 9.67750 0.22621 13.14742 950.00000
0.01400 9.67750 0.22371 13.14742 700.00000
0.01400 9.67750 0.18903 13.11290 1250.00000
0.01400 9.67750 0.18903 13.14154 1250.00000
0.01400 9.67750 0.20636 13.14154 1250.00000
0.01400 9.67750 0.19328 13.13092 1250.00000
0.02000 9.67750 0.21873 13.20208 1250.00000
0.02100 9.59500 0.21873 13.20208 1100.00000
0.02700 9.67750 0.21890 13.13820 1100.00000
0.00600 9.31000 0.21890 13.14567 1000.00000
0.01800 9.31750 0.21863 13.10840 1200.00000
0.01400 9.34000 0.21269 13.23808 1050.00000
0.01400 9.64000 0.18060 13.13529 950.00000
0.01400 9.64000 0.18776 13.13529 1250.00000
0.01900 9.25000 0.19257 13.12470 1250.00000
0.01600 9.67750 0.21269 13.12470 1250.00000
0.01700 9.67750 0.22000 13.12470 1500.00000
0.00800 9.67750 0.19097 13.13293 850.00000
0.00800 9.67750 0.19012 13.13293 950.00000
0.01400 9.67750 0.21179 13.19740 850.00000
0.01400 9.67750 0.18892 13.19740 1050.00000
0.01400 9.47500 0.18888 13.10267 1250.00000
0.01400 9.67750 0.18902 13.14598 850.00000
0.01400 9.31750 0.18908 13.14259 1250.00000
0.00800 9.67750 0.22585 13.26279 1250.00000
0.02600 9.58000 0.20164 13.11502 1250.00000
0.02400 9.28750 0.20164 13.11502 1250.00000
0.02500 9.31750 0.18800 13.11502 1250.00000
0.00700 9.47500 0.18800 13.11502 850.00000
0.01800 9.31750 0.18800 13.10963 1150.00000
0.02700 9.67750 0.18800 13.10963 1050.00000
0.00600 9.64000 0.21609 13.10963 1150.00000
0.01400 9.13750 0.21609 13.10963 1150.00000
0.01400 9.30250 0.21609 13.10963 1150.00000
0.01400 9.67750 0.21609 13.11276 1250.00000
0.01400 9.67750 0.21609 13.19454 1250.00000
0.01600 9.67750 0.21609 13.10046 950.00000
0.02400 9.67750 0.19181 13.14081 1250.00000
0.02000 9.67750 0.21836 13.10267 1250.00000
0.01400 9.67750 0.21836 13.13883 1250.00000
0.01400 9.67750 0.19789 13.13141 1250.00000
0.01400 9.67750 0.22463 13.13141 1250.00000
0.00600 9.30250 0.22448 13.13153 1250.00000
0.00800 9.30250 0.20532 13.12806 950.00000
0.02200 9.64000 0.20532 13.12806 1200.00000
0.02200 9.58000 0.20532 13.12806 1250.00000
0.00600 9.67750 0.21715 13.12806 800.00000
0.01000 9.67750 0.18314 13.12806 1200.00000
0.01600 9.67750 0.18314 13.10531 950.00000
0.01600 9.40750 0.20570 13.19827 850.00000
0.01400 9.61750 0.20570 13.19104 1050.00000
0.01400 9.67750 0.20570 13.10267 950.00000
0.02000 9.67750 0.21254 13.19022 950.00000
0.02000 9.67750 0.21254 13.11865 700.00000
0.01400 9.47500 0.18817 13.11865 700.00000
0.00800 9.47500 0.18000 13.11865 900.00000
0.01800 9.67750 0.21815 13.11865 1000.00000
0.01800 9.67750 0.21815 13.14465 1000.00000
0.01800 9.67750 0.18732 13.12081 1250.00000
0.01800 9.67750 0.18771 13.12081 1250.00000
0.01400 9.67750 0.18776 13.10112 1250.00000
0.01400 9.40750 0.18887 13.12101 1250.00000
0.02000 9.40750 0.20332 13.15821 850.00000
0.01400 9.67750 0.20332 13.14446 1200.00000
0.01400 9.62500 0.18834 13.14446 1250.00000
0.02700 9.62500 0.18834 13.14446 1100.00000
0.01400 9.67750 0.18834 13.14446 950.00000
0.01400 9.67750 0.18834 13.12546 800.00000
0.02600 9.67750 0.18657 13.12546 750.00000
0.02700 9.67750 0.21276 13.13757 750.00000
0.02700 9.67750 0.21276 13.13757 1100.00000
0.01400 9.25750 0.22997 13.15073 1050.00000
0.01400 9.64000 0.21254 13.19773 850.00000
0.01400 9.31750 0.21254 13.13071 1250.00000
0.01400 9.67750 0.18809 13.12959 1250.00000
0.01400 9.67750 0.18809 13.20500 1250.00000
0.01400 9.13000 0.18809 13.15585 1250.00000
0.01400 9.34750 0.18809 13.12982 650.00000
0.01400 9.34750 0.18809 13.12159 1050.00000
0.01400 9.67750 0.18809 13.12050 700.00000
0.02700 9.47500 0.19262 13.12050 700.00000
0.02700 9.28000 0.19260 13.12050 1250.00000
0.02700 9.43750 0.18795 13.12050 1250.00000
0.01400 9.26500 0.18845 13.12050 850.00000
0.02200 9.67750 0.18901 13.11251 950.00000
0.01400 9.67750 0.18962 13.11251 900.00000
0.02100 9.64000 0.18962 13.19177 1250.00000
0.02800 9.43000 0.18793 13.11106 1250.00000
0.02400 9.64000 0.18793 13.13277 1250.00000
0.02600 9.64000 0.21895 13.13277 1250.00000
0.01400 9.64000 0.21389 13.13262 1100.00000
0.01400 9.67750 0.19146 13.14567 1000.00000
0.02000 9.67750 0.20451 13.14567 1350.00000
0.02000 9.57250 0.21531 13.14567 1350.00000
0.00600 9.57250 0.20655 13.12250 950.00000
0.00600 9.67750 0.20141 13.12250 1000.00000
0.02700 9.37750 0.18885 13.12250 850.00000
0.02700 9.17500 0.21064 13.12250 800.00000
0.01400 9.64000 0.18875 13.12752 1050.00000
0.01400 9.67750 0.21525 13.18017 1050.00000
0.01400 9.67750 0.19728 13.11441 1050.00000
0.01800 9.49000 0.18430 13.11146 700.00000
0.01800 9.67750 0.19691 13.29541 850.00000
0.02400 9.49000 0.19120 13.11544 850.00000
0.02200 9.49000 0.19120 13.17454 1000.00000
0.02400 9.67750 0.19120 13.23683 950.00000
0.00800 9.67750 0.19120 13.13779 1000.00000
0.01400 9.11500 0.19691 13.11894 1250.00000
0.01400 9.67750 0.22045 13.13173 1250.00000
0.01900 9.64000 0.18938 13.11441 1150.00000
0.02200 9.25000 0.20479 13.11441 950.00000
0.00600 9.49000 0.20479 13.11477 1100.00000
0.00600 9.67750 0.19075 13.13757 750.00000
0.01400 9.67750 0.19075 13.10136 850.00000
0.02700 9.67750 0.19091 13.13503 1250.00000
0.02300 9.31000 0.21281 13.13503 950.00000
0.00700 9.30250 0.18621 13.14306 1250.00000
0.02100 9.67750 0.18856 13.11475 1250.00000
0.02600 9.63250 0.20250 13.11475 1250.00000
0.01400 9.49000 0.18969 13.13574 650.00000
0.01400 9.34000 0.18804 13.13574 950.00000
0.02400 9.34000 0.21500 13.13723 950.00000
0.01900 9.19000 0.20552 13.14644 950.00000
0.01800 9.60250 0.20552 13.14644 1250.00000
0.01400 9.47500 0.19478 13.12191 1250.00000
0.00600 9.31750 0.20119 13.10564 1050.00000
0.01400 9.25000 0.20344 13.14352 1050.00000
0.00600 9.34000 0.18035 13.14352 850.00000
0.01400 9.67750 0.22045 13.14352 850.00000
0.01400 9.67750 0.18457 13.10647 1250.00000
0.01800 9.67750 0.18848 13.11945 850.00000
0.01800 9.64000 0.22045 13.13010 850.00000
