metal log(age) E_BV dm mass
0.02500 8.24500 0.14340 14.12603 500.00000
0.02500 7.90000 0.23318 14.24571 1000.00000
0.03500 8.07300 0.23318 14.27740 500.00000
0.01300 7.84800 0.26160 14.78370 600.00000
0.05700 9.25700 0.04010 14.85905 300.00000
0.02300 8.57500 0.23137 14.96909 400.00000
0.03900 7.84800 0.13440 14.96909 300.00000
0.02500 8.26000 0.31138 13.90628 700.00000
0.02500 8.07300 0.42326 14.79590 700.00000
0.01300 8.67200 0.13405 14.79590 700.00000
0.01900 8.29800 1.96846 14.79590 200.00000
0.03500 7.32300 0.00289 14.79590 400.00000
0.01700 8.41000 0.14637 13.56219 400.00000
0.01100 8.63500 0.16605 14.33924 7700.00000
0.01100 7.36800 1.90388 14.59255 200.00000
0.01100 7.25500 0.02662 13.89115 100.00000
0.01100 7.46500 0.12727 14.81250 200.00000
0.05900 7.46500 0.12727 14.82227 300.00000
0.05900 8.55200 0.12429 14.30814 200.00000
0.01100 8.31300 0.42472 14.62271 300.00000
0.02100 7.74300 0.07538 14.97058 300.00000
0.02300 8.50000 0.20243 14.21377 200.00000
0.04700 8.50000 0.03435 13.82606 300.00000
0.00700 7.74300 0.11975 14.45638 200.00000
0.05100 9.13700 0.15293 14.45638 400.00000
0.02300 8.51500 0.15293 14.74404 400.00000
0.01300 8.12500 0.15718 14.74404 400.00000
0.01300 9.34000 0.13390 14.74404 400.00000
0.05500 7.93800 0.34397 14.74083 600.00000
0.05500 7.01500 0.12280 14.83291 200.00000
0.05500 7.01500 0.40080 13.23613 300.00000
0.04500 7.99800 0.26217 14.62985 300.00000
0.01300 8.94200 0.08815 14.65671 500.00000
0.01500 7.40500 0.01666 14.81126 200.00000
0.04700 7.40500 0.16450 14.65932 300.00000
0.04700 7.40500 0.02863 14.49563 400.00000
0.03700 8.93500 0.29724 13.29576 400.00000
0.05900 7.69000 0.13087 13.26606 400.00000
0.03700 7.75000 0.10154 14.97393 300.00000
0.00700 7.72800 0.07569 14.97393 500.00000
0.05900 8.26000 0.10714 14.32861 400.00000
0.05900 7.47300 0.10714 13.50942 400.00000
0.03100 9.04700 0.18333 14.68819 400.00000
0.04100 7.63000 0.06318 13.30081 200.00000
0.00700 7.76500 0.13475 13.27398 300.00000
0.01500 8.93500 0.13475 13.27398 500.00000
0.00900 8.77700 0.29724 14.99617 400.00000
0.05100 9.54200 0.29724 14.66337 300.00000
0.05100 7.72800 0.29724 14.58654 300.00000
0.01700 7.99800 0.25231 14.73432 300.00000
0.00500 7.60800 0.04533 13.92645 9600.00000
0.05500 7.59300 0.06090 14.70573 300.00000
0.05500 9.24200 0.20954 14.70573 300.00000
0.03100 8.00500 0.01211 14.56703 200.00000
0.02100 9.31700 0.23058 14.40180 300.00000
0.05100 7.63800 0.40262 14.70573 900.00000
0.01700 7.51000 0.20788 13.00351 300.00000
0.01100 7.58500 0.08394 13.00351 400.00000
0.03900 8.38800 0.24918 13.00351 400.00000
0.01700 8.27500 0.04757 13.74522 200.00000
0.02500 7.04500 0.28872 13.74522 400.00000
0.01900 7.58500 0.03338 14.92721 400.00000
0.01500 9.01700 0.03338 14.28916 600.00000
0.01700 8.56700 0.11788 14.28916 500.00000
0.01500 7.63000 0.11564 14.97909 500.00000
0.03300 7.54800 0.07442 14.31178 600.00000
0.05300 9.54200 0.07442 14.84236 300.00000
0.05700 7.35300 0.09606 14.69559 300.00000
0.01100 9.60200 0.04938 14.23187 400.00000
0.00700 8.84500 0.34641 14.11905 400.00000
0.00500 8.47000 0.05174 14.60968 300.00000
0.02700 7.86300 0.19893 14.38450 700.00000
0.00300 8.77700 0.19893 14.10009 300.00000
0.03100 7.27800 0.11102 14.91754 1300.00000
0.00900 8.86000 0.28095 14.80674 300.00000
0.02500 7.68300 0.28095 14.06183 200.00000
0.01900 7.46500 0.14665 14.42646 200.00000
0.03300 7.32300 0.03895 14.44677 300.00000
0.04500 9.21200 1.01634 14.44677 800.00000
0.04300 8.90500 0.20946 14.16299 300.00000
0.04900 8.55200 0.04306 14.13162 600.00000
0.00500 7.28500 0.05595 13.05574 700.00000
0.00900 8.00500 0.11289 13.90981 300.00000
0.04700 9.50500 0.04162 14.52026 500.00000
0.04500 8.11000 0.13812 14.37164 500.00000
0.02100 7.48800 0.13812 14.80020 400.00000
0.02100 7.86300 0.13812 14.96261 600.00000
0.02300 8.19300 0.00930 14.50053 400.00000
0.01100 7.71300 0.17170 14.96261 200.00000
0.01100 7.64500 0.19019 13.68847 500.00000
0.01300 7.63000 0.13779 13.68847 600.00000
0.03100 8.32000 0.05040 13.85147 200.00000
0.02300 8.45500 0.16152 13.82781 200.00000
0.01900 7.46500 0.12440 13.17822 500.00000
0.04100 8.63500 0.12440 13.17822 300.00000
0.02900 8.05800 0.09176 14.84208 400.00000
0.02900 9.49000 0.09176 14.79972 400.00000
0.02300 8.40300 0.10962 14.35348 300.00000
0.04100 8.85200 0.00287 13.32157 500.00000
0.02500 8.79200 0.22931 13.46054 200.00000
0.02500 8.79200 0.19794 13.71061 200.00000
0.04500 8.79200 0.19794 13.90882 600.00000
0.04700 8.35800 0.15711 14.45723 3300.00000
0.05100 7.90000 0.15711 13.48845 400.00000
0.03500 7.51800 0.11987 13.86604 400.00000
0.04500 8.29800 0.27631 13.54007 300.00000
0.02900 7.03800 0.03432 14.69251 500.00000
0.05900 8.95000 0.10754 14.64169 1300.00000
0.03100 8.63500 0.00274 14.77708 300.00000
0.03900 8.70200 0.10232 13.18232 500.00000
0.03900 8.40300 0.11535 14.22916 500.00000
0.02100 8.40300 0.10503 13.79295 500.00000
0.05500 7.76500 0.06422 13.79165 400.00000
0.00900 8.81500 0.19765 13.41012 300.00000
0.00900 7.96000 0.23308 14.85058 600.00000
