ID,x,y,mag1,e_mag,col1,e_col1,MP,sel
Gaia DR2 5605643056774607488,0.017249,-0.018652,19.903257721191146,0.0061532832348669,-0.09440000000000026,0.036091134645505396,0.23,1
Gaia DR2 5605639960095521920,0.005364,-0.049174,17.99871173959227,0.00252488150152868,0.08959999999999724,0.008720091742636656,0.194,1
Gaia DR2 5605643125494087552,0.001853,-0.013444,18.289222737557996,0.0027652761356071085,0.08770000000000167,0.016329421300217594,0.193,1
Gaia DR2 5605643121191641216,0.015479,-0.01246,18.77816522217815,0.0035913830237110857,-0.0030000000000001137,0.021869156362329115,0.189,1
Gaia DR2 5605642919328434304,0.007622,-0.042534,20.82600951744243,0.0117507937301879,-0.23730000000000118,0.07884009132414803,0.171,1
Gaia DR2 5605640067477373696,0.015733,-0.0448,18.658892913346428,0.0029988696892739373,0.017900000000000915,0.015301307133705932,0.169,1
Gaia DR2 5605737168099020416,0.006687,0.004132,17.174777917536474,0.0020774907326102598,-0.03810000000000002,0.018601075237738275,0.159,1
Gaia DR2 5605737236818498560,-0.005401,0.018184,17.17153875519295,0.0021215503601164794,-0.03930000000000078,0.012074767078498866,0.157,1
Gaia DR2 5605644117626132608,-0.027698,0.001341,16.315663847940016,0.009225081370443245,0.031399999999997874,0.007561084578286373,0.155,1
Gaia DR2 5605738027081031680,0.007831,0.042768,19.909545136338686,0.004904267636537858,0.6316999999999986,0.039775872083462865,0.152,1
Gaia DR2 5605737992721321856,-0.012912,0.024386,17.663674561948497,0.007027159869602054,0.4969000000000001,0.010230347012687302,0.145,1
Gaia DR2 5605736923276663552,0.034815,-0.002376,19.05274200997367,0.0035951965819638813,0.1706000000000003,0.04795216366338437,0.144,1
Gaia DR2 5605643400363602944,-0.008867,0.013107,20.544424900421426,0.009846080072145463,0.12310000000000088,0.09401553063191209,0.141,1
Gaia DR2 5605737236818496768,0.001875,0.01761,17.774473166522547,0.005329325080650923,-0.17099999999999937,0.058110584233855365,0.14,1
Gaia DR2 5605643018112311680,0.006157,-0.034268,19.066768291935286,0.003466824602294477,0.1600999999999999,0.012382245353731286,0.137,1
Gaia DR2 5605736893210780160,0.029905,-0.004703,20.60775994450255,0.009165472968366895,0.2591999999999999,0.04260434250167464,0.137,1
Gaia DR2 5605642915033062784,-0.001758,-0.039808,18.6036684862269,0.0027673939091724773,0.1266999999999996,0.01962065238466856,0.135,1
Gaia DR2 5605643396069656960,-0.015047,0.009946,18.13367036561058,0.002391425229696257,0.01629999999999754,0.03100580590792634,0.134,1
Gaia DR2 5605643327350125056,-0.004378,-0.001201,18.366437727182607,0.0027610613110842096,0.002500000000001279,0.026464315596667145,0.129,1
Gaia DR2 5605736996288879616,0.02889,0.002701,20.258791500125305,0.007102124837894403,0.11570000000000036,0.058942175053182416,0.125,1
Gaia DR2 5605643331643682176,4.1e-05,-0.000354,20.41192572425188,0.007543261458565906,0.07369999999999877,0.08932821502750404,0.123,1
Gaia DR2 5605736957636411776,0.012997,0.00307,18.117683676762745,0.00248152524957911,-0.032799999999998164,0.014713599151805107,0.118,1
Gaia DR2 5605737335593596160,0.033705,0.035593,20.430516264531406,0.007443159045413745,0.06800000000000139,0.09205150732063,0.118,1
Gaia DR2 5605643331652518144,-0.00658,0.001617,17.49874010917439,0.0021654290199765356,0.04720000000000013,0.018293714767646293,0.11,1
Gaia DR2 5605642988055140736,-0.006549,-0.026854,16.07939939937868,0.0019189473921686412,-0.006299999999999528,0.00327566787083184,0.107,1
